Transcript,Exon,Beg,End,Outlier,Mean_GC
GA15509-RA ,         5,   5478110,   5478222,1,     5.000
GA15515-RA ,         1,   5478400,   5479392,1,     4.216
GA15515-RA ,         2,   5479461,   5479958,1,     4.000
GA15516-RA ,         1,   5480171,   5481436,1,     2.174
GA15511-RA ,         1,   5482149,   5482720,1,     3.000
GA15511-RA ,         2,   5482790,   5484629,1,     4.851
GA13230-RA ,         1,   5486494,   5486659,1,     2.000
GA13230-RA ,         2,   5486730,   5486929,1,     2.000
GA13230-RA ,         3,   5486990,   5487070,1,     1.272
GA13230-RA ,         4,   5487628,   5487777,1,     1.000
GA21283-RA ,         1,   5489359,   5489618,1,     0.000
GA21283-RA ,         2,   5489715,   5489913,1,     0.000
GA21283-RA ,         3,   5490027,   5490340,1,     1.586
GA21283-RA ,         4,   5490393,   5490632,1,     2.408
GA21283-RA ,         5,   5491028,   5491209,1,     2.121
GA21283-RA ,         6,   5491274,   5491679,1,     3.116
GA21283-RA ,         7,   5491743,   5492028,1,     2.000
GA21283-RA ,         8,   5492165,   5492266,1,     2.000
GA21282-RA ,         1,   5492662,   5493222,1,     5.702
GA21282-RA ,         2,   5493296,   5493946,1,     6.000
GA10832-RA ,         1,   5494663,   5494797,1,     6.000
GA10832-RA ,         2,   5494877,   5495011,1,     7.667
GA10832-RA ,         3,   5495077,   5495424,1,     7.684
GA10832-RA ,         4,   5495495,   5496364,1,     5.105
GA10832-RA ,         5,   5496421,   5496849,1,     5.249
GA10832-RA ,         6,   5496914,   5497084,1,     4.000
GA10832-RA ,         7,   5497146,   5497448,1,     3.815
GA10832-RA ,         8,   5497521,   5501254,1,     1.176
GA10832-RA ,         9,   5501317,   5501605,1,     3.242
GA10832-RA ,        10,   5503046,   5503412,1,     3.000
GA10832-RA ,        11,   5503614,   5503886,1,     2.414
GA10832-RA ,        12,   5504710,   5504831,1,     2.000
GA10832-RA ,        13,   5504907,   5505244,1,     2.000
GA10832-RA ,        14,   5505394,   5505535,1,     2.000
GA21281-RA ,         1,   5509239,   5509349,1,     4.009
GA21281-RA ,         2,   5509407,   5509844,1,     2.947
GA21281-RA ,         3,   5509898,   5510106,1,     1.603
GA21281-RA ,         4,   5510170,   5510476,1,     2.000
GA10831-RA ,         1,   5514588,   5515047,1,     2.000
GA10831-RA ,         2,   5515106,   5515518,1,     2.000
GA10830-RB ,         1,   5515987,   5516280,1,     1.878
GA10830-RB ,         2,   5516356,   5516888,1,     2.583
GA10830-RB ,         3,   5517743,   5517957,1,     2.000
GA10830-RB ,         4,   5518034,   5518245,1,     2.000
GA10828-RA ,         1,   5521378,   5522307,1,     4.927
GA10828-RA ,         2,   5522507,   5522548,1,     4.000
GA21280-RA ,         1,   5524980,   5525252,1,     2.000
GA21280-RA ,         2,   5525316,   5525473,1,     2.000
GA21280-RA ,         3,   5525539,   5525836,1,     2.000
GA21280-RA ,         4,   5525892,   5526140,1,     2.000
GA21280-RA ,         5,   5526202,   5526270,1,     2.000
GA21280-RA ,         6,   5526336,   5526476,1,     2.000
GA13229-RB ,         1,   5528235,   5528252,1,     5.000
GA13229-RB ,         2,   5528633,   5528811,1,     5.000
GA13229-RB ,         3,   5528884,   5529023,1,     5.000
GA13229-RB ,         4,   5529101,   5529281,1,     4.464
GA13229-RB ,         5,   5529357,   5529646,1,     3.000
GA13229-RB ,         6,   5529708,   5529930,1,     3.000
GA13229-RB ,         7,   5530009,   5530402,1,     3.000
GA24421-RB ,         1,   5535756,   5535892,1,     5.000
GA24421-RB ,         2,   5535945,   5536236,1,     5.000
GA31344-RA ,         1,   5540747,   5540756,1,     1.000
GA31344-RA ,         2,   5540829,   5541016,1,     0.000
GA14941-RA ,         1,   5551962,   5552248,1,     3.627
GA14941-RA ,         2,   5553383,   5553501,1,     3.000
GA14941-RA ,         3,   5553564,   5553813,1,     3.000
GA14941-RA ,         4,   5559907,   5560729,1,     3.001
GA11802-RA ,         1,   5572332,   5572796,1,     1.854
GA11802-RA ,         2,   5572868,   5572999,1,     2.000
GA11802-RA ,         3,   5573067,   5573405,1,     3.894
GA11802-RA ,         4,   5573499,   5574716,1,     4.197
GA11802-RA ,         5,   5575669,   5575680,1,     5.000
GA25593-RA ,         1,   5582457,   5582596,1,     2.000
GA25593-RA ,         2,   5582652,   5582817,1,     2.000
GA25593-RA ,         3,   5582877,   5583145,1,     2.000
GA25593-RA ,         4,   5583200,   5583203,1,     2.000
GA21277-RC ,         1,   5585296,   5585664,1,     2.276
GA21277-RC ,         2,   5585727,   5585901,1,     2.000
GA21277-RC ,         3,   5585967,   5587396,1,     2.000
GA21277-RC ,         4,   5587466,   5587899,1,     3.000
GA21277-RC ,         5,   5588075,   5588167,1,     3.000
GA21277-RC ,         6,   5588279,   5588383,1,     3.000
GA21277-RC ,         7,   5588524,   5588630,1,     4.000
GA21277-RC ,         8,   5588705,   5589219,1,     4.336
GA21277-RC ,         9,   5590303,   5590437,1,     3.000
GA21277-RC ,        10,   5590518,   5590643,1,     3.000
GA21277-RC ,        11,   5590706,   5590957,1,     3.000
GA21277-RC ,        12,   5591028,   5591429,1,     3.002
GA11803-RA ,         1,   5593982,   5594617,1,     3.000
GA21278-RA ,         1,   5595883,   5596002,1,     3.000
GA21278-RA ,         2,   5596067,   5596242,1,     3.000
GA21278-RA ,         3,   5596301,   5596533,1,     3.000
GA21278-RA ,         4,   5596753,   5596830,1,     3.000
GA21278-RA ,         5,   5596897,   5596970,1,     3.000
GA32790-RA ,         1,   5597408,   5598115,1,     4.000
GA17746-RA ,         1,   5598591,   5599340,1,     4.065
GA17746-RA ,         2,   5599406,   5600014,1,     3.411
GA17746-RA ,         3,   5600084,   5600526,1,     3.000
GA17746-RA ,         4,   5600593,   5602136,1,     3.058
GA17746-RA ,         5,   5602204,   5602449,1,     3.000
GA17746-RA ,         6,   5602511,   5602704,1,     3.000
GA17746-RA ,         7,   5602781,   5602897,1,     3.000
GA17750-RB ,         1,   5606792,   5608206,1,     3.404
GA30864-RB ,         1,   5608416,   5609275,1,     3.219
GA30864-RB ,         2,   5609498,   5609530,1,     4.000
GA17750-RB ,         2,   5609696,   5609699,1,     4.000
GA24742-RB ,         1,   5610655,   5610688,1,     3.000
GA24742-RB ,         2,   5611571,   5611962,1,     1.000
GA24742-RB ,         3,   5612024,   5612185,1,     1.210
GA24742-RB ,         4,   5612249,   5612548,1,     1.000
GA17752-RB ,         1,   5624038,   5627758,1,     1.940
GA17752-RB ,         2,   5627883,   5628086,1,     1.000
GA17752-RB ,         3,   5632040,   5632130,1,     0.000
GA17752-RB ,         4,   5633980,   5634484,1,     2.541
GA17752-RB ,         5,   5634779,   5634850,1,     4.000
GA24743-RA ,         1,   5657863,   5658061,1,     2.658
GA24743-RA ,         2,   5658142,   5658235,1,     3.000
GA24743-RA ,         3,   5658511,   5658684,1,     2.000
GA24743-RA ,         4,   5658781,   5659021,1,     0.822
GA24743-RA ,         5,   5659231,   5663053,1,     0.000
GA24743-RA ,         6,   5664763,   5664851,1,     3.000
GA12205-RA ,         1,   5707304,   5707480,1,     2.186
GA12205-RA ,         2,   5707563,   5707736,1,     4.000
GA24416-RB ,         1,   5717022,   5717133,1,     6.000
GA24416-RB ,         2,   5717200,   5717496,1,     5.000
GA24416-RB ,         3,   5717561,   5717701,1,     5.000
GA24416-RB ,         4,   5717763,   5718178,1,     5.135
GA31061-RA ,         1,   5724080,   5725045,1,     3.797
GA24416-RB ,         5,   5726686,   5726840,1,     4.529
GA24416-RB ,         6,   5726925,   5727082,1,     3.000
GA24416-RB ,         7,   5727147,   5727315,1,     3.000
GA24416-RB ,         8,   5727395,   5727632,1,     2.000
GA24416-RB ,         9,   5727720,   5727847,1,     2.000
GA24416-RB ,        10,   5732621,   5732756,1,     3.184
GA24746-RA ,         1,   5760310,   5760349,1,     4.000
GA24746-RA ,         2,   5760588,   5760742,1,     3.000
GA24746-RA ,         3,   5760824,   5761564,1,     4.211
GA24746-RA ,         4,   5761634,   5761867,1,     4.415
GA24746-RA ,         5,   5761933,   5763024,1,     4.849
GA24746-RA ,         6,   5763080,   5763785,1,     5.280
GA24746-RA ,         7,   5763847,   5764640,1,     3.000
GA32746-RA ,         1,   5787789,   5787983,1,     2.867
GA32746-RA ,         2,   5789091,   5789114,1,     0.000
GA12207-RA ,         1,   5794273,   5794782,1,     2.000
GA12207-RA ,         2,   5794845,   5795238,1,     2.000
GA12207-RA ,         3,   5795305,   5795537,1,     3.000
GA12207-RA ,         4,   5795615,   5797078,1,     2.071
GA24748-RA ,         1,   5797567,   5797827,1,     3.000
GA24748-RA ,         2,   5797924,   5798100,1,     3.000
GA24748-RA ,         3,   5798163,   5798980,1,     3.000
GA24748-RA ,         4,   5799039,   5800584,1,     3.001
GA24748-RA ,         5,   5800649,   5801218,1,     3.342
GA24748-RA ,         6,   5801302,   5801463,1,     2.000
GA24748-RA ,         7,   5801888,   5802436,1,     2.000
GA32930-RA ,         1,   5803048,   5803239,1,     2.427
GA32930-RA ,         2,   5803309,   5804577,1,     2.000
GA24414-RB ,         1,   5813373,   5813745,1,     2.424
GA24414-RB ,         2,   5813808,   5814132,1,     3.382
GA24414-RB ,         3,   5814191,   5815192,1,     2.000
GA24414-RB ,         4,   5815257,   5815532,1,     2.000
GA24414-RB ,         5,   5815600,   5815805,1,     2.000
GA24414-RB ,         6,   5815866,   5816022,1,     2.000
GA24414-RB ,         7,   5816078,   5816199,1,     1.000
GA24414-RB ,         8,   5816265,   5816819,1,     1.000
GA24414-RB ,         9,   5816960,   5817010,1,     1.000
GA24414-RB ,        10,   5817067,   5817616,1,     1.000
GA24414-RB ,        11,   5817690,   5818026,1,     4.000
GA24414-RB ,        12,   5818107,   5818330,1,     3.000
GA31314-RA ,         1,   5818655,   5818658,1,     2.000
GA24414-RB ,        13,   5818926,   5819094,1,     1.000
GA31314-RA ,         2,   5819186,   5819260,1,     1.000
GA31314-RA ,         3,   5819956,   5820047,1,     2.000
GA13478-RA ,         1,   5820096,   5821049,1,     1.450
GA14834-RA ,         1,   5821113,   5821756,1,     3.359
GA14834-RA ,         2,   5821818,   5821947,1,     4.000
GA13492-RA ,         1,   5822289,   5823092,1,     3.057
GA13492-RA ,         2,   5823153,   5823363,1,     3.000
GA13492-RA ,         3,   5823430,   5823629,1,     3.000
GA13492-RA ,         4,   5823680,   5823889,1,     3.343
GA13493-RA ,         1,   5824661,   5825443,1,     3.000
GA13493-RA ,         2,   5825517,   5825724,1,     2.000
GA13493-RA ,         3,   5825895,   5826094,1,     3.375
GA13493-RA ,         4,   5826156,   5826533,1,     2.817
GA13496-RA ,         1,   5827033,   5827833,1,     2.387
GA13496-RA ,         2,   5827901,   5828105,1,     1.000
GA13496-RA ,         3,   5828162,   5828562,1,     1.000
GA24749-RA ,         1,   5829803,   5830111,1,     2.350
GA24413-RD ,         1,   5831928,   5832068,1,     0.617
GA24413-RD ,         2,   5832121,   5832255,1,     0.000
GA11797-RA ,         1,   5832758,   5833066,1,     1.000
GA10563-RA ,         1,   5834068,   5834190,1,     2.000
GA10563-RA ,         2,   5834251,   5834505,1,     1.000
GA32019-RA ,         1,   5834554,   5834643,1,     1.000
GA32019-RA ,         2,   5834702,   5834785,1,     1.000
GA15764-RA ,         1,   5875591,   5878296,1,     2.124
GA24413-RD ,         3,   5915105,   5915230,1,     1.048
GA11794-RB ,         1,   5920662,   5921278,1,     1.554
GA11794-RB ,         2,   5921352,   5922695,1,     1.721
GA11794-RB ,         3,   5922766,   5923231,1,     2.000
GA15012-RA ,         1,   5935183,   5935415,1,     1.000
GA15012-RA ,         2,   5935480,   5936095,1,     1.739
GA15012-RA ,         3,   5936159,   5936371,1,     2.000
GA24412-RA ,         1,   5936715,   5936866,1,     2.776
GA24412-RA ,         2,   5936940,   5937321,1,     3.288
GA24412-RA ,         3,   5937383,   5937571,1,     4.000
GA13494-RB ,         1,   5938532,   5938918,1,     2.000
GA13494-RB ,         2,   5938983,   5939446,1,     2.000
GA13494-RB ,         3,   5939508,   5940991,1,     0.505
GA13494-RB ,         4,   5941058,   5941879,1,     1.124
GA13494-RB ,         5,   5941976,   5942031,1,     0.000
GA15011-RA ,         1,   5944626,   5944738,1,     1.000
GA15011-RA ,         2,   5944795,   5945671,1,     1.000
GA13495-RE ,         1,   5959165,   5959299,1,     2.000
GA13495-RE ,         2,   5960201,   5960336,1,     2.000
GA13495-RE ,         3,   5962386,   5962528,1,     1.000
GA13495-RE ,         4,   5962588,   5964318,1,     1.714
GA13495-RE ,         5,   5966294,   5966985,1,     0.000
GA13495-RE ,         6,   5969770,   5970048,1,     0.000
GA13495-RE ,         7,   5970787,   5971548,1,     0.000
GA13495-RE ,         8,   5972187,   5972346,1,     1.000
GA13495-RE ,         9,   5972685,   5972825,1,     1.000
GA13495-RE ,        10,   5973085,   5973161,1,     0.000
GA13495-RE ,        11,   5973235,   5973448,1,     0.000
GA13502-RB ,         1,   5987863,   5987997,1,     0.000
GA13502-RB ,         2,   5988123,   5988596,1,     0.000
GA13502-RB ,         3,   5988716,   5989057,1,     0.000
GA13502-RB ,         4,   5989744,   5989881,1,     0.000
GA13502-RB ,         5,   5989997,   5990186,1,     0.000
GA13502-RB ,         6,   5990248,   5990357,1,     0.000
GA13502-RB ,         7,   5990561,   5990694,1,     0.000
GA13502-RB ,         8,   5991943,   5992345,1,     0.767
GA32761-RA ,         1,   5992432,   5992618,1,     0.000
GA32761-RA ,         2,   5995373,   5995404,1,     0.000
GA24411-RA ,         1,   5999020,   5999459,1,     1.555
GA24411-RA ,         2,   5999523,   5999741,1,     1.000
GA24411-RA ,         3,   5999794,   5999938,1,     0.000
GA24752-RA ,         1,   6011640,   6011733,1,     0.000
GA24752-RA ,         2,   6011796,   6012035,1,     0.000
GA24752-RA ,         3,   6012106,   6012191,1,     0.000
GA13504-RA ,         1,   6019075,   6019680,1,     0.266
GA13498-RA ,         1,   6023924,   6023957,1,     2.000
GA13498-RA ,         2,   6024021,   6025168,1,     1.542
GA14104-RB ,         1,   6054029,   6054053,1,     1.000
GA14104-RB ,         2,   6054128,   6054829,1,     0.987
GA14104-RB ,         3,   6057198,   6057331,1,     3.000
GA15666-RA ,         1,   6057396,   6058514,1,     1.349
GA15666-RA ,         2,   6058573,   6059247,1,     1.681
GA14104-RB ,         4,   6059524,   6059633,1,     1.000
GA14104-RB ,         5,   6072358,   6072547,1,     0.000
GA14104-RB ,         6,   6072619,   6072756,1,     0.116
GA14104-RB ,         7,   6078100,   6078372,1,     2.626
GA14104-RB ,         8,   6082052,   6082915,1,     0.000
GA24410-RA ,         1,   6083030,   6083338,1,     0.000
GA14104-RB ,         9,   6083763,   6083861,1,     1.000
GA24754-RA ,         1,   6087460,   6087730,1,     0.236
GA24754-RA ,         2,   6087812,   6088178,1,     0.120
GA24754-RA ,         3,   6088575,   6088636,1,     0.000
GA24754-RA ,         4,   6088741,   6089050,1,     0.000
GA24754-RA ,         5,   6089118,   6089334,1,     0.433
GA24754-RA ,         6,   6089393,   6089580,1,     0.000
GA24754-RA ,         7,   6089644,   6090115,1,     0.008
GA24754-RA ,         8,   6090178,   6090393,1,     0.000
GA15861-RA ,         1,   6090909,   6092126,1,     0.007
GA20894-RA ,         1,   6092493,   6092660,1,     0.000
GA20894-RA ,         2,   6092716,   6092903,1,     0.000
GA20894-RA ,         3,   6092959,   6093323,1,     0.000
GA20894-RA ,         4,   6093387,   6093550,1,     0.000
GA20892-RA ,         1,   6094123,   6094174,1,     2.000
GA20892-RA ,         2,   6094446,   6094521,1,     1.618
GA20892-RA ,         3,   6094590,   6094944,1,     1.000
GA20892-RA ,         4,   6095114,   6095125,1,     1.000
GA20892-RA ,         5,   6095241,   6095711,1,     1.000
GA20892-RA ,         6,   6095783,   6095926,1,     1.000
GA20892-RA ,         7,   6095993,   6096157,1,     1.000
GA20892-RA ,         8,   6096397,   6096414,1,     2.000
GA15351-RB ,         1,   6098090,   6098298,1,     2.828
GA15351-RB ,         2,   6098376,   6098478,1,     1.000
GA15351-RB ,         3,   6098602,   6100638,1,     1.234
GA15351-RB ,         4,   6100709,   6100863,1,     0.000
GA15351-RB ,         5,   6100942,   6101035,1,     0.000
GA13988-RA ,         1,   6104603,   6104733,1,     2.000
GA13988-RA ,         2,   6105744,   6105929,1,     0.000
GA13988-RA ,         3,   6105989,   6106064,1,     1.000
GA13988-RA ,         4,   6106129,   6106276,1,     1.000
GA13988-RA ,         5,   6106402,   6106497,1,     1.000
GA13988-RA ,         6,   6107220,   6107320,1,     1.000
GA13988-RA ,         7,   6107495,   6107673,1,     1.000
GA13988-RA ,         8,   6112029,   6112242,1,     1.710
GA24755-RA ,         1,   6132200,   6132335,1,     2.000
GA24755-RA ,         2,   6132408,   6132529,1,     2.000
GA24755-RA ,         3,   6132699,   6132805,1,     2.000
GA24755-RA ,         4,   6132877,   6133123,1,     2.000
GA24755-RA ,         5,   6133266,   6133401,1,     2.000
GA24755-RA ,         6,   6133465,   6133594,1,     2.000
GA24755-RA ,         7,   6136309,   6136489,1,     0.000
GA11422-RA ,         1,   6137073,   6137854,1,     0.219
GA11422-RA ,         2,   6137928,   6138651,1,     0.307
GA11423-RA ,         1,   6138716,   6139061,1,     1.194
GA11423-RA ,         2,   6139112,   6139208,1,     4.000
GA11423-RA ,         3,   6139267,   6139531,1,     5.000
GA11423-RA ,         4,   6139587,   6140129,1,     5.000
GA14938-RA ,         1,   6141792,   6142640,1,     4.000
GA14938-RA ,         2,   6142721,   6143053,1,     4.000
GA14938-RA ,         3,   6143118,   6143465,1,     4.000
GA14938-RA ,         4,   6143648,   6143818,1,     4.000
GA14938-RA ,         5,   6143891,   6144059,1,     4.000
GA14938-RA ,         6,   6144122,   6144345,1,     2.165
GA32369-RA ,         1,   6145896,   6147403,1,     2.000
GA32369-RA ,         2,   6147463,   6147472,1,     2.000
GA14938-RA ,         7,   6152101,   6152196,1,     3.000
GA15322-RA ,         1,   6153311,   6153394,1,     3.000
GA15322-RA ,         2,   6153477,   6153593,1,     4.000
GA11907-RA ,         1,   6154643,   6154959,1,     5.000
GA11907-RA ,         2,   6155018,   6155185,1,     4.512
GA11907-RA ,         3,   6155248,   6155332,1,     5.000
GA12570-RA ,         1,   6158403,   6158693,1,     5.003
GA15334-RA ,         1,   6161086,   6161184,1,     5.000
GA15334-RA ,         2,   6164631,   6164790,1,     2.000
GA15334-RA ,         3,   6164856,   6165364,1,     2.004
GA15334-RA ,         4,   6165475,   6165592,1,     1.000
GA15334-RA ,         5,   6165784,   6166086,1,     0.000
GA15334-RA ,         6,   6166219,   6166313,1,     0.000
GA15334-RA ,         7,   6166387,   6166664,1,     0.076
GA15334-RA ,         8,   6166722,   6166856,1,     1.000
GA15334-RA ,         9,   6166929,   6167071,1,     1.000
GA15334-RA ,        10,   6167132,   6167193,1,     1.000
GA15342-RA ,         1,   6167460,   6169324,1,     1.178
GA15342-RA ,         2,   6169386,   6170172,1,     2.000
GA11910-RA ,         1,   6170545,   6170931,1,     1.000
GA12412-RA ,         1,   6170966,   6171099,1,     1.000
GA12412-RA ,         2,   6171161,   6171607,1,     1.058
GA12412-RA ,         3,   6171664,   6172041,1,     2.000
GA12412-RA ,         4,   6172096,   6172168,1,     2.000
GA12412-RA ,         5,   6172242,   6172376,1,     2.000
GA11909-RA ,         1,   6173183,   6173378,1,     2.668
GA11909-RA ,         2,   6173783,   6173930,1,     3.743
GA11909-RA ,         3,   6173988,   6174332,1,     3.000
GA11909-RA ,         4,   6174397,   6174805,1,     3.000
GA12475-RA ,         1,   6175064,   6175946,1,     1.618
GA12475-RA ,         2,   6176007,   6176971,1,     0.610
GA12475-RA ,         3,   6177046,   6177224,1,     2.000
GA12475-RA ,         4,   6177283,   6178168,1,     1.935
GA12475-RA ,         5,   6178230,   6178776,1,     1.000
GA12475-RA ,         6,   6178897,   6179039,1,     1.000
GA21937-RA ,         1,   6179617,   6179734,1,     3.000
GA21937-RA ,         2,   6180074,   6180240,1,     3.000
GA21937-RA ,         3,   6180307,   6180729,1,     1.572
GA21937-RA ,         4,   6180792,   6181239,1,     2.040
GA21937-RA ,         5,   6182007,   6183338,1,     3.397
GA21937-RA ,         6,   6183453,   6183602,1,     4.000
GA21937-RA ,         7,   6183663,   6183703,1,     5.000
GA19979-RA ,         1,   6184321,   6184507,1,     2.000
GA21437-RB ,         1,   6185038,   6185574,1,     2.000
GA21437-RB ,         2,   6185633,   6185746,1,     2.000
GA21437-RB ,         3,   6185808,   6187471,1,     2.134
GA21437-RB ,         4,   6187534,   6187993,1,     1.000
GA19979-RA ,         2,   6188207,   6188601,1,     2.000
GA19979-RA ,         3,   6188670,   6189131,1,     1.071
GA19979-RA ,         4,   6189191,   6189416,1,     1.000
GA19979-RA ,         5,   6189476,   6190506,1,     1.000
GA21430-RA ,         1,   6190625,   6191479,1,     1.000
GA21430-RA ,         2,   6191538,   6193295,1,     1.000
GA19992-RA ,         1,   6193769,   6193813,1,     1.000
GA19992-RA ,         2,   6193873,   6194012,1,     1.000
GA19992-RA ,         3,   6194068,   6194936,1,     1.000
GA19992-RA ,         4,   6195000,   6196349,1,     1.761
GA19992-RA ,         5,   6196405,   6196457,1,     4.000
GA24409-RC ,         1,   6197458,   6198019,1,     1.000
GA24409-RC ,         2,   6198078,   6200444,1,     2.846
GA24409-RC ,         3,   6200612,   6201464,1,     3.117
GA24409-RC ,         4,   6201926,   6202335,1,     3.000
GA24409-RC ,         5,   6202584,   6202715,1,     3.000
GA24409-RC ,         6,   6202871,   6203238,1,     3.003
GA24409-RC ,         7,   6203319,   6203710,1,     3.000
GA24409-RC ,         8,   6205791,   6206436,1,     2.841
GA31480-RA ,         1,   6212612,   6212851,1,     3.004
GA31480-RA ,         2,   6212919,   6212948,1,     3.000
GA21426-RA ,         1,   6219541,   6219766,1,     4.190
GA21426-RA ,         2,   6219829,   6219975,1,     5.381
GA21426-RA ,         3,   6220032,   6220480,1,     5.261
GA21426-RA ,         4,   6220543,   6221204,1,     2.002
GA21426-RA ,         5,   6222068,   6222221,1,     1.000
GA19121-RA ,         1,   6237803,   6238001,1,     0.216
GA19121-RA ,         2,   6238067,   6238319,1,     3.281
GA19121-RA ,         3,   6238378,   6239011,1,     3.229
GA19121-RA ,         4,   6239072,   6239702,1,     1.932
GA19121-RA ,         5,   6239764,   6240119,1,     1.548
GA13027-RA ,         1,   6244056,   6244574,1,     0.000
GA13027-RA ,         2,   6244630,   6244722,1,     0.000
GA13026-RB ,         1,   6245613,   6246113,1,     1.000
GA18642-RC ,         1,   6248917,   6248992,1,     1.000
GA18642-RC ,         2,   6252331,   6252441,1,     0.000
GA18642-RC ,         3,   6252569,   6252688,1,     0.000
GA18642-RC ,         4,   6254138,   6254275,1,     1.000
GA18642-RC ,         5,   6258039,   6258298,1,     2.000
GA18642-RC ,         6,   6258583,   6258811,1,     3.000
GA18642-RC ,         7,   6259110,   6259273,1,     3.000
GA18642-RC ,         8,   6263498,   6263699,1,     0.000
GA18642-RC ,         9,   6264454,   6264645,1,     0.000
GA18642-RC ,        10,   6264725,   6264843,1,     0.000
GA18642-RC ,        11,   6265524,   6265604,1,     0.000
GA18642-RC ,        12,   6269408,   6269503,1,     0.000
GA18642-RC ,        13,   6270715,   6270868,1,     3.000
GA18642-RC ,        14,   6271593,   6271717,1,     1.000
GA18642-RC ,        15,   6273734,   6275596,1,     0.026
GA24757-RA ,         1,   6294499,   6296202,1,     1.000
GA24757-RA ,         2,   6296266,   6296362,1,     1.093
GA24757-RA ,         3,   6296444,   6296800,1,     1.000
GA24757-RA ,         4,   6296863,   6296900,1,     1.000
GA24404-RA ,         1,   6334445,   6334584,1,     0.000
GA24404-RA ,         2,   6335344,   6335457,1,     0.000
GA24404-RA ,         3,   6335526,   6335702,1,     0.000
GA24404-RA ,         4,   6336590,   6336698,1,     0.000
GA24404-RA ,         5,   6337107,   6337208,1,     0.000
GA24404-RA ,         6,   6346678,   6347315,1,     0.000
GA24404-RA ,         7,   6364283,   6364394,1,     0.000
GA24758-RA ,         1,   6376112,   6376492,1,     0.000
GA24758-RA ,         2,   6376558,   6376902,1,     0.000
GA24759-RA ,         1,   6377272,   6377325,1,     0.000
GA24759-RA ,         2,   6377390,   6377701,1,     0.000
GA24759-RA ,         3,   6377773,   6379482,1,     0.354
GA19118-RA ,         1,   6401051,   6401383,1,     1.754
GA19118-RA ,         2,   6401469,   6401618,1,     2.000
GA19113-RA ,         1,   6402102,   6402491,1,     4.238
GA19113-RA ,         2,   6402563,   6402892,1,     3.000
GA19113-RA ,         3,   6402973,   6403023,1,     3.000
GA13030-RA ,         1,   6404603,   6404806,1,     3.392
GA13030-RA ,         2,   6404866,   6405240,1,     1.021
GA24403-RB ,         1,   6405915,   6406130,1,     1.000
GA24403-RB ,         2,   6406371,   6406640,1,     1.000
GA24403-RB ,         3,   6406699,   6407091,1,     1.000
GA10635-RA ,         1,   6408050,   6408796,1,     1.000
GA10635-RA ,         2,   6408870,   6409241,1,     1.000
GA10636-RA ,         1,   6412998,   6413390,1,     1.000
GA10636-RA ,         2,   6413450,   6413836,1,     1.000
GA24761-RB ,         1,   6418802,   6418819,1,     1.000
GA24761-RB ,         2,   6441162,   6441766,1,     1.017
GA24761-RB ,         3,   6443454,   6443703,1,     2.000
GA24761-RB ,         4,   6443767,   6443967,1,     2.000
GA24761-RB ,         5,   6444029,   6444358,1,     2.000
GA19108-RA ,         1,   6444969,   6445155,1,     1.861
GA19108-RA ,         2,   6445227,   6445593,1,     2.471
GA19108-RA ,         3,   6445653,   6445734,1,     3.000
GA18658-RB ,         1,   6447198,   6447269,1,     2.083
GA18658-RB ,         2,   6447333,   6447488,1,     3.000
GA18658-RB ,         3,   6447721,   6447905,1,     4.000
GA18658-RB ,         4,   6447974,   6448365,1,     3.089
GA18658-RB ,         5,   6448424,   6451110,1,     2.000
GA18658-RB ,         6,   6451168,   6451740,1,     2.007
GA24402-RA ,         1,   6452949,   6453931,1,     2.175
GA24402-RA ,         2,   6453995,   6455564,1,     2.308
GA24402-RA ,         3,   6455774,   6456735,1,     2.532
GA24402-RA ,         4,   6456804,   6457041,1,     2.000
GA24762-RA ,         1,   6461545,   6461871,1,     1.000
GA19106-RA ,         1,   6467412,   6467594,1,     2.000
GA19106-RA ,         2,   6467666,   6467958,1,     2.000
GA19106-RA ,         3,   6468022,   6468231,1,     3.076
GA19106-RA ,         4,   6468286,   6470435,1,     2.131
GA19106-RA ,         5,   6471946,   6472136,1,     1.000
GA10637-RA ,         1,   6476333,   6476605,1,     2.000
GA10637-RA ,         2,   6476969,   6477826,1,     2.049
GA15218-RA ,         1,   6478709,   6478788,1,     1.337
GA15218-RA ,         2,   6478917,   6479180,1,     1.000
GA15218-RA ,         3,   6479237,   6479393,1,     1.000
GA15218-RA ,         4,   6479453,   6479712,1,     1.000
GA15218-RA ,         5,   6479768,   6479990,1,     1.000
GA11356-RA ,         1,   6480172,   6481731,1,     1.029
GA10860-RA ,         1,   6482519,   6482641,1,     2.000
GA10860-RA ,         2,   6482731,   6483099,1,     2.000
GA10860-RA ,         3,   6483168,   6483289,1,     1.844
GA10860-RA ,         4,   6483349,   6483466,1,     1.000
GA24400-RD ,         1,   6486004,   6486062,1,     1.000
GA24400-RD ,         2,   6486135,   6486253,1,     1.000
GA24400-RD ,         3,   6486327,   6486476,1,     2.000
GA24400-RD ,         4,   6491514,   6491637,1,     1.000
GA24400-RD ,         5,   6492586,   6492629,1,     0.000
GA24400-RD ,         6,   6496134,   6496247,1,     0.000
GA24400-RD ,         7,   6496893,   6497055,1,     0.000
GA24400-RD ,         8,   6497135,   6497262,1,     0.000
GA24400-RD ,         9,   6497327,   6497441,1,     0.000
GA24400-RD ,        10,   6497539,   6497707,1,     0.000
