SubRegion	GC_Beg	GC_End	PP_Beg	PP_End	PP_Ori	ABeg	AEnd
08b	184505	184514	4341287	4591286	1	4525791	4525800
08b	185191	185236	4341287	4591286	1	4526477	4526522
08b	187690	187877	4341287	4591286	1	4528976	4529163
08b	187690	187751	4341287	4591286	1	4528976	4529037
08b	187690	187945	4341287	4591286	1	4528976	4529231
08b	190039	190077	4341287	4591286	1	4531325	4531363
08b	190039	190047	4341287	4591286	1	4531325	4531333
08b	194361	194889	4341287	4591286	1	4535647	4536175
08b	194434	194481	4341287	4591286	1	4535720	4535767
08b	194444	194454	4341287	4591286	1	4535730	4535740
08b	194454	194651	4341287	4591286	1	4535740	4535937
08b	198460	198538	4341287	4591286	1	4539746	4539824
08b	198610	198642	4341287	4591286	1	4539896	4539928
08b	198635	198636	4341287	4591286	1	4539921	4539922
08b	198635	198654	4341287	4591286	1	4539921	4539940
08b	200512	200884	4341287	4591286	1	4541798	4542170
08b	200537	200871	4341287	4591286	1	4541823	4542157
08b	200537	200790	4341287	4591286	1	4541823	4542076
08b	203993	204099	4341287	4591286	1	4545279	4545385
08b	204463	204683	4341287	4591286	1	4545749	4545969
08b	204557	204609	4341287	4591286	1	4545843	4545895
08b	204893	205100	4341287	4591286	1	4546179	4546386
08b	204893	204925	4341287	4591286	1	4546179	4546211
08b	204923	205098	4341287	4591286	1	4546209	4546384
08b	204923	204925	4341287	4591286	1	4546209	4546211
08b	204962	204968	4341287	4591286	1	4546248	4546254
08b	205051	205100	4341287	4591286	1	4546337	4546386
08b	205098	205100	4341287	4591286	1	4546384	4546386
08b	205695	206294	4341287	4591286	1	4546981	4547580
08b	205879	205919	4341287	4591286	1	4547165	4547205
08b	205918	205962	4341287	4591286	1	4547204	4547248
08b	205918	206294	4341287	4591286	1	4547204	4547580
08b	205962	206294	4341287	4591286	1	4547248	4547580
08b	206278	206294	4341287	4591286	1	4547564	4547580
08b	206286	206400	4341287	4591286	1	4547572	4547686
08b	206630	207303	4341287	4591286	1	4547916	4548589
08b	206786	206865	4341287	4591286	1	4548072	4548151
08b	206827	206865	4341287	4591286	1	4548113	4548151
08b	207169	207303	4341287	4591286	1	4548455	4548589
08b	207693	207956	4341287	4591286	1	4548979	4549242
08b	207693	207694	4341287	4591286	1	4548979	4548980
08b	208642	208647	4341287	4591286	1	4549928	4549933
08b	209492	209514	4341287	4591286	1	4550778	4550800
08b	209492	209534	4341287	4591286	1	4550778	4550820
08b	209509	209514	4341287	4591286	1	4550795	4550800
08b	209509	209534	4341287	4591286	1	4550795	4550820
08b	213589	213745	4341287	4591286	1	4554875	4555031
08b	213589	214066	4341287	4591286	1	4554875	4555352
08b	214360	214600	4341287	4591286	1	4555646	4555886
08b	215875	216583	4341287	4591286	1	4557161	4557869
08b	216149	216410	4341287	4591286	1	4557435	4557696
08b	216149	216287	4341287	4591286	1	4557435	4557573
08b	216424	216583	4341287	4591286	1	4557710	4557869
08b	216563	216583	4341287	4591286	1	4557849	4557869
08b	216767	216769	4341287	4591286	1	4558053	4558055
08b	219678	219740	4341287	4591286	1	4560964	4561026
08b	219723	219725	4341287	4591286	1	4561009	4561011
08b	219978	220166	4341287	4591286	1	4561264	4561452
08b	219978	220163	4341287	4591286	1	4561264	4561449
08b	220160	220166	4341287	4591286	1	4561446	4561452
08b	220162	220163	4341287	4591286	1	4561448	4561449
08b	220481	220536	4341287	4591286	1	4561767	4561822
08b	222210	222280	4341287	4591286	1	4563496	4563566
08b	222880	222882	4341287	4591286	1	4564166	4564168
08b	225162	225514	4341287	4591286	1	4566448	4566800
08b	225290	225514	4341287	4591286	1	4566576	4566800
08b	225370	225514	4341287	4591286	1	4566656	4566800
08b	227701	227767	4341287	4591286	1	4568987	4569053
08b	227701	227921	4341287	4591286	1	4568987	4569207
08b	228071	228073	4341287	4591286	1	4569357	4569359
08b	228072	228073	4341287	4591286	1	4569358	4569359
08b	228629	230558	4341287	4591286	1	4569915	4571844
08b	234169	234257	4341287	4591286	1	4575455	4575543
08b	236262	236270	4341287	4591286	1	4577548	4577556
08b	236782	237068	4341287	4591286	1	4578068	4578354
08b	236792	237119	4341287	4591286	1	4578078	4578405
08b	237068	237119	4341287	4591286	1	4578354	4578405
08b	237297	237401	4341287	4591286	1	4578583	4578687
08b	237335	237401	4341287	4591286	1	4578621	4578687
08b	237399	237401	4341287	4591286	1	4578685	4578687
08b	242806	242812	4341287	4591286	1	4584092	4584098
08b	244781	244865	4341287	4591286	1	4586067	4586151
08b	244781	244804	4341287	4591286	1	4586067	4586090
08b	244781	245039	4341287	4591286	1	4586067	4586325
08b	244783	244844	4341287	4591286	1	4586069	4586130
08b	244783	244786	4341287	4591286	1	4586069	4586072
08b	245568	245616	4341287	4591286	1	4586854	4586902
08b	245568	245599	4341287	4591286	1	4586854	4586885
08b	245620	246102	4341287	4591286	1	4586906	4587388
08b	247598	247630	4341287	4591286	1	4588884	4588916
08b	247598	247690	4341287	4591286	1	4588884	4588976
08b	247630	247672	4341287	4591286	1	4588916	4588958
08b	248690	248700	4341287	4591286	1	4589976	4589986
08b	248939	248941	4341287	4591286	1	4590225	4590227
08b	248988	248990	4341287	4591286	1	4590274	4590276
08c	1156	1333	4591287	4841286	1	4592442	4592619
08c	1156	1363	4591287	4841286	1	4592442	4592649
08c	1603	1609	4591287	4841286	1	4592889	4592895
08c	2717	2765	4591287	4841286	1	4594003	4594051
08c	4457	4489	4591287	4841286	1	4595743	4595775
08c	5899	5955	4591287	4841286	1	4597185	4597241
08c	5899	5941	4591287	4841286	1	4597185	4597227
08c	5925	5941	4591287	4841286	1	4597211	4597227
08c	6407	6409	4591287	4841286	1	4597693	4597695
08c	11296	11423	4591287	4841286	1	4602582	4602709
08c	14488	14489	4591287	4841286	1	4605774	4605775
08c	14852	15265	4591287	4841286	1	4606138	4606551
08c	14870	15265	4591287	4841286	1	4606156	4606551
08c	14870	15249	4591287	4841286	1	4606156	4606535
08c	15265	15805	4591287	4841286	1	4606551	4607091
08c	16466	16661	4591287	4841286	1	4607752	4607947
08c	17279	17732	4591287	4841286	1	4608565	4609018
08c	17376	17436	4591287	4841286	1	4608662	4608722
08c	17565	17732	4591287	4841286	1	4608851	4609018
08c	18267	18865	4591287	4841286	1	4609553	4610151
08c	18269	18285	4591287	4841286	1	4609555	4609571
08c	18269	18292	4591287	4841286	1	4609555	4609578
08c	19146	19197	4591287	4841286	1	4610432	4610483
08c	19916	19919	4591287	4841286	1	4611202	4611205
08c	21874	21927	4591287	4841286	1	4613160	4613213
08c	22398	22400	4591287	4841286	1	4613684	4613686
08c	22700	22835	4591287	4841286	1	4613986	4614121
08c	23438	23842	4591287	4841286	1	4614724	4615128
08c	23438	23443	4591287	4841286	1	4614724	4614729
08c	23840	23842	4591287	4841286	1	4615126	4615128
08c	25130	25142	4591287	4841286	1	4616416	4616428
08c	26702	26705	4591287	4841286	1	4617988	4617991
08c	26705	26712	4591287	4841286	1	4617991	4617998
08c	27058	27471	4591287	4841286	1	4618344	4618757
08c	27058	27063	4591287	4841286	1	4618344	4618349
08c	27065	27433	4591287	4841286	1	4618351	4618719
08c	27065	27136	4591287	4841286	1	4618351	4618422
08c	27234	27471	4591287	4841286	1	4618520	4618757
08c	27377	27433	4591287	4841286	1	4618663	4618719
08c	28336	28391	4591287	4841286	1	4619622	4619677
08c	28736	28737	4591287	4841286	1	4620022	4620023
08c	30412	30940	4591287	4841286	1	4621698	4622226
08c	30412	30658	4591287	4841286	1	4621698	4621944
08c	30652	30942	4591287	4841286	1	4621938	4622228
08c	30652	30658	4591287	4841286	1	4621938	4621944
08c	30940	30942	4591287	4841286	1	4622226	4622228
08c	31118	31203	4591287	4841286	1	4622404	4622489
08c	31118	31196	4591287	4841286	1	4622404	4622482
08c	33002	33363	4591287	4841286	1	4624288	4624649
08c	33002	33013	4591287	4841286	1	4624288	4624299
08c	33005	33363	4591287	4841286	1	4624291	4624649
08c	34398	34797	4591287	4841286	1	4625684	4626083
08c	36323	36675	4591287	4841286	1	4627609	4627961
08c	41838	42941	4591287	4841286	1	4633124	4634227
08c	41838	41996	4591287	4841286	1	4633124	4633282
08c	43287	43367	4591287	4841286	1	4634573	4634653
08c	44169	44229	4591287	4841286	1	4635455	4635515
08c	44345	44721	4591287	4841286	1	4635631	4636007
08c	44547	44721	4591287	4841286	1	4635833	4636007
08c	44547	44686	4591287	4841286	1	4635833	4635972
08c	44686	44721	4591287	4841286	1	4635972	4636007
08c	46672	46766	4591287	4841286	1	4637958	4638052
08c	47297	47300	4591287	4841286	1	4638583	4638586
08c	47655	47740	4591287	4841286	1	4638941	4639026
08c	48316	48317	4591287	4841286	1	4639602	4639603
08c	51128	51738	4591287	4841286	1	4642414	4643024
08c	51128	51133	4591287	4841286	1	4642414	4642419
08c	51738	51854	4591287	4841286	1	4643024	4643140
08c	54145	54154	4591287	4841286	1	4645431	4645440
08c	55870	55906	4591287	4841286	1	4647156	4647192
08c	56440	56462	4591287	4841286	1	4647726	4647748
08c	59311	59391	4591287	4841286	1	4650597	4650677
08c	60038	60054	4591287	4841286	1	4651324	4651340
08c	61030	61031	4591287	4841286	1	4652316	4652317
08c	61128	61258	4591287	4841286	1	4652414	4652544
08c	61128	61215	4591287	4841286	1	4652414	4652501
08c	66651	66652	4591287	4841286	1	4657937	4657938
08c	72833	72835	4591287	4841286	1	4664119	4664121
08c	74071	74087	4591287	4841286	1	4665357	4665373
08c	75218	75221	4591287	4841286	1	4666504	4666507
08c	77360	77513	4591287	4841286	1	4668646	4668799
08c	77507	77513	4591287	4841286	1	4668793	4668799
08c	79450	79668	4591287	4841286	1	4670736	4670954
08c	82094	82097	4591287	4841286	1	4673380	4673383
08c	82531	82596	4591287	4841286	1	4673817	4673882
08c	84063	84115	4591287	4841286	1	4675349	4675401
08c	84087	84115	4591287	4841286	1	4675373	4675401
08c	85963	85964	4591287	4841286	1	4677249	4677250
08c	86722	86788	4591287	4841286	1	4678008	4678074
08c	86722	86748	4591287	4841286	1	4678008	4678034
08c	86775	86788	4591287	4841286	1	4678061	4678074
08c	87484	87528	4591287	4841286	1	4678770	4678814
08c	89104	90131	4591287	4841286	1	4680390	4681417
08c	89134	90131	4591287	4841286	1	4680420	4681417
08c	90584	90608	4591287	4841286	1	4681870	4681894
08c	92416	92511	4591287	4841286	1	4683702	4683797
08c	93508	93595	4591287	4841286	1	4684794	4684881
08c	94463	94556	4591287	4841286	1	4685749	4685842
08c	94474	94556	4591287	4841286	1	4685760	4685842
08c	94474	94518	4591287	4841286	1	4685760	4685804
08c	94874	95016	4591287	4841286	1	4686160	4686302
08c	94874	95045	4591287	4841286	1	4686160	4686331
08c	94874	94941	4591287	4841286	1	4686160	4686227
08c	94941	95016	4591287	4841286	1	4686227	4686302
08c	95863	95943	4591287	4841286	1	4687149	4687229
08c	99005	99406	4591287	4841286	1	4690291	4690692
08c	99005	99653	4591287	4841286	1	4690291	4690939
08c	99653	99971	4591287	4841286	1	4690939	4691257
08c	100836	101582	4591287	4841286	1	4692122	4692868
08c	100891	100950	4591287	4841286	1	4692177	4692236
08c	100891	101081	4591287	4841286	1	4692177	4692367
08c	101370	101582	4591287	4841286	1	4692656	4692868
08c	101380	101526	4591287	4841286	1	4692666	4692812
08c	103640	104173	4591287	4841286	1	4694926	4695459
08c	103640	103935	4591287	4841286	1	4694926	4695221
08c	103788	103899	4591287	4841286	1	4695074	4695185
08c	104144	104173	4591287	4841286	1	4695430	4695459
08c	104502	104585	4591287	4841286	1	4695788	4695871
08c	104584	104585	4591287	4841286	1	4695870	4695871
08c	110220	110626	4591287	4841286	1	4701506	4701912
08c	115153	115279	4591287	4841286	1	4706439	4706565
08c	115153	115157	4591287	4841286	1	4706439	4706443
08c	118229	118355	4591287	4841286	1	4709515	4709641
08c	119455	119469	4591287	4841286	1	4710741	4710755
08c	119954	119970	4591287	4841286	1	4711240	4711256
08c	119954	119975	4591287	4841286	1	4711240	4711261
08c	119970	119975	4591287	4841286	1	4711256	4711261
08c	120434	120613	4591287	4841286	1	4711720	4711899
08c	120587	120613	4591287	4841286	1	4711873	4711899
08c	122988	122996	4591287	4841286	1	4714274	4714282
08c	123938	123994	4591287	4841286	1	4715224	4715280
08c	124422	124426	4591287	4841286	1	4715708	4715712
08c	124422	125568	4591287	4841286	1	4715708	4716854
08c	125303	125308	4591287	4841286	1	4716589	4716594
08c	125306	125308	4591287	4841286	1	4716592	4716594
08c	125637	125640	4591287	4841286	1	4716923	4716926
08c	125637	125653	4591287	4841286	1	4716923	4716939
08c	125781	125936	4591287	4841286	1	4717067	4717222
08c	128121	128126	4591287	4841286	1	4719407	4719412
08c	128290	128292	4591287	4841286	1	4719576	4719578
08c	128290	128493	4591287	4841286	1	4719576	4719779
08c	128680	128687	4591287	4841286	1	4719966	4719973
08c	129786	129942	4591287	4841286	1	4721072	4721228
08c	129819	129820	4591287	4841286	1	4721105	4721106
08c	129819	129942	4591287	4841286	1	4721105	4721228
08c	130648	130771	4591287	4841286	1	4721934	4722057
08c	130648	130746	4591287	4841286	1	4721934	4722032
08c	130746	130771	4591287	4841286	1	4722032	4722057
08c	131306	131311	4591287	4841286	1	4722592	4722597
08c	132984	133001	4591287	4841286	1	4724270	4724287
08c	134001	134004	4591287	4841286	1	4725287	4725290
08c	135154	135263	4591287	4841286	1	4726440	4726549
08c	135445	135483	4591287	4841286	1	4726731	4726769
08c	135501	135514	4591287	4841286	1	4726787	4726800
08c	135501	135509	4591287	4841286	1	4726787	4726795
08c	139452	139458	4591287	4841286	1	4730738	4730744
08c	139514	139519	4591287	4841286	1	4730800	4730805
08c	140368	140369	4591287	4841286	1	4731654	4731655
08c	144931	145164	4591287	4841286	1	4736217	4736450
08c	145691	146040	4591287	4841286	1	4736977	4737326
08c	147007	147008	4591287	4841286	1	4738293	4738294
08c	147921	147956	4591287	4841286	1	4739207	4739242
08c	149084	149206	4591287	4841286	1	4740370	4740492
08c	150292	150797	4591287	4841286	1	4741578	4742083
08c	150326	150797	4591287	4841286	1	4741612	4742083
08c	150326	150451	4591287	4841286	1	4741612	4741737
08c	150440	150797	4591287	4841286	1	4741726	4742083
08c	150785	150797	4591287	4841286	1	4742071	4742083
08c	152141	152194	4591287	4841286	1	4743427	4743480
08c	153502	154059	4591287	4841286	1	4744788	4745345
08c	154492	154551	4591287	4841286	1	4745778	4745837
08c	154807	154816	4591287	4841286	1	4746093	4746102
08c	154807	154856	4591287	4841286	1	4746093	4746142
08c	156452	156456	4591287	4841286	1	4747738	4747742
08c	157665	157683	4591287	4841286	1	4748951	4748969
08c	163494	163495	4591287	4841286	1	4754780	4754781
08c	166590	166596	4591287	4841286	1	4757876	4757882
08c	167534	167538	4591287	4841286	1	4758820	4758824
08c	167534	167542	4591287	4841286	1	4758820	4758828
08c	168582	168862	4591287	4841286	1	4759868	4760148
08c	169099	169232	4591287	4841286	1	4760385	4760518
08c	169937	169990	4591287	4841286	1	4761223	4761276
08c	169957	170678	4591287	4841286	1	4761243	4761964
08c	171570	171573	4591287	4841286	1	4762856	4762859
08c	172014	172204	4591287	4841286	1	4763300	4763490
08c	174326	174333	4591287	4841286	1	4765612	4765619
08c	175608	175611	4591287	4841286	1	4766894	4766897
08c	176248	176272	4591287	4841286	1	4767534	4767558
08c	177304	177730	4591287	4841286	1	4768590	4769016
08c	177307	177730	4591287	4841286	1	4768593	4769016
08c	177786	177960	4591287	4841286	1	4769072	4769246
08c	177880	178062	4591287	4841286	1	4769166	4769348
08c	177880	177960	4591287	4841286	1	4769166	4769246
08c	177940	177960	4591287	4841286	1	4769226	4769246
08c	177943	177960	4591287	4841286	1	4769229	4769246
08c	178165	178175	4591287	4841286	1	4769451	4769461
08c	179618	179623	4591287	4841286	1	4770904	4770909
08c	181502	181588	4591287	4841286	1	4772788	4772874
08c	184994	185247	4591287	4841286	1	4776280	4776533
08c	185306	185323	4591287	4841286	1	4776592	4776609
08c	185306	185781	4591287	4841286	1	4776592	4777067
08c	189925	189954	4591287	4841286	1	4781211	4781240
08c	191666	191691	4591287	4841286	1	4782952	4782977
08c	191690	191691	4591287	4841286	1	4782976	4782977
08c	196416	196688	4591287	4841286	1	4787702	4787974
08c	196438	196677	4591287	4841286	1	4787724	4787963
08c	200170	200213	4591287	4841286	1	4791456	4791499
08c	200199	200213	4591287	4841286	1	4791485	4791499
08c	201762	201774	4591287	4841286	1	4793048	4793060
08c	202387	202397	4591287	4841286	1	4793673	4793683
08c	203490	203528	4591287	4841286	1	4794776	4794814
08c	204330	204333	4591287	4841286	1	4795616	4795619
08c	205580	207110	4591287	4841286	1	4796866	4798396
08c	205953	205954	4591287	4841286	1	4797239	4797240
08c	206452	206917	4591287	4841286	1	4797738	4798203
08c	208146	208432	4591287	4841286	1	4799432	4799718
08c	208193	208308	4591287	4841286	1	4799479	4799594
08c	208302	208432	4591287	4841286	1	4799588	4799718
08c	212276	212305	4591287	4841286	1	4803562	4803591
08c	212809	212818	4591287	4841286	1	4804095	4804104
08c	213122	213125	4591287	4841286	1	4804408	4804411
08c	213413	213416	4591287	4841286	1	4804699	4804702
08c	213413	213440	4591287	4841286	1	4804699	4804726
08c	213413	213516	4591287	4841286	1	4804699	4804802
08c	214324	215249	4591287	4841286	1	4805610	4806535
08c	214324	215151	4591287	4841286	1	4805610	4806437
08c	214336	215249	4591287	4841286	1	4805622	4806535
08c	214336	215151	4591287	4841286	1	4805622	4806437
08c	214408	215249	4591287	4841286	1	4805694	4806535
08c	215841	215854	4591287	4841286	1	4807127	4807140
08c	217906	217926	4591287	4841286	1	4809192	4809212
08c	220669	220677	4591287	4841286	1	4811955	4811963
08c	220843	220890	4591287	4841286	1	4812129	4812176
08c	222383	222514	4591287	4841286	1	4813669	4813800
08c	222993	223330	4591287	4841286	1	4814279	4814616
08c	226111	226112	4591287	4841286	1	4817397	4817398
08c	226292	226373	4591287	4841286	1	4817578	4817659
08c	228491	228637	4591287	4841286	1	4819777	4819923
08c	228926	228940	4591287	4841286	1	4820212	4820226
08c	228937	228940	4591287	4841286	1	4820223	4820226
08c	229817	229820	4591287	4841286	1	4821103	4821106
08c	229818	229820	4591287	4841286	1	4821104	4821106
08c	229823	229892	4591287	4841286	1	4821109	4821178
08c	230071	230362	4591287	4841286	1	4821357	4821648
08c	231177	231252	4591287	4841286	1	4822463	4822538
08c	232040	232041	4591287	4841286	1	4823326	4823327
08c	233237	233321	4591287	4841286	1	4824523	4824607
08c	233288	233321	4591287	4841286	1	4824574	4824607
08c	233391	233707	4591287	4841286	1	4824677	4824993
08c	234408	234411	4591287	4841286	1	4825694	4825697
08c	236370	236390	4591287	4841286	1	4827656	4827676
08c	237404	237700	4591287	4841286	1	4828690	4828986
08c	237409	237629	4591287	4841286	1	4828695	4828915
08c	237618	237629	4591287	4841286	1	4828904	4828915
08c	239404	239410	4591287	4841286	1	4830690	4830696
08c	240845	240937	4591287	4841286	1	4832131	4832223
08c	240861	240937	4591287	4841286	1	4832147	4832223
08c	241107	241109	4591287	4841286	1	4832393	4832395
08c	241958	241962	4591287	4841286	1	4833244	4833248
08c	242522	242523	4591287	4841286	1	4833808	4833809
08c	242522	242594	4591287	4841286	1	4833808	4833880
08c	243032	243069	4591287	4841286	1	4834318	4834355
08c	243446	243667	4591287	4841286	1	4834732	4834953
08c	244128	244256	4591287	4841286	1	4835414	4835542
08c	244687	244753	4591287	4841286	1	4835973	4836039
08c	244747	244753	4591287	4841286	1	4836033	4836039
08c	246682	246738	4591287	4841286	1	4837968	4838024
08c	248324	248397	4591287	4841286	1	4839610	4839683
08c	248324	248349	4591287	4841286	1	4839610	4839635
08c	249636	249713	4591287	4841286	1	4840922	4840999
08d	253	271	4841287	5091286	1	4841539	4841557
08d	390	397	4841287	5091286	1	4841676	4841683
08d	627	628	4841287	5091286	1	4841913	4841914
08d	984	985	4841287	5091286	1	4842270	4842271
08d	2219	2223	4841287	5091286	1	4843505	4843509
08d	2946	3821	4841287	5091286	1	4844232	4845107
08d	3058	3318	4841287	5091286	1	4844344	4844604
08d	3058	3406	4841287	5091286	1	4844344	4844692
08d	4851	4859	4841287	5091286	1	4846137	4846145
08d	7343	7365	4841287	5091286	1	4848629	4848651
08d	9233	9238	4841287	5091286	1	4850519	4850524
08d	9246	9257	4841287	5091286	1	4850532	4850543
08d	9710	9993	4841287	5091286	1	4850996	4851279
08d	9710	9922	4841287	5091286	1	4850996	4851208
08d	9912	9922	4841287	5091286	1	4851198	4851208
08d	10821	10854	4841287	5091286	1	4852107	4852140
08d	15830	15899	4841287	5091286	1	4857116	4857185
08d	16982	16985	4841287	5091286	1	4858268	4858271
08d	19620	19621	4841287	5091286	1	4860906	4860907
08d	22062	22067	4841287	5091286	1	4863348	4863353
08d	22987	23031	4841287	5091286	1	4864273	4864317
08d	23693	23698	4841287	5091286	1	4864979	4864984
08d	27437	27443	4841287	5091286	1	4868723	4868729
08d	28187	28188	4841287	5091286	1	4869473	4869474
08d	28187	28220	4841287	5091286	1	4869473	4869506
08d	28234	28272	4841287	5091286	1	4869520	4869558
08d	29822	29863	4841287	5091286	1	4871108	4871149
08d	30059	30113	4841287	5091286	1	4871345	4871399
08d	30650	30732	4841287	5091286	1	4871936	4872018
08d	31216	31239	4841287	5091286	1	4872502	4872525
08d	31484	31486	4841287	5091286	1	4872770	4872772
08d	31492	31496	4841287	5091286	1	4872778	4872782
08d	31930	31936	4841287	5091286	1	4873216	4873222
08d	32281	32284	4841287	5091286	1	4873567	4873570
08d	33722	33809	4841287	5091286	1	4875008	4875095
08d	34499	34542	4841287	5091286	1	4875785	4875828
08d	34514	34542	4841287	5091286	1	4875800	4875828
08d	36239	36260	4841287	5091286	1	4877525	4877546
08d	36616	36625	4841287	5091286	1	4877902	4877911
08d	37182	37604	4841287	5091286	1	4878468	4878890
08d	37284	37389	4841287	5091286	1	4878570	4878675
08d	37284	37424	4841287	5091286	1	4878570	4878710
08d	37389	37424	4841287	5091286	1	4878675	4878710
08d	37438	37440	4841287	5091286	1	4878724	4878726
08d	37438	37444	4841287	5091286	1	4878724	4878730
08d	37438	37495	4841287	5091286	1	4878724	4878781
08d	37825	37829	4841287	5091286	1	4879111	4879115
08d	38920	39118	4841287	5091286	1	4880206	4880404
08d	42366	42730	4841287	5091286	1	4883652	4884016
08d	42521	42523	4841287	5091286	1	4883807	4883809
08d	45188	45189	4841287	5091286	1	4886474	4886475
08d	45188	45201	4841287	5091286	1	4886474	4886487
08d	46412	46418	4841287	5091286	1	4887698	4887704
08d	46911	46921	4841287	5091286	1	4888197	4888207
08d	46965	47046	4841287	5091286	1	4888251	4888332
08d	47117	47286	4841287	5091286	1	4888403	4888572
08d	47117	47855	4841287	5091286	1	4888403	4889141
08d	47117	47346	4841287	5091286	1	4888403	4888632
08d	47117	47371	4841287	5091286	1	4888403	4888657
08d	47636	47978	4841287	5091286	1	4888922	4889264
08d	48029	48091	4841287	5091286	1	4889315	4889377
08d	48091	48118	4841287	5091286	1	4889377	4889404
08d	48294	48359	4841287	5091286	1	4889580	4889645
08d	48294	48399	4841287	5091286	1	4889580	4889685
08d	48294	48646	4841287	5091286	1	4889580	4889932
08d	48359	48399	4841287	5091286	1	4889645	4889685
08d	49401	49404	4841287	5091286	1	4890687	4890690
08d	50410	50447	4841287	5091286	1	4891696	4891733
08d	50656	50891	4841287	5091286	1	4891942	4892177
08d	50723	50891	4841287	5091286	1	4892009	4892177
08d	50723	50729	4841287	5091286	1	4892009	4892015
08d	50747	50891	4841287	5091286	1	4892033	4892177
08d	51194	51283	4841287	5091286	1	4892480	4892569
08d	52839	52855	4841287	5091286	1	4894125	4894141
08d	52984	52996	4841287	5091286	1	4894270	4894282
08d	54100	54121	4841287	5091286	1	4895386	4895407
08d	60137	60310	4841287	5091286	1	4901423	4901596
08d	60137	60145	4841287	5091286	1	4901423	4901431
08d	63409	63448	4841287	5091286	1	4904695	4904734
08d	64488	64677	4841287	5091286	1	4905774	4905963
08d	64488	65178	4841287	5091286	1	4905774	4906464
08d	65031	65091	4841287	5091286	1	4906317	4906377
08d	65082	65262	4841287	5091286	1	4906368	4906548
08d	69960	69967	4841287	5091286	1	4911246	4911253
08d	70294	70377	4841287	5091286	1	4911580	4911663
08d	70313	71929	4841287	5091286	1	4911599	4913215
08d	71846	71929	4841287	5091286	1	4913132	4913215
08d	71914	71929	4841287	5091286	1	4913200	4913215
08d	82705	82706	4841287	5091286	1	4923991	4923992
08d	83424	83468	4841287	5091286	1	4924710	4924754
08d	87832	88081	4841287	5091286	1	4929118	4929367
08d	88037	88081	4841287	5091286	1	4929323	4929367
08d	89144	89222	4841287	5091286	1	4930430	4930508
08d	90786	90959	4841287	5091286	1	4932072	4932245
08d	91339	91365	4841287	5091286	1	4932625	4932651
08d	91339	91411	4841287	5091286	1	4932625	4932697
08d	95507	95640	4841287	5091286	1	4936793	4936926
08d	95507	95936	4841287	5091286	1	4936793	4937222
08d	95507	95687	4841287	5091286	1	4936793	4936973
08d	98440	98615	4841287	5091286	1	4939726	4939901
08d	98807	98869	4841287	5091286	1	4940093	4940155
08d	99790	99811	4841287	5091286	1	4941076	4941097
08d	107052	107053	4841287	5091286	1	4948338	4948339
08d	107176	107239	4841287	5091286	1	4948462	4948525
08d	110571	110619	4841287	5091286	1	4951857	4951905
08d	116122	116217	4841287	5091286	1	4957408	4957503
08d	116125	116217	4841287	5091286	1	4957411	4957503
08d	116514	116873	4841287	5091286	1	4957800	4958159
08d	117428	117839	4841287	5091286	1	4958714	4959125
08d	119199	119200	4841287	5091286	1	4960485	4960486
08d	119348	119350	4841287	5091286	1	4960634	4960636
08d	123604	123646	4841287	5091286	1	4964890	4964932
08d	123604	123609	4841287	5091286	1	4964890	4964895
08d	123875	123876	4841287	5091286	1	4965161	4965162
08d	125129	125162	4841287	5091286	1	4966415	4966448
08d	127831	127853	4841287	5091286	1	4969117	4969139
08d	131586	131596	4841287	5091286	1	4972872	4972882
08d	131838	131956	4841287	5091286	1	4973124	4973242
08d	132491	132543	4841287	5091286	1	4973777	4973829
08d	132599	132630	4841287	5091286	1	4973885	4973916
08d	134096	134355	4841287	5091286	1	4975382	4975641
08d	134096	134183	4841287	5091286	1	4975382	4975469
08d	134096	136261	4841287	5091286	1	4975382	4977547
08d	134183	134291	4841287	5091286	1	4975469	4975577
08d	134291	134355	4841287	5091286	1	4975577	4975641
08d	134484	134692	4841287	5091286	1	4975770	4975978
08d	134603	134692	4841287	5091286	1	4975889	4975978
08d	134795	135015	4841287	5091286	1	4976081	4976301
08d	138367	138370	4841287	5091286	1	4979653	4979656
08d	138367	138423	4841287	5091286	1	4979653	4979709
08d	138367	138451	4841287	5091286	1	4979653	4979737
08d	140803	140806	4841287	5091286	1	4982089	4982092
08d	141537	141544	4841287	5091286	1	4982823	4982830
08d	141537	141784	4841287	5091286	1	4982823	4983070
08d	141544	141785	4841287	5091286	1	4982830	4983071
08d	141784	141785	4841287	5091286	1	4983070	4983071
08d	142079	142133	4841287	5091286	1	4983365	4983419
08d	142079	142087	4841287	5091286	1	4983365	4983373
08d	142081	142133	4841287	5091286	1	4983367	4983419
08d	145845	146131	4841287	5091286	1	4987131	4987417
08d	145874	145924	4841287	5091286	1	4987160	4987210
08d	146098	146099	4841287	5091286	1	4987384	4987385
08d	146515	146548	4841287	5091286	1	4987801	4987834
08d	146614	146622	4841287	5091286	1	4987900	4987908
08d	148001	148060	4841287	5091286	1	4989287	4989346
08d	149003	149231	4841287	5091286	1	4990289	4990517
08d	149007	149096	4841287	5091286	1	4990293	4990382
08d	149050	149391	4841287	5091286	1	4990336	4990677
08d	149096	149231	4841287	5091286	1	4990382	4990517
08d	149108	149967	4841287	5091286	1	4990394	4991253
08d	149466	149699	4841287	5091286	1	4990752	4990985
08d	149633	149709	4841287	5091286	1	4990919	4990995
