SubRegion	GC_Beg	GC_End	AR_Beg	AR_End	AR_Ori	ABeg	AEnd
03q	26548	26838	6500001	6818602	1	6526548	6526838
03q	26548	26838	6500001	6818602	1	6526548	6526838
03q	27216	27526	6500001	6818602	1	6527216	6527526
03q	27450	27527	6500001	6818602	1	6527450	6527527
03q	27450	27754	6500001	6818602	1	6527450	6527754
03q	27450	27526	6500001	6818602	1	6527450	6527526
03q	27526	27527	6500001	6818602	1	6527526	6527527
03q	27526	28660	6500001	6818602	1	6527526	6528660
03q	27526	27776	6500001	6818602	1	6527526	6527776
03q	28650	28660	6500001	6818602	1	6528650	6528660
03q	28767	29086	6500001	6818602	1	6528767	6529086
03q	28786	28801	6500001	6818602	1	6528786	6528801
03q	28903	29086	6500001	6818602	1	6528903	6529086
03q	29284	29917	6500001	6818602	1	6529284	6529917
03q	29356	35080	6500001	6818602	1	6529356	6535080
03q	29866	29889	6500001	6818602	1	6529866	6529889
03q	29974	29989	6500001	6818602	1	6529974	6529989
03q	30915	30918	6500001	6818602	1	6530915	6530918
03q	33953	33954	6500001	6818602	1	6533953	6533954
03q	34543	34548	6500001	6818602	1	6534543	6534548
03q	35907	37718	6500001	6818602	1	6535907	6537718
03q	36596	36597	6500001	6818602	1	6536596	6536597
03q	36625	36805	6500001	6818602	1	6536625	6536805
03q	36691	36722	6500001	6818602	1	6536691	6536722
03q	37059	37800	6500001	6818602	1	6537059	6537800
03q	38107	39563	6500001	6818602	1	6538107	6539563
03q	38699	38902	6500001	6818602	1	6538699	6538902
03q	38901	38902	6500001	6818602	1	6538901	6538902
03q	38903	39467	6500001	6818602	1	6538903	6539467
03q	39244	39441	6500001	6818602	1	6539244	6539441
03q	39244	39353	6500001	6818602	1	6539244	6539353
03q	39732	39760	6500001	6818602	1	6539732	6539760
03q	39732	39745	6500001	6818602	1	6539732	6539745
03q	39755	39760	6500001	6818602	1	6539755	6539760
03q	41427	42014	6500001	6818602	1	6541427	6542014
03q	41427	41552	6500001	6818602	1	6541427	6541552
03q	42002	42003	6500001	6818602	1	6542002	6542003
03q	43116	43126	6500001	6818602	1	6543116	6543126
03q	44498	44500	6500001	6818602	1	6544498	6544500
03q	44498	44500	6500001	6818602	1	6544498	6544500
03q	44805	45082	6500001	6818602	1	6544805	6545082
03q	46618	46795	6500001	6818602	1	6546618	6546795
03q	46618	46954	6500001	6818602	1	6546618	6546954
03q	49792	49832	6500001	6818602	1	6549792	6549832
03q	49792	50244	6500001	6818602	1	6549792	6550244
03q	50158	50392	6500001	6818602	1	6550158	6550392
03q	50158	50173	6500001	6818602	1	6550158	6550173
03q	51312	51358	6500001	6818602	1	6551312	6551358
03q	51312	51358	6500001	6818602	1	6551312	6551358
03q	51344	51358	6500001	6818602	1	6551344	6551358
03q	51344	51358	6500001	6818602	1	6551344	6551358
03q	52153	52306	6500001	6818602	1	6552153	6552306
03q	52265	52306	6500001	6818602	1	6552265	6552306
03q	53640	58326	6500001	6818602	1	6553640	6558326
03q	53995	54114	6500001	6818602	1	6553995	6554114
03q	54114	54248	6500001	6818602	1	6554114	6554248
03q	54114	54207	6500001	6818602	1	6554114	6554207
03q	54145	54239	6500001	6818602	1	6554145	6554239
03q	54239	57464	6500001	6818602	1	6554239	6557464
03q	54271	54758	6500001	6818602	1	6554271	6554758
03q	55118	55136	6500001	6818602	1	6555118	6555136
03q	56272	59026	6500001	6818602	1	6556272	6559026
03q	56272	57487	6500001	6818602	1	6556272	6557487
03q	57567	59673	6500001	6818602	1	6557567	6559673
03q	58086	58312	6500001	6818602	1	6558086	6558312
03q	58086	58110	6500001	6818602	1	6558086	6558110
03q	58683	58943	6500001	6818602	1	6558683	6558943
03q	58683	58943	6500001	6818602	1	6558683	6558943
03q	59026	59152	6500001	6818602	1	6559026	6559152
03q	59603	59673	6500001	6818602	1	6559603	6559673
03q	59637	59673	6500001	6818602	1	6559637	6559673
03q	61270	61462	6500001	6818602	1	6561270	6561462
03q	61425	61462	6500001	6818602	1	6561425	6561462
03q	62118	62436	6500001	6818602	1	6562118	6562436
03q	62560	63592	6500001	6818602	1	6562560	6563592
03q	63299	63969	6500001	6818602	1	6563299	6563969
03q	66727	66751	6500001	6818602	1	6566727	6566751
03q	66727	66751	6500001	6818602	1	6566727	6566751
03q	66751	66753	6500001	6818602	1	6566751	6566753
03q	66751	66753	6500001	6818602	1	6566751	6566753
03q	66779	66780	6500001	6818602	1	6566779	6566780
03q	66779	66780	6500001	6818602	1	6566779	6566780
03q	68056	69022	6500001	6818602	1	6568056	6569022
03q	68056	69224	6500001	6818602	1	6568056	6569224
03q	69022	69224	6500001	6818602	1	6569022	6569224
03q	70811	71917	6500001	6818602	1	6570811	6571917
03q	71946	73415	6500001	6818602	1	6571946	6573415
03q	72130	74924	6500001	6818602	1	6572130	6574924
03q	72414	72433	6500001	6818602	1	6572414	6572433
03q	74593	76083	6500001	6818602	1	6574593	6576083
03q	74738	76216	6500001	6818602	1	6574738	6576216
03q	74889	74924	6500001	6818602	1	6574889	6574924
03q	74989	75046	6500001	6818602	1	6574989	6575046
03q	75001	75013	6500001	6818602	1	6575001	6575013
03q	75045	75086	6500001	6818602	1	6575045	6575086
03q	75603	75653	6500001	6818602	1	6575603	6575653
03q	75603	77402	6500001	6818602	1	6575603	6577402
03q	75743	76083	6500001	6818602	1	6575743	6576083
03q	76446	76462	6500001	6818602	1	6576446	6576462
03q	77112	77402	6500001	6818602	1	6577112	6577402
03q	79128	79131	6500001	6818602	1	6579128	6579131
03q	80173	80251	6500001	6818602	1	6580173	6580251
03q	82003	82381	6500001	6818602	1	6582003	6582381
03q	82003	84322	6500001	6818602	1	6582003	6584322
03q	82003	84317	6500001	6818602	1	6582003	6584317
03q	82003	86348	6500001	6818602	1	6582003	6586348
03q	82327	82328	6500001	6818602	1	6582327	6582328
03q	83154	84272	6500001	6818602	1	6583154	6584272
03q	83200	83205	6500001	6818602	1	6583200	6583205
03q	83496	85446	6500001	6818602	1	6583496	6585446
03q	83496	86348	6500001	6818602	1	6583496	6586348
03q	84125	84911	6500001	6818602	1	6584125	6584911
03q	84322	84801	6500001	6818602	1	6584322	6584801
03q	84407	84460	6500001	6818602	1	6584407	6584460
03q	84735	84911	6500001	6818602	1	6584735	6584911
03q	85281	85446	6500001	6818602	1	6585281	6585446
03q	86064	87176	6500001	6818602	1	6586064	6587176
03q	86917	87089	6500001	6818602	1	6586917	6587089
03q	86917	87176	6500001	6818602	1	6586917	6587176
03q	87089	87176	6500001	6818602	1	6587089	6587176
03q	87172	87913	6500001	6818602	1	6587172	6587913
03q	89500	89508	6500001	6818602	1	6589500	6589508
03q	89500	90110	6500001	6818602	1	6589500	6590110
03q	90109	90144	6500001	6818602	1	6590109	6590144
03q	90144	90173	6500001	6818602	1	6590144	6590173
03q	91719	91723	6500001	6818602	1	6591719	6591723
03q	93448	93587	6500001	6818602	1	6593448	6593587
03q	93468	93593	6500001	6818602	1	6593468	6593593
03q	93468	93587	6500001	6818602	1	6593468	6593587
03q	95358	96380	6500001	6818602	1	6595358	6596380
03q	96368	96456	6500001	6818602	1	6596368	6596456
03q	96451	96456	6500001	6818602	1	6596451	6596456
03q	97817	97838	6500001	6818602	1	6597817	6597838
03q	98799	98860	6500001	6818602	1	6598799	6598860
03q	100617	100620	6500001	6818602	1	6600617	6600620
03q	102070	102123	6500001	6818602	1	6602070	6602123
03q	103090	103130	6500001	6818602	1	6603090	6603130
03q	104331	104748	6500001	6818602	1	6604331	6604748
03q	104331	104650	6500001	6818602	1	6604331	6604650
03q	107919	107940	6500001	6818602	1	6607919	6607940
03q	108357	108866	6500001	6818602	1	6608357	6608866
03q	108486	108610	6500001	6818602	1	6608486	6608610
03q	108609	108610	6500001	6818602	1	6608609	6608610
03q	108621	108790	6500001	6818602	1	6608621	6608790
03q	110277	111572	6500001	6818602	1	6610277	6611572
03q	110935	110962	6500001	6818602	1	6610935	6610962
03q	110937	110962	6500001	6818602	1	6610937	6610962
03q	114122	115811	6500001	6818602	1	6614122	6615811
03q	114920	115628	6500001	6818602	1	6614920	6615628
03q	114940	115108	6500001	6818602	1	6614940	6615108
03q	114940	114956	6500001	6818602	1	6614940	6614956
03q	114970	115108	6500001	6818602	1	6614970	6615108
03q	115053	115054	6500001	6818602	1	6615053	6615054
03q	115533	115878	6500001	6818602	1	6615533	6615878
03q	115783	115878	6500001	6818602	1	6615783	6615878
03q	117681	117834	6500001	6818602	1	6617681	6617834
03q	117681	130475	6500001	6818602	1	6617681	6630475
03q	117821	117834	6500001	6818602	1	6617821	6617834
03q	118101	118128	6500001	6818602	1	6618101	6618128
03q	118124	120162	6500001	6818602	1	6618124	6620162
03q	120283	120333	6500001	6818602	1	6620283	6620333
03q	125011	125018	6500001	6818602	1	6625011	6625018
03q	125011	125018	6500001	6818602	1	6625011	6625018
03q	126601	126707	6500001	6818602	1	6626601	6626707
03q	126706	126707	6500001	6818602	1	6626706	6626707
03q	127005	127014	6500001	6818602	1	6627005	6627014
03q	127005	127006	6500001	6818602	1	6627005	6627006
03q	127116	127987	6500001	6818602	1	6627116	6627987
03q	127160	127656	6500001	6818602	1	6627160	6627656
03q	127160	127777	6500001	6818602	1	6627160	6627777
03q	127580	127987	6500001	6818602	1	6627580	6627987
03q	127580	127987	6500001	6818602	1	6627580	6627987
03q	127777	128238	6500001	6818602	1	6627777	6628238
03q	128238	128883	6500001	6818602	1	6628238	6628883
03q	128638	132671	6500001	6818602	1	6628638	6632671
03q	128638	131207	6500001	6818602	1	6628638	6631207
03q	128960	129404	6500001	6818602	1	6628960	6629404
03q	129097	129460	6500001	6818602	1	6629097	6629460
03q	129713	129725	6500001	6818602	1	6629713	6629725
03q	129713	129725	6500001	6818602	1	6629713	6629725
03q	129713	130475	6500001	6818602	1	6629713	6630475
03q	129989	130001	6500001	6818602	1	6629989	6630001
03q	129989	130001	6500001	6818602	1	6629989	6630001
03q	129989	130475	6500001	6818602	1	6629989	6630475
03q	130457	130475	6500001	6818602	1	6630457	6630475
03q	130457	130475	6500001	6818602	1	6630457	6630475
03q	130627	131207	6500001	6818602	1	6630627	6631207
03q	130991	131207	6500001	6818602	1	6630991	6631207
03q	131207	132267	6500001	6818602	1	6631207	6632267
03q	132048	145724	6500001	6818602	1	6632048	6645724
03q	132198	132241	6500001	6818602	1	6632198	6632241
03q	132237	132241	6500001	6818602	1	6632237	6632241
03q	132237	132267	6500001	6818602	1	6632237	6632267
03q	132515	133171	6500001	6818602	1	6632515	6633171
03q	132515	132532	6500001	6818602	1	6632515	6632532
03q	134237	134966	6500001	6818602	1	6634237	6634966
03q	134237	134966	6500001	6818602	1	6634237	6634966
03q	135796	135804	6500001	6818602	1	6635796	6635804
03q	135987	136020	6500001	6818602	1	6635987	6636020
03q	137235	137571	6500001	6818602	1	6637235	6637571
03q	137235	137571	6500001	6818602	1	6637235	6637571
03q	137900	138045	6500001	6818602	1	6637900	6638045
03q	137949	138045	6500001	6818602	1	6637949	6638045
03q	139205	139470	6500001	6818602	1	6639205	6639470
03q	139205	139258	6500001	6818602	1	6639205	6639258
03q	139216	139279	6500001	6818602	1	6639216	6639279
03q	139936	140714	6500001	6818602	1	6639936	6640714
03q	140610	140645	6500001	6818602	1	6640610	6640645
03q	140613	140714	6500001	6818602	1	6640613	6640714
03q	142515	144662	6500001	6818602	1	6642515	6644662
03q	142515	143882	6500001	6818602	1	6642515	6643882
03q	142515	142521	6500001	6818602	1	6642515	6642521
03q	142515	143418	6500001	6818602	1	6642515	6643418
03q	142515	143418	6500001	6818602	1	6642515	6643418
03q	142515	144107	6500001	6818602	1	6642515	6644107
03q	142515	143865	6500001	6818602	1	6642515	6643865
03q	142618	144662	6500001	6818602	1	6642618	6644662
03q	142880	145724	6500001	6818602	1	6642880	6645724
03q	143154	143549	6500001	6818602	1	6643154	6643549
03q	143467	144110	6500001	6818602	1	6643467	6644110
03q	143467	143882	6500001	6818602	1	6643467	6643882
03q	151428	154114	6500001	6818602	1	6651428	6654114
03q	151575	155559	6500001	6818602	1	6651575	6655559
03q	151575	153136	6500001	6818602	1	6651575	6653136
03q	152586	152600	6500001	6818602	1	6652586	6652600
03q	152736	152760	6500001	6818602	1	6652736	6652760
03q	153136	155371	6500001	6818602	1	6653136	6655371
03q	154099	155110	6500001	6818602	1	6654099	6655110
03q	154897	155559	6500001	6818602	1	6654897	6655559
03q	155409	155559	6500001	6818602	1	6655409	6655559
03q	155419	155559	6500001	6818602	1	6655419	6655559
03q	159720	165038	6500001	6818602	1	6659720	6665038
03q	162581	166532	6500001	6818602	1	6662581	6666532
03q	164880	166532	6500001	6818602	1	6664880	6666532
03q	164880	166532	6500001	6818602	1	6664880	6666532
03q	165070	165338	6500001	6818602	1	6665070	6665338
03q	165070	165338	6500001	6818602	1	6665070	6665338
03q	165130	165183	6500001	6818602	1	6665130	6665183
03q	165263	165338	6500001	6818602	1	6665263	6665338
03q	165263	165338	6500001	6818602	1	6665263	6665338
03q	165447	168375	6500001	6818602	1	6665447	6668375
03q	165699	165776	6500001	6818602	1	6665699	6665776
03q	165699	165776	6500001	6818602	1	6665699	6665776
03q	166192	166471	6500001	6818602	1	6666192	6666471
03q	166192	166471	6500001	6818602	1	6666192	6666471
03q	166471	166532	6500001	6818602	1	6666471	6666532
03q	166471	166532	6500001	6818602	1	6666471	6666532
03q	167581	167585	6500001	6818602	1	6667581	6667585
03q	170425	170956	6500001	6818602	1	6670425	6670956
03q	170715	170791	6500001	6818602	1	6670715	6670791
03q	173291	174001	6500001	6818602	1	6673291	6674001
03q	173384	173532	6500001	6818602	1	6673384	6673532
03q	174145	174315	6500001	6818602	1	6674145	6674315
03q	174145	174315	6500001	6818602	1	6674145	6674315
03q	175908	175992	6500001	6818602	1	6675908	6675992
03q	175908	175992	6500001	6818602	1	6675908	6675992
03q	175926	175992	6500001	6818602	1	6675926	6675992
03q	175926	175992	6500001	6818602	1	6675926	6675992
03q	175926	175941	6500001	6818602	1	6675926	6675941
03q	175926	175941	6500001	6818602	1	6675926	6675941
03q	179473	179786	6500001	6818602	1	6679473	6679786
03q	179519	179786	6500001	6818602	1	6679519	6679786
03q	181453	181765	6500001	6818602	1	6681453	6681765
03q	181526	181551	6500001	6818602	1	6681526	6681551
03q	181526	181551	6500001	6818602	1	6681526	6681551
03q	182543	188626	6500001	6818602	1	6682543	6688626
03q	182543	182557	6500001	6818602	1	6682543	6682557
03q	182907	183221	6500001	6818602	1	6682907	6683221
03q	182973	183221	6500001	6818602	1	6682973	6683221
03q	183039	183060	6500001	6818602	1	6683039	6683060
03q	183109	183178	6500001	6818602	1	6683109	6683178
03q	183109	183178	6500001	6818602	1	6683109	6683178
03q	186193	189372	6500001	6818602	1	6686193	6689372
03q	188311	188890	6500001	6818602	1	6688311	6688890
03q	189337	189372	6500001	6818602	1	6689337	6689372
03q	191313	192744	6500001	6818602	1	6691313	6692744
03q	191391	192744	6500001	6818602	1	6691391	6692744
03q	191589	192036	6500001	6818602	1	6691589	6692036
03q	191589	193576	6500001	6818602	1	6691589	6693576
03q	191589	192744	6500001	6818602	1	6691589	6692744
03q	193885	193889	6500001	6818602	1	6693885	6693889
03q	194182	194804	6500001	6818602	1	6694182	6694804
03q	194255	194804	6500001	6818602	1	6694255	6694804
03q	194579	196003	6500001	6818602	1	6694579	6696003
03q	194579	195372	6500001	6818602	1	6694579	6695372
03q	194579	195938	6500001	6818602	1	6694579	6695938
03q	194628	194695	6500001	6818602	1	6694628	6694695
03q	194628	194695	6500001	6818602	1	6694628	6694695
03q	195372	195938	6500001	6818602	1	6695372	6695938
03q	195511	195720	6500001	6818602	1	6695511	6695720
03q	195682	195822	6500001	6818602	1	6695682	6695822
03q	195682	195822	6500001	6818602	1	6695682	6695822
03q	195849	195938	6500001	6818602	1	6695849	6695938
03q	196743	196761	6500001	6818602	1	6696743	6696761
03q	196743	196856	6500001	6818602	1	6696743	6696856
03q	197545	197561	6500001	6818602	1	6697545	6697561
03q	197545	197904	6500001	6818602	1	6697545	6697904
03q	197545	197748	6500001	6818602	1	6697545	6697748
03q	197545	198976	6500001	6818602	1	6697545	6698976
03q	197545	199476	6500001	6818602	1	6697545	6699476
03q	197878	197904	6500001	6818602	1	6697878	6697904
03q	198949	198976	6500001	6818602	1	6698949	6698976
03q	198972	198976	6500001	6818602	1	6698972	6698976
03q	203713	203716	6500001	6818602	1	6703713	6703716
03q	203841	203878	6500001	6818602	1	6703841	6703878
03q	203878	203891	6500001	6818602	1	6703878	6703891
03q	203930	203950	6500001	6818602	1	6703930	6703950
03q	203930	203950	6500001	6818602	1	6703930	6703950
03q	203930	204022	6500001	6818602	1	6703930	6704022
03q	203930	204133	6500001	6818602	1	6703930	6704133
03q	204023	204044	6500001	6818602	1	6704023	6704044
03q	204044	206070	6500001	6818602	1	6704044	6706070
03q	204124	204343	6500001	6818602	1	6704124	6704343
03q	204124	204343	6500001	6818602	1	6704124	6704343
03q	205104	205256	6500001	6818602	1	6705104	6705256
03q	205719	205801	6500001	6818602	1	6705719	6705801
03q	206070	206883	6500001	6818602	1	6706070	6706883
03q	206448	206708	6500001	6818602	1	6706448	6706708
03q	206448	206472	6500001	6818602	1	6706448	6706472
03q	208180	208251	6500001	6818602	1	6708180	6708251
03q	208975	209014	6500001	6818602	1	6708975	6709014
03q	208994	209063	6500001	6818602	1	6708994	6709063
03q	208994	209029	6500001	6818602	1	6708994	6709029
03q	208995	209063	6500001	6818602	1	6708995	6709063
03q	209029	209063	6500001	6818602	1	6709029	6709063
03q	209340	209352	6500001	6818602	1	6709340	6709352
03q	211216	211454	6500001	6818602	1	6711216	6711454
03q	211326	211368	6500001	6818602	1	6711326	6711368
03q	211326	211328	6500001	6818602	1	6711326	6711328
03q	211326	211328	6500001	6818602	1	6711326	6711328
03q	211326	211368	6500001	6818602	1	6711326	6711368
03q	211331	211959	6500001	6818602	1	6711331	6711959
03q	213393	213581	6500001	6818602	1	6713393	6713581
03q	214798	214825	6500001	6818602	1	6714798	6714825
03q	214798	214825	6500001	6818602	1	6714798	6714825
03q	214798	214941	6500001	6818602	1	6714798	6714941
03q	215952	216451	6500001	6818602	1	6715952	6716451
03q	215952	215960	6500001	6818602	1	6715952	6715960
03q	216338	216353	6500001	6818602	1	6716338	6716353
03q	218119	218421	6500001	6818602	1	6718119	6718421
03q	218421	218475	6500001	6818602	1	6718421	6718475
03q	218691	218999	6500001	6818602	1	6718691	6718999
03q	218691	218932	6500001	6818602	1	6718691	6718932
03q	218932	219099	6500001	6818602	1	6718932	6719099
03q	219096	219099	6500001	6818602	1	6719096	6719099
03q	219180	219318	6500001	6818602	1	6719180	6719318
03q	219591	222719	6500001	6818602	1	6719591	6722719
03q	220239	220245	6500001	6818602	1	6720239	6720245
03q	222613	222644	6500001	6818602	1	6722613	6722644
03q	222613	225010	6500001	6818602	1	6722613	6725010
03q	224185	224221	6500001	6818602	1	6724185	6724221
03q	225001	225010	6500001	6818602	1	6725001	6725010
03q	225001	225007	6500001	6818602	1	6725001	6725007
03q	227792	227803	6500001	6818602	1	6727792	6727803
03q	227792	227822	6500001	6818602	1	6727792	6727822
03q	229289	229818	6500001	6818602	1	6729289	6729818
03q	229818	229819	6500001	6818602	1	6729818	6729819
03q	230287	230383	6500001	6818602	1	6730287	6730383
03q	231415	231451	6500001	6818602	1	6731415	6731451
03q	231528	231531	6500001	6818602	1	6731528	6731531
03q	231877	234436	6500001	6818602	1	6731877	6734436
03q	232967	232970	6500001	6818602	1	6732967	6732970
03q	236096	236099	6500001	6818602	1	6736096	6736099
03q	236096	236099	6500001	6818602	1	6736096	6736099
03q	236289	236518	6500001	6818602	1	6736289	6736518
03q	236289	236545	6500001	6818602	1	6736289	6736545
03q	236535	236545	6500001	6818602	1	6736535	6736545
03q	238702	238736	6500001	6818602	1	6738702	6738736
03q	238720	238760	6500001	6818602	1	6738720	6738760
03q	240282	242698	6500001	6818602	1	6740282	6742698
03q	240539	240562	6500001	6818602	1	6740539	6740562
03q	242228	242820	6500001	6818602	1	6742228	6742820
03q	242228	242569	6500001	6818602	1	6742228	6742569
03q	243791	243795	6500001	6818602	1	6743791	6743795
03q	244065	244066	6500001	6818602	1	6744065	6744066
03q	245175	245321	6500001	6818602	1	6745175	6745321
03q	246258	246304	6500001	6818602	1	6746258	6746304
03q	246781	246788	6500001	6818602	1	6746781	6746788
03q	247742	247828	6500001	6818602	1	6747742	6747828
03q	248044	248069	6500001	6818602	1	6748044	6748069
03q	248728	248870	6500001	6818602	1	6748728	6748870
03q	248770	248870	6500001	6818602	1	6748770	6748870
03q	248770	248870	6500001	6818602	1	6748770	6748870
03q	248867	248870	6500001	6818602	1	6748867	6748870
03q	248867	248870	6500001	6818602	1	6748867	6748870
03q	249282	249552	6500001	6818602	1	6749282	6749552
03q	249282	249470	6500001	6818602	1	6749282	6749470
03q	249450	249470	6500001	6818602	1	6749450	6749470
03q	249579	252331	6500001	6818602	1	6749579	6752331
03q	250805	253273	6500001	6818602	1	6750805	6753273
03q	250805	253885	6500001	6818602	1	6750805	6753885
03q	250910	250936	6500001	6818602	1	6750910	6750936
03q	250910	250955	6500001	6818602	1	6750910	6750955
03q	251468	251563	6500001	6818602	1	6751468	6751563
03q	252937	252941	6500001	6818602	1	6752937	6752941
03q	253202	253324	6500001	6818602	1	6753202	6753324
03q	253273	253319	6500001	6818602	1	6753273	6753319
03q	255423	255458	6500001	6818602	1	6755423	6755458
03q	256130	256260	6500001	6818602	1	6756130	6756260
03q	256130	256260	6500001	6818602	1	6756130	6756260
03q	256222	256260	6500001	6818602	1	6756222	6756260
03q	256222	256260	6500001	6818602	1	6756222	6756260
03q	256411	256412	6500001	6818602	1	6756411	6756412
03q	259350	262470	6500001	6818602	1	6759350	6762470
03q	260224	260341	6500001	6818602	1	6760224	6760341
03q	260308	260334	6500001	6818602	1	6760308	6760334
03q	260334	260341	6500001	6818602	1	6760334	6760341
03q	260566	260946	6500001	6818602	1	6760566	6760946
03q	260566	260996	6500001	6818602	1	6760566	6760996
03q	260718	260946	6500001	6818602	1	6760718	6760946
03q	260993	260996	6500001	6818602	1	6760993	6760996
03q	262256	262277	6500001	6818602	1	6762256	6762277
03q	262324	262325	6500001	6818602	1	6762324	6762325
03q	262324	262325	6500001	6818602	1	6762324	6762325
03q	262324	262358	6500001	6818602	1	6762324	6762358
03q	262470	263720	6500001	6818602	1	6762470	6763720
03q	262489	262585	6500001	6818602	1	6762489	6762585
03q	263008	263020	6500001	6818602	1	6763008	6763020
03q	263719	266219	6500001	6818602	1	6763719	6766219
03q	263758	263759	6500001	6818602	1	6763758	6763759
03q	263758	263759	6500001	6818602	1	6763758	6763759
03q	264279	264291	6500001	6818602	1	6764279	6764291
03q	264279	264291	6500001	6818602	1	6764279	6764291
03q	264436	265242	6500001	6818602	1	6764436	6765242
03q	265240	265242	6500001	6818602	1	6765240	6765242
03q	265240	265242	6500001	6818602	1	6765240	6765242
03q	266640	268198	6500001	6818602	1	6766640	6768198
03q	266978	267206	6500001	6818602	1	6766978	6767206
03q	266978	267277	6500001	6818602	1	6766978	6767277
03q	268759	269406	6500001	6818602	1	6768759	6769406
03q	269294	269406	6500001	6818602	1	6769294	6769406
03q	272180	272248	6500001	6818602	1	6772180	6772248
03q	272703	272709	6500001	6818602	1	6772703	6772709
03q	272703	291135	6500001	6818602	1	6772703	6791135
03q	291875	291877	6500001	6818602	1	6791875	6791877
03q	291875	291877	6500001	6818602	1	6791875	6791877
03q	292471	292474	6500001	6818602	1	6792471	6792474
03q	292501	292578	6500001	6818602	1	6792501	6792578
03q	292534	292701	6500001	6818602	1	6792534	6792701
03q	293152	293163	6500001	6818602	1	6793152	6793163
03q	293183	293184	6500001	6818602	1	6793183	6793184
03q	293183	293184	6500001	6818602	1	6793183	6793184
03q	293371	293373	6500001	6818602	1	6793371	6793373
03q	297633	301744	6500001	6818602	1	6797633	6801744
03q	298361	298410	6500001	6818602	1	6798361	6798410
03q	299104	299841	6500001	6818602	1	6799104	6799841
03q	300231	300295	6500001	6818602	1	6800231	6800295
03q	300231	300295	6500001	6818602	1	6800231	6800295
03q	300231	300349	6500001	6818602	1	6800231	6800349
03q	300231	300349	6500001	6818602	1	6800231	6800349
03q	300727	300820	6500001	6818602	1	6800727	6800820
03q	300727	300757	6500001	6818602	1	6800727	6800757
03q	300727	300817	6500001	6818602	1	6800727	6800817
03q	300757	300820	6500001	6818602	1	6800757	6800820
03q	301444	303657	6500001	6818602	1	6801444	6803657
03q	301444	301892	6500001	6818602	1	6801444	6801892
03q	301719	302899	6500001	6818602	1	6801719	6802899
03q	302405	302419	6500001	6818602	1	6802405	6802419
03q	302405	302899	6500001	6818602	1	6802405	6802899
03q	303125	303765	6500001	6818602	1	6803125	6803765
03q	303125	303312	6500001	6818602	1	6803125	6803312
03q	303567	303657	6500001	6818602	1	6803567	6803657
03q	303576	303657	6500001	6818602	1	6803576	6803657
03q	304291	304708	6500001	6818602	1	6804291	6804708
03q	304291	304577	6500001	6818602	1	6804291	6804577
03q	304577	304708	6500001	6818602	1	6804577	6804708
03q	305438	305443	6500001	6818602	1	6805438	6805443
03q	305438	305453	6500001	6818602	1	6805438	6805453
03q	305438	306082	6500001	6818602	1	6805438	6806082
03q	306069	306082	6500001	6818602	1	6806069	6806082
03q	306527	306660	6500001	6818602	1	6806527	6806660
03q	306585	306639	6500001	6818602	1	6806585	6806639
03q	306660	306846	6500001	6818602	1	6806660	6806846
03q	307564	307699	6500001	6818602	1	6807564	6807699
03q	308336	308502	6500001	6818602	1	6808336	6808502
03q	308637	309155	6500001	6818602	1	6808637	6809155
03q	309006	310767	6500001	6818602	1	6809006	6810767
03q	309779	310767	6500001	6818602	1	6809779	6810767
03q	310277	310280	6500001	6818602	1	6810277	6810280
03q	310277	310280	6500001	6818602	1	6810277	6810280
03q	310277	310489	6500001	6818602	1	6810277	6810489
03q	310277	310489	6500001	6818602	1	6810277	6810489
03q	310483	310767	6500001	6818602	1	6810483	6810767
03q	310625	310633	6500001	6818602	1	6810625	6810633
03q	310767	311377	6500001	6818602	1	6810767	6811377
03q	310767	311132	6500001	6818602	1	6810767	6811132
03q	310767	310804	6500001	6818602	1	6810767	6810804
03q	310804	311377	6500001	6818602	1	6810804	6811377
03q	311377	313175	6500001	6818602	1	6811377	6813175
03q	311377	313334	6500001	6818602	1	6811377	6813334
03q	311377	312771	6500001	6818602	1	6811377	6812771
03q	311470	312229	6500001	6818602	1	6811470	6812229
03q	312229	312903	6500001	6818602	1	6812229	6812903
03q	312297	312307	6500001	6818602	1	6812297	6812307
03q	312498	312903	6500001	6818602	1	6812498	6812903
03q	312498	312741	6500001	6818602	1	6812498	6812741
03q	313376	313436	6500001	6818602	1	6813376	6813436
03q	313376	313415	6500001	6818602	1	6813376	6813415
03q	314005	314455	6500001	6818602	1	6814005	6814455
03q	314152	314455	6500001	6818602	1	6814152	6814455
03q	314191	314455	6500001	6818602	1	6814191	6814455
03q	316235	316245	6500001	6818602	1	6816235	6816245
03q	317263	317582	6500001	6818602	1	6817263	6817582
03q	317263	317960	6500001	6818602	1	6817263	6817960
04a	3601	3643	6818603	7000000	1	6822203	6822245
04a	4272	4341	6818603	7000000	1	6822874	6822943
04a	4334	4341	6818603	7000000	1	6822936	6822943
04a	4334	4341	6818603	7000000	1	6822936	6822943
04a	4341	4381	6818603	7000000	1	6822943	6822983
04a	5026	5042	6818603	7000000	1	6823628	6823644
04a	5026	5044	6818603	7000000	1	6823628	6823646
04a	6296	9041	6818603	7000000	1	6824898	6827643
04a	8267	9538	6818603	7000000	1	6826869	6828140
04a	9040	9041	6818603	7000000	1	6827642	6827643
04a	9040	9041	6818603	7000000	1	6827642	6827643
04a	10179	10229	6818603	7000000	1	6828781	6828831
