SubRegion	GC_Beg	GC_End	TL_Beg	TL_End	TL_Ori	ABeg	AEnd
03k	32935	32943	5000001	5250000	1	5032935	5032943
03k	35434	35485	5000001	5250000	1	5035434	5035485
03k	35611	35627	5000001	5250000	1	5035611	5035627
03k	37743	37745	5000001	5250000	1	5037743	5037745
03k	39226	65300	5000001	5250000	1	5039226	5065300
03k	39774	39785	5000001	5250000	1	5039774	5039785
03k	40521	40676	5000001	5250000	1	5040521	5040676
03k	40650	40817	5000001	5250000	1	5040650	5040817
03k	40783	40799	5000001	5250000	1	5040783	5040799
03k	40791	40799	5000001	5250000	1	5040791	5040799
03k	40957	41284	5000001	5250000	1	5040957	5041284
03k	41127	41167	5000001	5250000	1	5041127	5041167
03k	41167	41989	5000001	5250000	1	5041167	5041989
03k	41273	41284	5000001	5250000	1	5041273	5041284
03k	41315	41317	5000001	5250000	1	5041315	5041317
03k	43586	43590	5000001	5250000	1	5043586	5043590
03k	43953	43961	5000001	5250000	1	5043953	5043961
03k	44108	44817	5000001	5250000	1	5044108	5044817
03k	44171	45470	5000001	5250000	1	5044171	5045470
03k	44815	44817	5000001	5250000	1	5044815	5044817
03k	45495	45650	5000001	5250000	1	5045495	5045650
03k	45810	45811	5000001	5250000	1	5045810	5045811
03k	46077	46078	5000001	5250000	1	5046077	5046078
03k	46272	46276	5000001	5250000	1	5046272	5046276
03k	46695	46739	5000001	5250000	1	5046695	5046739
03k	47881	49252	5000001	5250000	1	5047881	5049252
03k	47928	48283	5000001	5250000	1	5047928	5048283
03k	48885	50737	5000001	5250000	1	5048885	5050737
03k	49095	49133	5000001	5250000	1	5049095	5049133
03k	49228	49252	5000001	5250000	1	5049228	5049252
03k	49392	51288	5000001	5250000	1	5049392	5051288
03k	51517	52273	5000001	5250000	1	5051517	5052273
03k	52935	53917	5000001	5250000	1	5052935	5053917
03k	52949	55572	5000001	5250000	1	5052949	5055572
03k	52964	52978	5000001	5250000	1	5052964	5052978
03k	53208	55572	5000001	5250000	1	5053208	5055572
03k	55208	55226	5000001	5250000	1	5055208	5055226
03k	55230	55241	5000001	5250000	1	5055230	5055241
03k	56925	56953	5000001	5250000	1	5056925	5056953
03k	57396	59124	5000001	5250000	1	5057396	5059124
03k	57396	57404	5000001	5250000	1	5057396	5057404
03k	59664	59672	5000001	5250000	1	5059664	5059672
03k	59672	59778	5000001	5250000	1	5059672	5059778
03k	61243	63302	5000001	5250000	1	5061243	5063302
03k	62349	62354	5000001	5250000	1	5062349	5062354
03k	62475	63302	5000001	5250000	1	5062475	5063302
03k	62807	63302	5000001	5250000	1	5062807	5063302
03k	65276	68132	5000001	5250000	1	5065276	5068132
03k	68132	68216	5000001	5250000	1	5068132	5068216
03k	68133	68137	5000001	5250000	1	5068133	5068137
03k	69302	69413	5000001	5250000	1	5069302	5069413
03k	69399	69413	5000001	5250000	1	5069399	5069413
03k	69412	69413	5000001	5250000	1	5069412	5069413
03k	69547	69568	5000001	5250000	1	5069547	5069568
03k	70704	110763	5000001	5250000	1	5070704	5110763
03k	71945	71947	5000001	5250000	1	5071945	5071947
03k	72116	72867	5000001	5250000	1	5072116	5072867
03k	72986	73269	5000001	5250000	1	5072986	5073269
03k	75623	75640	5000001	5250000	1	5075623	5075640
03k	75639	75640	5000001	5250000	1	5075639	5075640
03k	75670	75687	5000001	5250000	1	5075670	5075687
03k	75778	75866	5000001	5250000	1	5075778	5075866
03k	76767	78757	5000001	5250000	1	5076767	5078757
03k	77006	77298	5000001	5250000	1	5077006	5077298
03k	77868	77918	5000001	5250000	1	5077868	5077918
03k	77881	77894	5000001	5250000	1	5077881	5077894
03k	77881	77956	5000001	5250000	1	5077881	5077956
03k	78184	79779	5000001	5250000	1	5078184	5079779
03k	79195	79773	5000001	5250000	1	5079195	5079773
03k	81724	234494	5000001	5250000	1	5081724	5234494
03k	83488	83933	5000001	5250000	1	5083488	5083933
03k	84647	87559	5000001	5250000	1	5084647	5087559
03k	84647	85078	5000001	5250000	1	5084647	5085078
03k	86531	86612	5000001	5250000	1	5086531	5086612
03k	88437	88802	5000001	5250000	1	5088437	5088802
03k	88738	89367	5000001	5250000	1	5088738	5089367
03k	89989	90893	5000001	5250000	1	5089989	5090893
03k	90893	90897	5000001	5250000	1	5090893	5090897
03k	90953	92066	5000001	5250000	1	5090953	5092066
03k	91487	91488	5000001	5250000	1	5091487	5091488
03k	92129	93667	5000001	5250000	1	5092129	5093667
03k	92918	92938	5000001	5250000	1	5092918	5092938
03k	92984	93482	5000001	5250000	1	5092984	5093482
03k	94817	95061	5000001	5250000	1	5094817	5095061
03k	94923	94925	5000001	5250000	1	5094923	5094925
03k	96608	98127	5000001	5250000	1	5096608	5098127
03k	96612	99670	5000001	5250000	1	5096612	5099670
03k	97415	101944	5000001	5250000	1	5097415	5101944
03k	97609	101134	5000001	5250000	1	5097609	5101134
03k	98462	98631	5000001	5250000	1	5098462	5098631
03k	98740	98763	5000001	5250000	1	5098740	5098763
03k	99397	99408	5000001	5250000	1	5099397	5099408
03k	99667	99670	5000001	5250000	1	5099667	5099670
03k	101193	101944	5000001	5250000	1	5101193	5101944
03k	104178	104180	5000001	5250000	1	5104178	5104180
03k	104178	105128	5000001	5250000	1	5104178	5105128
03k	104495	104496	5000001	5250000	1	5104495	5104496
03k	104565	105128	5000001	5250000	1	5104565	5105128
03k	106708	108236	5000001	5250000	1	5106708	5108236
03k	107399	107585	5000001	5250000	1	5107399	5107585
03k	107737	107738	5000001	5250000	1	5107737	5107738
03k	108768	108990	5000001	5250000	1	5108768	5108990
03k	109201	109208	5000001	5250000	1	5109201	5109208
03k	109638	109663	5000001	5250000	1	5109638	5109663
03k	109813	110802	5000001	5250000	1	5109813	5110802
03k	110315	111083	5000001	5250000	1	5110315	5111083
03k	110393	110404	5000001	5250000	1	5110393	5110404
03k	110595	110748	5000001	5250000	1	5110595	5110748
03k	110698	110755	5000001	5250000	1	5110698	5110755
03k	110712	110763	5000001	5250000	1	5110712	5110763
03k	111964	111965	5000001	5250000	1	5111964	5111965
03k	112565	112566	5000001	5250000	1	5112565	5112566
03k	112574	112640	5000001	5250000	1	5112574	5112640
03k	115104	115488	5000001	5250000	1	5115104	5115488
03k	115488	115555	5000001	5250000	1	5115488	5115555
03k	115757	115794	5000001	5250000	1	5115757	5115794
03k	116006	116511	5000001	5250000	1	5116006	5116511
03k	116214	116345	5000001	5250000	1	5116214	5116345
03k	116511	120557	5000001	5250000	1	5116511	5120557
03k	117791	117837	5000001	5250000	1	5117791	5117837
03k	118549	121730	5000001	5250000	1	5118549	5121730
03k	118549	119026	5000001	5250000	1	5118549	5119026
03k	120750	121448	5000001	5250000	1	5120750	5121448
03k	121438	121730	5000001	5250000	1	5121438	5121730
03k	121623	121678	5000001	5250000	1	5121623	5121678
03k	121688	121730	5000001	5250000	1	5121688	5121730
03k	122085	122087	5000001	5250000	1	5122085	5122087
03k	122123	132087	5000001	5250000	1	5122123	5132087
03k	122123	123886	5000001	5250000	1	5122123	5123886
03k	122123	122125	5000001	5250000	1	5122123	5122125
03k	122135	122141	5000001	5250000	1	5122135	5122141
03k	122628	124747	5000001	5250000	1	5122628	5124747
03k	122726	124747	5000001	5250000	1	5122726	5124747
03k	122733	122876	5000001	5250000	1	5122733	5122876
03k	123134	123886	5000001	5250000	1	5123134	5123886
03k	126850	127443	5000001	5250000	1	5126850	5127443
03k	126850	127646	5000001	5250000	1	5126850	5127646
03k	128582	128585	5000001	5250000	1	5128582	5128585
03k	128582	136881	5000001	5250000	1	5128582	5136881
03k	128932	154246	5000001	5250000	1	5128932	5154246
03k	130519	131419	5000001	5250000	1	5130519	5131419
03k	131988	132087	5000001	5250000	1	5131988	5132087
03k	132048	132472	5000001	5250000	1	5132048	5132472
03k	134675	158257	5000001	5250000	1	5134675	5158257
03k	134675	134726	5000001	5250000	1	5134675	5134726
03k	136223	136226	5000001	5250000	1	5136223	5136226
03k	136866	136881	5000001	5250000	1	5136866	5136881
03k	137641	137761	5000001	5250000	1	5137641	5137761
03k	138437	143705	5000001	5250000	1	5138437	5143705
03k	138576	139135	5000001	5250000	1	5138576	5139135
03k	139213	139217	5000001	5250000	1	5139213	5139217
03k	140637	145205	5000001	5250000	1	5140637	5145205
03k	140637	142410	5000001	5250000	1	5140637	5142410
03k	142837	143705	5000001	5250000	1	5142837	5143705
03k	146127	146146	5000001	5250000	1	5146127	5146146
03k	147977	147983	5000001	5250000	1	5147977	5147983
03k	149397	149398	5000001	5250000	1	5149397	5149398
03k	151053	151297	5000001	5250000	1	5151053	5151297
03k	153672	158257	5000001	5250000	1	5153672	5158257
03k	154149	154173	5000001	5250000	1	5154149	5154173
03k	158359	158360	5000001	5250000	1	5158359	5158360
03k	158605	160575	5000001	5250000	1	5158605	5160575
03k	158797	158808	5000001	5250000	1	5158797	5158808
03k	158802	159017	5000001	5250000	1	5158802	5159017
03k	160575	160578	5000001	5250000	1	5160575	5160578
03k	161651	161965	5000001	5250000	1	5161651	5161965
03k	162923	163215	5000001	5250000	1	5162923	5163215
03k	164241	165216	5000001	5250000	1	5164241	5165216
03k	164241	164371	5000001	5250000	1	5164241	5164371
03k	164241	164276	5000001	5250000	1	5164241	5164276
03k	165175	167362	5000001	5250000	1	5165175	5167362
03k	165379	165619	5000001	5250000	1	5165379	5165619
03k	167362	168671	5000001	5250000	1	5167362	5168671
03k	167463	169302	5000001	5250000	1	5167463	5169302
03k	169785	171542	5000001	5250000	1	5169785	5171542
03k	170083	172414	5000001	5250000	1	5170083	5172414
03k	170096	170183	5000001	5250000	1	5170096	5170183
03k	170171	170183	5000001	5250000	1	5170171	5170183
03k	170656	171866	5000001	5250000	1	5170656	5171866
03k	171863	171866	5000001	5250000	1	5171863	5171866
03k	174610	174625	5000001	5250000	1	5174610	5174625
03k	175328	176060	5000001	5250000	1	5175328	5176060
03k	175542	175562	5000001	5250000	1	5175542	5175562
03k	175655	177356	5000001	5250000	1	5175655	5177356
03k	175655	175940	5000001	5250000	1	5175655	5175940
03k	176849	178278	5000001	5250000	1	5176849	5178278
03k	176980	176991	5000001	5250000	1	5176980	5176991
03k	177215	177354	5000001	5250000	1	5177215	5177354
03k	177296	182564	5000001	5250000	1	5177296	5182564
03k	177721	178476	5000001	5250000	1	5177721	5178476
03k	177829	178278	5000001	5250000	1	5177829	5178278
03k	178474	178545	5000001	5250000	1	5178474	5178545
03k	179192	179196	5000001	5250000	1	5179192	5179196
03k	179295	179349	5000001	5250000	1	5179295	5179349
03k	179335	179349	5000001	5250000	1	5179335	5179349
03k	179352	179585	5000001	5250000	1	5179352	5179585
03k	179691	179878	5000001	5250000	1	5179691	5179878
03k	179710	179878	5000001	5250000	1	5179710	5179878
03k	181464	181481	5000001	5250000	1	5181464	5181481
03k	181670	181683	5000001	5250000	1	5181670	5181683
03k	183814	183816	5000001	5250000	1	5183814	5183816
03k	185042	185242	5000001	5250000	1	5185042	5185242
03k	185056	185111	5000001	5250000	1	5185056	5185111
03k	185574	185595	5000001	5250000	1	5185574	5185595
03k	185575	185595	5000001	5250000	1	5185575	5185595
03k	186230	186238	5000001	5250000	1	5186230	5186238
03k	186300	186314	5000001	5250000	1	5186300	5186314
03k	186314	186594	5000001	5250000	1	5186314	5186594
03k	186551	186594	5000001	5250000	1	5186551	5186594
03k	186587	186594	5000001	5250000	1	5186587	5186594
03k	186884	188112	5000001	5250000	1	5186884	5188112
03k	188207	188340	5000001	5250000	1	5188207	5188340
03k	190316	190345	5000001	5250000	1	5190316	5190345
03k	190499	190655	5000001	5250000	1	5190499	5190655
03k	193304	194354	5000001	5250000	1	5193304	5194354
03k	193365	193373	5000001	5250000	1	5193365	5193373
03k	194087	194088	5000001	5250000	1	5194087	5194088
03k	194680	194682	5000001	5250000	1	5194680	5194682
03k	194739	194743	5000001	5250000	1	5194739	5194743
03k	194948	194953	5000001	5250000	1	5194948	5194953
03k	195030	195104	5000001	5250000	1	5195030	5195104
03k	195039	195189	5000001	5250000	1	5195039	5195189
03k	195322	195323	5000001	5250000	1	5195322	5195323
03k	195356	195723	5000001	5250000	1	5195356	5195723
03k	195430	195714	5000001	5250000	1	5195430	5195714
03k	197251	197259	5000001	5250000	1	5197251	5197259
03k	198290	198455	5000001	5250000	1	5198290	5198455
03k	198403	198638	5000001	5250000	1	5198403	5198638
03k	199036	199094	5000001	5250000	1	5199036	5199094
03k	200849	200862	5000001	5250000	1	5200849	5200862
03k	201356	201935	5000001	5250000	1	5201356	5201935
03k	203238	203244	5000001	5250000	1	5203238	5203244
03k	203495	203506	5000001	5250000	1	5203495	5203506
03k	204148	204764	5000001	5250000	1	5204148	5204764
03k	204275	204869	5000001	5250000	1	5204275	5204869
03k	204475	206902	5000001	5250000	1	5204475	5206902
03k	204475	204478	5000001	5250000	1	5204475	5204478
03k	206590	206902	5000001	5250000	1	5206590	5206902
03k	207174	207175	5000001	5250000	1	5207174	5207175
03k	208778	208864	5000001	5250000	1	5208778	5208864
03k	210739	211243	5000001	5250000	1	5210739	5211243
03k	211177	211359	5000001	5250000	1	5211177	5211359
03k	214054	214495	5000001	5250000	1	5214054	5214495
03k	214054	214808	5000001	5250000	1	5214054	5214808
03k	214251	214255	5000001	5250000	1	5214251	5214255
03k	217190	217205	5000001	5250000	1	5217190	5217205
03k	217798	220330	5000001	5250000	1	5217798	5220330
03k	218285	218321	5000001	5250000	1	5218285	5218321
03k	220328	220330	5000001	5250000	1	5220328	5220330
03k	221142	221645	5000001	5250000	1	5221142	5221645
03k	221142	221163	5000001	5250000	1	5221142	5221163
03k	221212	221292	5000001	5250000	1	5221212	5221292
03k	221608	221645	5000001	5250000	1	5221608	5221645
03k	221895	222336	5000001	5250000	1	5221895	5222336
03k	222357	222358	5000001	5250000	1	5222357	5222358
03k	222821	222828	5000001	5250000	1	5222821	5222828
03k	223209	223213	5000001	5250000	1	5223209	5223213
03k	223209	223418	5000001	5250000	1	5223209	5223418
03k	224187	224188	5000001	5250000	1	5224187	5224188
03k	224187	226455	5000001	5250000	1	5224187	5226455
03k	225875	225877	5000001	5250000	1	5225875	5225877
03k	226674	226913	5000001	5250000	1	5226674	5226913
03k	226807	226900	5000001	5250000	1	5226807	5226900
03k	226911	226913	5000001	5250000	1	5226911	5226913
03k	227506	233641	5000001	5250000	1	5227506	5233641
03k	227506	228240	5000001	5250000	1	5227506	5228240
03k	227506	227884	5000001	5250000	1	5227506	5227884
03k	227867	228214	5000001	5250000	1	5227867	5228214
03k	228214	228275	5000001	5250000	1	5228214	5228275
03k	229117	229178	5000001	5250000	1	5229117	5229178
03k	229405	229406	5000001	5250000	1	5229405	5229406
03k	229405	229410	5000001	5250000	1	5229405	5229410
03k	230423	230424	5000001	5250000	1	5230423	5230424
03k	231126	232985	5000001	5250000	1	5231126	5232985
03k	231232	231428	5000001	5250000	1	5231232	5231428
03k	231915	231918	5000001	5250000	1	5231915	5231918
03k	233551	233641	5000001	5250000	1	5233551	5233641
03k	234164	234658	5000001	5250000	1	5234164	5234658
03k	234395	234979	5000001	5250000	1	5234395	5234979
03k	234482	234671	5000001	5250000	1	5234482	5234671
03k	234690	235852	5000001	5250000	1	5234690	5235852
03k	235261	235263	5000001	5250000	1	5235261	5235263
03k	235851	235852	5000001	5250000	1	5235851	5235852
03k	236371	236386	5000001	5250000	1	5236371	5236386
03k	236585	236795	5000001	5250000	1	5236585	5236795
03k	236585	236601	5000001	5250000	1	5236585	5236601
03k	236997	236999	5000001	5250000	1	5236997	5236999
03k	240713	240716	5000001	5250000	1	5240713	5240716
03k	242738	247552	5000001	5250000	1	5242738	5247552
03k	242961	242966	5000001	5250000	1	5242961	5242966
03k	243167	243185	5000001	5250000	1	5243167	5243185
03k	243181	243185	5000001	5250000	1	5243181	5243185
03k	243252	249185	5000001	5250000	1	5243252	5249185
03k	243974	244072	5000001	5250000	1	5243974	5244072
03k	244209	249399	5000001	5250000	1	5244209	5249399
03k	244604	246228	5000001	5250000	1	5244604	5246228
03k	246573	246672	5000001	5250000	1	5246573	5246672
03k	249519	249924	5000001	5250000	1	5249519	5249924
03l	116	14819	5250001	5500000	1	5250116	5264819
03l	430	638	5250001	5500000	1	5250430	5250638
03l	874	881	5250001	5500000	1	5250874	5250881
03l	881	966	5250001	5500000	1	5250881	5250966
03l	1212	1994	5250001	5500000	1	5251212	5251994
03l	1232	1233	5250001	5500000	1	5251232	5251233
03l	1543	1623	5250001	5500000	1	5251543	5251623
03l	2574	2578	5250001	5500000	1	5252574	5252578
03l	2650	2652	5250001	5500000	1	5252650	5252652
03l	3872	3927	5250001	5500000	1	5253872	5253927
03l	5225	5226	5250001	5500000	1	5255225	5255226
03l	5282	5320	5250001	5500000	1	5255282	5255320
03l	7319	7320	5250001	5500000	1	5257319	5257320
03l	7935	7942	5250001	5500000	1	5257935	5257942
03l	8396	8413	5250001	5500000	1	5258396	5258413
03l	8408	8413	5250001	5500000	1	5258408	5258413
03l	8839	8854	5250001	5500000	1	5258839	5258854
03l	9441	9455	5250001	5500000	1	5259441	5259455
03l	10130	10136	5250001	5500000	1	5260130	5260136
03l	10680	13139	5250001	5500000	1	5260680	5263139
03l	10680	11377	5250001	5500000	1	5260680	5261377
03l	11090	11193	5250001	5500000	1	5261090	5261193
03l	12090	12123	5250001	5500000	1	5262090	5262123
03l	12428	40491	5250001	5500000	1	5262428	5290491
03l	12428	13202	5250001	5500000	1	5262428	5263202
03l	12451	12735	5250001	5500000	1	5262451	5262735
03l	12963	13467	5250001	5500000	1	5262963	5263467
03l	13244	13288	5250001	5500000	1	5263244	5263288
03l	13459	13472	5250001	5500000	1	5263459	5263472
03l	13582	13604	5250001	5500000	1	5263582	5263604
03l	13604	13625	5250001	5500000	1	5263604	5263625
03l	15596	16200	5250001	5500000	1	5265596	5266200
03l	15603	17186	5250001	5500000	1	5265603	5267186
03l	15620	17186	5250001	5500000	1	5265620	5267186
03l	16260	16264	5250001	5500000	1	5266260	5266264
03l	17364	17409	5250001	5500000	1	5267364	5267409
03l	17491	19172	5250001	5500000	1	5267491	5269172
03l	18033	18347	5250001	5500000	1	5268033	5268347
03l	18033	20408	5250001	5500000	1	5268033	5270408
03l	18966	19069	5250001	5500000	1	5268966	5269069
03l	21632	28041	5250001	5500000	1	5271632	5278041
03l	23020	23043	5250001	5500000	1	5273020	5273043
03l	23402	28041	5250001	5500000	1	5273402	5278041
03l	23706	23729	5250001	5500000	1	5273706	5273729
03l	25772	25921	5250001	5500000	1	5275772	5275921
03l	25914	26085	5250001	5500000	1	5275914	5276085
03l	25978	26083	5250001	5500000	1	5275978	5276083
03l	26209	26228	5250001	5500000	1	5276209	5276228
03l	26695	28145	5250001	5500000	1	5276695	5278145
03l	27271	27284	5250001	5500000	1	5277271	5277284
03l	27284	28905	5250001	5500000	1	5277284	5278905
03l	27581	27582	5250001	5500000	1	5277581	5277582
03l	27788	28145	5250001	5500000	1	5277788	5278145
03l	27788	27852	5250001	5500000	1	5277788	5277852
03l	27963	28026	5250001	5500000	1	5277963	5278026
03l	28026	28041	5250001	5500000	1	5278026	5278041
03l	29031	29076	5250001	5500000	1	5279031	5279076
03l	29125	29134	5250001	5500000	1	5279125	5279134
03l	29994	30001	5250001	5500000	1	5279994	5280001
03l	30672	31280	5250001	5500000	1	5280672	5281280
03l	31855	38390	5250001	5500000	1	5281855	5288390
03l	32208	32211	5250001	5500000	1	5282208	5282211
03l	32219	32251	5250001	5500000	1	5282219	5282251
03l	32447	34034	5250001	5500000	1	5282447	5284034
03l	33071	33150	5250001	5500000	1	5283071	5283150
03l	33529	37045	5250001	5500000	1	5283529	5287045
03l	33606	33687	5250001	5500000	1	5283606	5283687
03l	34249	37042	5250001	5500000	1	5284249	5287042
03l	34304	34325	5250001	5500000	1	5284304	5284325
03l	34639	34647	5250001	5500000	1	5284639	5284647
03l	35906	36913	5250001	5500000	1	5285906	5286913
03l	36570	36573	5250001	5500000	1	5286570	5286573
03l	37879	37881	5250001	5500000	1	5287879	5287881
03l	38172	38308	5250001	5500000	1	5288172	5288308
03l	38815	39619	5250001	5500000	1	5288815	5289619
03l	38968	38993	5250001	5500000	1	5288968	5288993
03l	39148	39203	5250001	5500000	1	5289148	5289203
03l	39148	39608	5250001	5500000	1	5289148	5289608
03l	40088	40111	5250001	5500000	1	5290088	5290111
03l	40088	40149	5250001	5500000	1	5290088	5290149
03l	40179	40303	5250001	5500000	1	5290179	5290303
03l	40193	40631	5250001	5500000	1	5290193	5290631
03l	40630	40654	5250001	5500000	1	5290630	5290654
03l	41281	43499	5250001	5500000	1	5291281	5293499
03l	43439	43440	5250001	5500000	1	5293439	5293440
03l	43672	44002	5250001	5500000	1	5293672	5294002
03l	45095	45347	5250001	5500000	1	5295095	5295347
03l	46129	46131	5250001	5500000	1	5296129	5296131
03l	48398	48555	5250001	5500000	1	5298398	5298555
03l	48788	48789	5250001	5500000	1	5298788	5298789
03l	48933	49695	5250001	5500000	1	5298933	5299695
03l	49615	49655	5250001	5500000	1	5299615	5299655
03l	50965	51612	5250001	5500000	1	5300965	5301612
03l	50965	51059	5250001	5500000	1	5300965	5301059
03l	51536	57915	5250001	5500000	1	5301536	5307915
03l	53115	53298	5250001	5500000	1	5303115	5303298
03l	54960	56734	5250001	5500000	1	5304960	5306734
03l	55126	57915	5250001	5500000	1	5305126	5307915
03l	55416	57915	5250001	5500000	1	5305416	5307915
03l	55420	55437	5250001	5500000	1	5305420	5305437
03l	55919	56123	5250001	5500000	1	5305919	5306123
03l	56286	56321	5250001	5500000	1	5306286	5306321
03l	56312	56389	5250001	5500000	1	5306312	5306389
03l	59902	59923	5250001	5500000	1	5309902	5309923
03l	61751	61771	5250001	5500000	1	5311751	5311771
03l	62087	62194	5250001	5500000	1	5312087	5312194
03l	62672	62697	5250001	5500000	1	5312672	5312697
03l	64030	65971	5250001	5500000	1	5314030	5315971
03l	64536	64537	5250001	5500000	1	5314536	5314537
03l	64536	65971	5250001	5500000	1	5314536	5315971
03l	64536	70848	5250001	5500000	1	5314536	5320848
03l	64692	65546	5250001	5500000	1	5314692	5315546
03l	65462	66459	5250001	5500000	1	5315462	5316459
03l	65546	65850	5250001	5500000	1	5315546	5315850
03l	66459	68484	5250001	5500000	1	5316459	5318484
03l	67150	76908	5250001	5500000	1	5317150	5326908
03l	67248	68057	5250001	5500000	1	5317248	5318057
03l	71835	71855	5250001	5500000	1	5321835	5321855
03l	72988	73298	5250001	5500000	1	5322988	5323298
03l	73222	78180	5250001	5500000	1	5323222	5328180
03l	73233	73298	5250001	5500000	1	5323233	5323298
03l	73808	74974	5250001	5500000	1	5323808	5324974
03l	74428	74644	5250001	5500000	1	5324428	5324644
03l	75673	75752	5250001	5500000	1	5325673	5325752
03l	77324	82748	5250001	5500000	1	5327324	5332748
03l	77324	77399	5250001	5500000	1	5327324	5327399
03l	77903	85855	5250001	5500000	1	5327903	5335855
03l	77903	78180	5250001	5500000	1	5327903	5328180
03l	79619	80689	5250001	5500000	1	5329619	5330689
03l	79811	79865	5250001	5500000	1	5329811	5329865
03l	80124	80184	5250001	5500000	1	5330124	5330184
03l	81497	84206	5250001	5500000	1	5331497	5334206
03l	81497	89493	5250001	5500000	1	5331497	5339493
03l	81703	82772	5250001	5500000	1	5331703	5332772
03l	82265	83187	5250001	5500000	1	5332265	5333187
03l	82864	83203	5250001	5500000	1	5332864	5333203
03l	82864	82968	5250001	5500000	1	5332864	5332968
03l	85591	85877	5250001	5500000	1	5335591	5335877
03l	85855	85877	5250001	5500000	1	5335855	5335877
03l	85855	89493	5250001	5500000	1	5335855	5339493
03l	86104	91476	5250001	5500000	1	5336104	5341476
03l	86664	86746	5250001	5500000	1	5336664	5336746
03l	92412	97636	5250001	5500000	1	5342412	5347636
03l	92412	93704	5250001	5500000	1	5342412	5343704
03l	92412	97256	5250001	5500000	1	5342412	5347256
03l	93690	93704	5250001	5500000	1	5343690	5343704
03l	94351	94504	5250001	5500000	1	5344351	5344504
03l	94510	94715	5250001	5500000	1	5344510	5344715
03l	95826	97636	5250001	5500000	1	5345826	5347636
03l	95826	95915	5250001	5500000	1	5345826	5345915
03l	97061	97636	5250001	5500000	1	5347061	5347636
03l	97151	97188	5250001	5500000	1	5347151	5347188
03l	101926	103093	5250001	5500000	1	5351926	5353093
03l	102811	102846	5250001	5500000	1	5352811	5352846
03l	102896	102953	5250001	5500000	1	5352896	5352953
03l	103093	103184	5250001	5500000	1	5353093	5353184
03l	104760	105275	5250001	5500000	1	5354760	5355275
03l	104760	106053	5250001	5500000	1	5354760	5356053
03l	105260	105275	5250001	5500000	1	5355260	5355275
03l	107837	113180	5250001	5500000	1	5357837	5363180
03l	108042	108156	5250001	5500000	1	5358042	5358156
03l	109718	109951	5250001	5500000	1	5359718	5359951
03l	110257	112540	5250001	5500000	1	5360257	5362540
03l	110328	119809	5250001	5500000	1	5360328	5369809
03l	110328	110566	5250001	5500000	1	5360328	5360566
03l	111833	112540	5250001	5500000	1	5361833	5362540
03l	113180	115379	5250001	5500000	1	5363180	5365379
03l	114573	117316	5250001	5500000	1	5364573	5367316
03l	118174	118240	5250001	5500000	1	5368174	5368240
03l	122181	122248	5250001	5500000	1	5372181	5372248
03l	124914	125356	5250001	5500000	1	5374914	5375356
03l	124914	125001	5250001	5500000	1	5374914	5375001
03l	124996	125052	5250001	5500000	1	5374996	5375052
03l	127969	127970	5250001	5500000	1	5377969	5377970
03l	128638	129505	5250001	5500000	1	5378638	5379505
03l	129471	129505	5250001	5500000	1	5379471	5379505
03l	130164	130731	5250001	5500000	1	5380164	5380731
03l	130565	130881	5250001	5500000	1	5380565	5380881
03l	130705	130807	5250001	5500000	1	5380705	5380807
03l	132507	132644	5250001	5500000	1	5382507	5382644
03l	132644	134006	5250001	5500000	1	5382644	5384006
03l	132644	133857	5250001	5500000	1	5382644	5383857
03l	134024	135597	5250001	5500000	1	5384024	5385597
03l	134561	135597	5250001	5500000	1	5384561	5385597
03l	134561	135856	5250001	5500000	1	5384561	5385856
03l	134561	134591	5250001	5500000	1	5384561	5384591
03l	135573	135597	5250001	5500000	1	5385573	5385597
03l	135579	136076	5250001	5500000	1	5385579	5386076
03l	136075	136076	5250001	5500000	1	5386075	5386076
03l	136146	136150	5250001	5500000	1	5386146	5386150
03l	136253	137322	5250001	5500000	1	5386253	5387322
03l	136253	138662	5250001	5500000	1	5386253	5388662
03l	136929	140212	5250001	5500000	1	5386929	5390212
03l	136929	138803	5250001	5500000	1	5386929	5388803
03l	137815	138803	5250001	5500000	1	5387815	5388803
03l	138630	139037	5250001	5500000	1	5388630	5389037
03l	139904	144076	5250001	5500000	1	5389904	5394076
03l	139904	140330	5250001	5500000	1	5389904	5390330
03l	141579	141971	5250001	5500000	1	5391579	5391971
03l	142310	143389	5250001	5500000	1	5392310	5393389
03l	144131	146470	5250001	5500000	1	5394131	5396470
03l	145927	151161	5250001	5500000	1	5395927	5401161
03l	146051	146080	5250001	5500000	1	5396051	5396080
03l	147036	154670	5250001	5500000	1	5397036	5404670
03l	147451	151308	5250001	5500000	1	5397451	5401308
03l	147529	151215	5250001	5500000	1	5397529	5401215
03l	151428	151951	5250001	5500000	1	5401428	5401951
03l	151428	151689	5250001	5500000	1	5401428	5401689
03l	151842	151951	5250001	5500000	1	5401842	5401951
03l	152271	152573	5250001	5500000	1	5402271	5402573
03l	153186	163745	5250001	5500000	1	5403186	5413745
03l	153232	154311	5250001	5500000	1	5403232	5404311
03l	154113	154333	5250001	5500000	1	5404113	5404333
03l	154311	155396	5250001	5500000	1	5404311	5405396
03l	154311	154733	5250001	5500000	1	5404311	5404733
03l	155841	155857	5250001	5500000	1	5405841	5405857
03l	156225	156305	5250001	5500000	1	5406225	5406305
03l	163734	163745	5250001	5500000	1	5413734	5413745
03l	163734	163785	5250001	5500000	1	5413734	5413785
