SubRegion	GC_Beg	GC_End	CH_Beg	CH_End	CH_Ori	ABeg	AEnd
03i	52848	53739	4500001	4750000	1	4552848	4553739
03i	52848	56255	4500001	4750000	1	4552848	4556255
03i	53149	54445	4500001	4750000	1	4553149	4554445
03i	53158	60694	4500001	4750000	1	4553158	4560694
03i	53652	53918	4500001	4750000	1	4553652	4553918
03i	55346	56255	4500001	4750000	1	4555346	4556255
03i	55346	55836	4500001	4750000	1	4555346	4555836
03i	55836	56255	4500001	4750000	1	4555836	4556255
03i	57164	61224	4500001	4750000	1	4557164	4561224
03i	57979	58141	4500001	4750000	1	4557979	4558141
03i	58141	59085	4500001	4750000	1	4558141	4559085
03i	58430	58433	4500001	4750000	1	4558430	4558433
03i	59139	59379	4500001	4750000	1	4559139	4559379
03i	60100	60102	4500001	4750000	1	4560100	4560102
03i	60100	65183	4500001	4750000	1	4560100	4565183
03i	60100	60694	4500001	4750000	1	4560100	4560694
03i	60178	61371	4500001	4750000	1	4560178	4561371
03i	60521	60694	4500001	4750000	1	4560521	4560694
03i	60636	60881	4500001	4750000	1	4560636	4560881
03i	61224	61444	4500001	4750000	1	4561224	4561444
03i	61444	61576	4500001	4750000	1	4561444	4561576
03i	61757	65254	4500001	4750000	1	4561757	4565254
03i	61757	62128	4500001	4750000	1	4561757	4562128
03i	61938	62028	4500001	4750000	1	4561938	4562028
03i	63148	65183	4500001	4750000	1	4563148	4565183
03i	63148	63198	4500001	4750000	1	4563148	4563198
03i	63311	68818	4500001	4750000	1	4563311	4568818
03i	63349	64193	4500001	4750000	1	4563349	4564193
03i	63349	67626	4500001	4750000	1	4563349	4567626
03i	64193	68593	4500001	4750000	1	4564193	4568593
03i	64928	66194	4500001	4750000	1	4564928	4566194
03i	65183	65254	4500001	4750000	1	4565183	4565254
03i	66194	67737	4500001	4750000	1	4566194	4567737
03i	66403	68605	4500001	4750000	1	4566403	4568605
03i	66917	76882	4500001	4750000	1	4566917	4576882
03i	66917	66923	4500001	4750000	1	4566917	4566923
03i	66917	69562	4500001	4750000	1	4566917	4569562
03i	67623	67626	4500001	4750000	1	4567623	4567626
03i	67623	67737	4500001	4750000	1	4567623	4567737
03i	67953	69582	4500001	4750000	1	4567953	4569582
03i	68075	68593	4500001	4750000	1	4568075	4568593
03i	68589	68937	4500001	4750000	1	4568589	4568937
03i	69846	70486	4500001	4750000	1	4569846	4570486
03i	71018	71023	4500001	4750000	1	4571018	4571023
03i	71803	73999	4500001	4750000	1	4571803	4573999
03i	72101	82473	4500001	4750000	1	4572101	4582473
03i	72522	73773	4500001	4750000	1	4572522	4573773
03i	74053	74642	4500001	4750000	1	4574053	4574642
03i	74053	79455	4500001	4750000	1	4574053	4579455
03i	76645	76869	4500001	4750000	1	4576645	4576869
03i	76799	82502	4500001	4750000	1	4576799	4582502
03i	76799	76846	4500001	4750000	1	4576799	4576846
03i	76842	76846	4500001	4750000	1	4576842	4576846
03i	78030	81582	4500001	4750000	1	4578030	4581582
03i	78030	80337	4500001	4750000	1	4578030	4580337
03i	78099	82496	4500001	4750000	1	4578099	4582496
03i	80100	80118	4500001	4750000	1	4580100	4580118
03i	81164	81167	4500001	4750000	1	4581164	4581167
03i	81582	81614	4500001	4750000	1	4581582	4581614
03i	82435	82473	4500001	4750000	1	4582435	4582473
03i	82435	82438	4500001	4750000	1	4582435	4582438
03i	82473	82566	4500001	4750000	1	4582473	4582566
03i	82477	82501	4500001	4750000	1	4582477	4582501
03i	82617	83489	4500001	4750000	1	4582617	4583489
03i	83443	83444	4500001	4750000	1	4583443	4583444
03i	84576	85007	4500001	4750000	1	4584576	4585007
03i	84576	88344	4500001	4750000	1	4584576	4588344
03i	85007	86741	4500001	4750000	1	4585007	4586741
03i	85395	104084	4500001	4750000	1	4585395	4604084
03i	85395	85509	4500001	4750000	1	4585395	4585509
03i	85395	97128	4500001	4750000	1	4585395	4597128
03i	85395	89421	4500001	4750000	1	4585395	4589421
03i	86741	87273	4500001	4750000	1	4586741	4587273
03i	87953	88344	4500001	4750000	1	4587953	4588344
03i	90148	90149	4500001	4750000	1	4590148	4590149
03i	90259	92192	4500001	4750000	1	4590259	4592192
03i	91340	91364	4500001	4750000	1	4591340	4591364
03i	92190	92192	4500001	4750000	1	4592190	4592192
03i	92216	92224	4500001	4750000	1	4592216	4592224
03i	92316	92554	4500001	4750000	1	4592316	4592554
03i	92316	95324	4500001	4750000	1	4592316	4595324
03i	94045	95538	4500001	4750000	1	4594045	4595538
03i	95290	100602	4500001	4750000	1	4595290	4600602
03i	96870	98241	4500001	4750000	1	4596870	4598241
03i	96949	96974	4500001	4750000	1	4596949	4596974
03i	96969	97175	4500001	4750000	1	4596969	4597175
03i	98241	106092	4500001	4750000	1	4598241	4606092
03i	99879	100184	4500001	4750000	1	4599879	4600184
03i	99932	104229	4500001	4750000	1	4599932	4604229
03i	100602	101177	4500001	4750000	1	4600602	4601177
03i	103629	104202	4500001	4750000	1	4603629	4604202
03i	104084	104229	4500001	4750000	1	4604084	4604229
03i	104084	105277	4500001	4750000	1	4604084	4605277
03i	104202	105039	4500001	4750000	1	4604202	4605039
03i	104229	104459	4500001	4750000	1	4604229	4604459
03i	104250	107329	4500001	4750000	1	4604250	4607329
03i	104329	104809	4500001	4750000	1	4604329	4604809
03i	104333	106441	4500001	4750000	1	4604333	4606441
03i	104352	104809	4500001	4750000	1	4604352	4604809
03i	104428	108483	4500001	4750000	1	4604428	4608483
03i	106441	109626	4500001	4750000	1	4606441	4609626
03i	107397	110388	4500001	4750000	1	4607397	4610388
03i	107397	107463	4500001	4750000	1	4607397	4607463
03i	107404	108484	4500001	4750000	1	4607404	4608484
03i	107431	111813	4500001	4750000	1	4607431	4611813
03i	107431	107443	4500001	4750000	1	4607431	4607443
03i	109374	110388	4500001	4750000	1	4609374	4610388
03i	109602	109606	4500001	4750000	1	4609602	4609606
03i	109626	109973	4500001	4750000	1	4609626	4609973
03i	111591	111813	4500001	4750000	1	4611591	4611813
03i	111591	112148	4500001	4750000	1	4611591	4612148
03i	111797	111813	4500001	4750000	1	4611797	4611813
03i	112527	116190	4500001	4750000	1	4612527	4616190
03i	113752	118407	4500001	4750000	1	4613752	4618407
03i	114168	114667	4500001	4750000	1	4614168	4614667
03i	114382	114755	4500001	4750000	1	4614382	4614755
03i	114382	114792	4500001	4750000	1	4614382	4614792
03i	114667	115767	4500001	4750000	1	4614667	4615767
03i	114834	117452	4500001	4750000	1	4614834	4617452
03i	115728	115767	4500001	4750000	1	4615728	4615767
03i	116108	116332	4500001	4750000	1	4616108	4616332
03i	117130	117131	4500001	4750000	1	4617130	4617131
03i	117415	118053	4500001	4750000	1	4617415	4618053
03i	117415	118407	4500001	4750000	1	4617415	4618407
03i	118053	118407	4500001	4750000	1	4618053	4618407
03i	119021	131536	4500001	4750000	1	4619021	4631536
03i	119021	123142	4500001	4750000	1	4619021	4623142
03i	119291	133773	4500001	4750000	1	4619291	4633773
03i	119313	119602	4500001	4750000	1	4619313	4619602
03i	119379	134158	4500001	4750000	1	4619379	4634158
03i	119379	119602	4500001	4750000	1	4619379	4619602
03i	119506	119602	4500001	4750000	1	4619506	4619602
03i	119674	130950	4500001	4750000	1	4619674	4630950
03i	119674	130986	4500001	4750000	1	4619674	4630986
03i	119989	120011	4500001	4750000	1	4619989	4620011
03i	119990	120011	4500001	4750000	1	4619990	4620011
03i	120548	121192	4500001	4750000	1	4620548	4621192
03i	120548	120749	4500001	4750000	1	4620548	4620749
03i	120825	126390	4500001	4750000	1	4620825	4626390
03i	120825	130621	4500001	4750000	1	4620825	4630621
03i	120984	121081	4500001	4750000	1	4620984	4621081
03i	122550	123142	4500001	4750000	1	4622550	4623142
03i	123615	126175	4500001	4750000	1	4623615	4626175
03i	123615	130881	4500001	4750000	1	4623615	4630881
03i	123674	124884	4500001	4750000	1	4623674	4624884
03i	124549	124974	4500001	4750000	1	4624549	4624974
03i	124793	124974	4500001	4750000	1	4624793	4624974
03i	126175	127755	4500001	4750000	1	4626175	4627755
03i	126390	126586	4500001	4750000	1	4626390	4626586
03i	127537	127546	4500001	4750000	1	4627537	4627546
03i	127541	128611	4500001	4750000	1	4627541	4628611
03i	128109	130881	4500001	4750000	1	4628109	4630881
03i	128843	128854	4500001	4750000	1	4628843	4628854
03i	128850	129380	4500001	4750000	1	4628850	4629380
03i	130621	130819	4500001	4750000	1	4630621	4630819
03i	130766	130887	4500001	4750000	1	4630766	4630887
03i	130858	130881	4500001	4750000	1	4630858	4630881
03i	130902	130950	4500001	4750000	1	4630902	4630950
03i	131525	131945	4500001	4750000	1	4631525	4631945
03i	132190	134287	4500001	4750000	1	4632190	4634287
03i	132190	134101	4500001	4750000	1	4632190	4634101
03i	132269	132279	4500001	4750000	1	4632269	4632279
03i	132269	133773	4500001	4750000	1	4632269	4633773
03i	133773	134145	4500001	4750000	1	4633773	4634145
03i	134145	135068	4500001	4750000	1	4634145	4635068
03i	135867	160980	4500001	4750000	1	4635867	4660980
03i	136039	138758	4500001	4750000	1	4636039	4638758
03i	136137	136143	4500001	4750000	1	4636137	4636143
03i	136386	136835	4500001	4750000	1	4636386	4636835
03i	136423	147310	4500001	4750000	1	4636423	4647310
03i	136834	136835	4500001	4750000	1	4636834	4636835
03i	137036	137053	4500001	4750000	1	4637036	4637053
03i	138652	139118	4500001	4750000	1	4638652	4639118
03i	138889	139069	4500001	4750000	1	4638889	4639069
03i	138942	138951	4500001	4750000	1	4638942	4638951
03i	138942	138973	4500001	4750000	1	4638942	4638973
03i	138942	141407	4500001	4750000	1	4638942	4641407
03i	139284	145880	4500001	4750000	1	4639284	4645880
03i	139685	141407	4500001	4750000	1	4639685	4641407
03i	140481	140526	4500001	4750000	1	4640481	4640526
03i	140513	140526	4500001	4750000	1	4640513	4640526
03i	140513	142258	4500001	4750000	1	4640513	4642258
03i	140520	140526	4500001	4750000	1	4640520	4640526
03i	141185	142258	4500001	4750000	1	4641185	4642258
03i	141903	143602	4500001	4750000	1	4641903	4643602
03i	142254	142258	4500001	4750000	1	4642254	4642258
03i	143500	143930	4500001	4750000	1	4643500	4643930
03i	143500	147310	4500001	4750000	1	4643500	4647310
03i	143500	145305	4500001	4750000	1	4643500	4645305
03i	145027	145217	4500001	4750000	1	4645027	4645217
03i	146394	157398	4500001	4750000	1	4646394	4657398
03i	146394	151068	4500001	4750000	1	4646394	4651068
03i	146526	146841	4500001	4750000	1	4646526	4646841
03i	146526	146698	4500001	4750000	1	4646526	4646698
03i	146526	151273	4500001	4750000	1	4646526	4651273
03i	146698	154904	4500001	4750000	1	4646698	4654904
03i	146762	148592	4500001	4750000	1	4646762	4648592
03i	146762	148247	4500001	4750000	1	4646762	4648247
03i	146808	148371	4500001	4750000	1	4646808	4648371
03i	148577	148592	4500001	4750000	1	4648577	4648592
03i	148658	151296	4500001	4750000	1	4648658	4651296
03i	148663	151369	4500001	4750000	1	4648663	4651369
03i	148803	149896	4500001	4750000	1	4648803	4649896
03i	149856	150449	4500001	4750000	1	4649856	4650449
03i	150449	150735	4500001	4750000	1	4650449	4650735
03i	151068	151101	4500001	4750000	1	4651068	4651101
03i	151366	151369	4500001	4750000	1	4651366	4651369
03i	151523	151566	4500001	4750000	1	4651523	4651566
03i	151559	151566	4500001	4750000	1	4651559	4651566
03i	151724	158112	4500001	4750000	1	4651724	4658112
03i	151753	151827	4500001	4750000	1	4651753	4651827
03i	152674	153087	4500001	4750000	1	4652674	4653087
03i	152820	154476	4500001	4750000	1	4652820	4654476
03i	155016	155051	4500001	4750000	1	4655016	4655051
03i	155893	156644	4500001	4750000	1	4655893	4656644
03i	156644	158112	4500001	4750000	1	4656644	4658112
03i	156673	158112	4500001	4750000	1	4656673	4658112
03i	158595	161858	4500001	4750000	1	4658595	4661858
03i	158595	158619	4500001	4750000	1	4658595	4658619
03i	159333	178700	4500001	4750000	1	4659333	4678700
03i	160134	162951	4500001	4750000	1	4660134	4662951
03i	160515	160530	4500001	4750000	1	4660515	4660530
03i	161409	161622	4500001	4750000	1	4661409	4661622
03i	161409	162695	4500001	4750000	1	4661409	4662695
03i	161409	169510	4500001	4750000	1	4661409	4669510
03i	162879	162890	4500001	4750000	1	4662879	4662890
03i	162951	163659	4500001	4750000	1	4662951	4663659
03i	163098	166580	4500001	4750000	1	4663098	4666580
03i	163872	164183	4500001	4750000	1	4663872	4664183
03i	164022	166580	4500001	4750000	1	4664022	4666580
03i	164386	165126	4500001	4750000	1	4664386	4665126
03i	167496	167514	4500001	4750000	1	4667496	4667514
03i	168372	169787	4500001	4750000	1	4668372	4669787
03i	169253	178360	4500001	4750000	1	4669253	4678360
03i	169253	169256	4500001	4750000	1	4669253	4669256
03i	169307	171872	4500001	4750000	1	4669307	4671872
03i	169535	176751	4500001	4750000	1	4669535	4676751
03i	169535	169733	4500001	4750000	1	4669535	4669733
03i	169535	170722	4500001	4750000	1	4669535	4670722
03i	169535	174715	4500001	4750000	1	4669535	4674715
03i	169802	170722	4500001	4750000	1	4669802	4670722
03i	171106	172107	4500001	4750000	1	4671106	4672107
03i	171106	171764	4500001	4750000	1	4671106	4671764
03i	171110	174895	4500001	4750000	1	4671110	4674895
03i	171872	172622	4500001	4750000	1	4671872	4672622
03i	172007	172040	4500001	4750000	1	4672007	4672040
03i	172599	173313	4500001	4750000	1	4672599	4673313
03i	172719	174920	4500001	4750000	1	4672719	4674920
03i	172753	172962	4500001	4750000	1	4672753	4672962
03i	174564	174895	4500001	4750000	1	4674564	4674895
03i	175419	178700	4500001	4750000	1	4675419	4678700
03i	175419	178306	4500001	4750000	1	4675419	4678306
03i	176065	178018	4500001	4750000	1	4676065	4678018
03i	176625	176626	4500001	4750000	1	4676625	4676626
03i	176751	176788	4500001	4750000	1	4676751	4676788
03i	176939	178360	4500001	4750000	1	4676939	4678360
03i	178061	178360	4500001	4750000	1	4678061	4678360
03i	179050	194191	4500001	4750000	1	4679050	4694191
03i	179182	185945	4500001	4750000	1	4679182	4685945
03i	182552	199037	4500001	4750000	1	4682552	4699037
03i	183337	183724	4500001	4750000	1	4683337	4683724
03i	183724	184845	4500001	4750000	1	4683724	4684845
03i	184650	184651	4500001	4750000	1	4684650	4684651
03i	184689	184693	4500001	4750000	1	4684689	4684693
03i	184689	185650	4500001	4750000	1	4684689	4685650
03i	184689	185123	4500001	4750000	1	4684689	4685123
03i	186283	186286	4500001	4750000	1	4686283	4686286
03i	187426	194191	4500001	4750000	1	4687426	4694191
03i	187426	191308	4500001	4750000	1	4687426	4691308
03i	188314	191289	4500001	4750000	1	4688314	4691289
03i	188398	217085	4500001	4750000	1	4688398	4717085
03i	188929	191308	4500001	4750000	1	4688929	4691308
03i	190304	221648	4500001	4750000	1	4690304	4721648
03i	191572	192435	4500001	4750000	1	4691572	4692435
03i	191572	198065	4500001	4750000	1	4691572	4698065
03i	192090	206367	4500001	4750000	1	4692090	4706367
03i	192090	199037	4500001	4750000	1	4692090	4699037
03i	192963	199037	4500001	4750000	1	4692963	4699037
03i	197729	198065	4500001	4750000	1	4697729	4698065
03i	200309	200317	4500001	4750000	1	4700309	4700317
03i	202020	202117	4500001	4750000	1	4702020	4702117
03i	202390	202413	4500001	4750000	1	4702390	4702413
03i	203470	204544	4500001	4750000	1	4703470	4704544
03i	203843	203847	4500001	4750000	1	4703843	4703847
03i	204462	204780	4500001	4750000	1	4704462	4704780
03i	204462	217085	4500001	4750000	1	4704462	4717085
03i	204603	204629	4500001	4750000	1	4704603	4704629
03i	204627	204629	4500001	4750000	1	4704627	4704629
03i	204689	210714	4500001	4750000	1	4704689	4710714
03i	204780	217085	4500001	4750000	1	4704780	4717085
03i	205550	205556	4500001	4750000	1	4705550	4705556
03i	205556	206367	4500001	4750000	1	4705556	4706367
03i	205556	211204	4500001	4750000	1	4705556	4711204
03i	206251	241348	4500001	4750000	1	4706251	4741348
03i	207937	208725	4500001	4750000	1	4707937	4708725
03i	207937	215634	4500001	4750000	1	4707937	4715634
03i	209455	209460	4500001	4750000	1	4709455	4709460
03i	210681	210746	4500001	4750000	1	4710681	4710746
03i	211663	211664	4500001	4750000	1	4711663	4711664
03i	212346	212596	4500001	4750000	1	4712346	4712596
03i	212840	214008	4500001	4750000	1	4712840	4714008
03i	213827	214008	4500001	4750000	1	4713827	4714008
03i	218202	218205	4500001	4750000	1	4718202	4718205
03i	219156	219501	4500001	4750000	1	4719156	4719501
03i	219501	221034	4500001	4750000	1	4719501	4721034
03i	219828	219829	4500001	4750000	1	4719828	4719829
03i	220058	230757	4500001	4750000	1	4720058	4730757
03i	221647	221648	4500001	4750000	1	4721647	4721648
03i	221909	222820	4500001	4750000	1	4721909	4722820
03i	223830	233594	4500001	4750000	1	4723830	4733594
03i	223854	228256	4500001	4750000	1	4723854	4728256
03i	226861	227291	4500001	4750000	1	4726861	4727291
03i	226927	230987	4500001	4750000	1	4726927	4730987
03i	228132	228256	4500001	4750000	1	4728132	4728256
03i	228256	232950	4500001	4750000	1	4728256	4732950
03i	229061	235974	4500001	4750000	1	4729061	4735974
03i	229061	229224	4500001	4750000	1	4729061	4729224
03i	229061	232152	4500001	4750000	1	4729061	4732152
03i	229781	229820	4500001	4750000	1	4729781	4729820
03i	230596	230598	4500001	4750000	1	4730596	4730598
03i	230878	236290	4500001	4750000	1	4730878	4736290
03i	230878	230987	4500001	4750000	1	4730878	4730987
03i	230980	231006	4500001	4750000	1	4730980	4731006
03i	232152	232862	4500001	4750000	1	4732152	4732862
03i	233510	233513	4500001	4750000	1	4733510	4733513
03i	233510	233594	4500001	4750000	1	4733510	4733594
03i	233773	233796	4500001	4750000	1	4733773	4733796
03i	234277	234793	4500001	4750000	1	4734277	4734793
03i	234586	234587	4500001	4750000	1	4734586	4734587
03i	234586	247611	4500001	4750000	1	4734586	4747611
03i	235966	235974	4500001	4750000	1	4735966	4735974
03i	236897	236905	4500001	4750000	1	4736897	4736905
03i	238228	245805	4500001	4750000	1	4738228	4745805
03i	238228	241630	4500001	4750000	1	4738228	4741630
03i	238481	239136	4500001	4750000	1	4738481	4739136
03i	240408	241348	4500001	4750000	1	4740408	4741348
03i	241085	241100	4500001	4750000	1	4741085	4741100
03i	241202	241630	4500001	4750000	1	4741202	4741630
03i	241303	241495	4500001	4750000	1	4741303	4741495
03i	241905	245424	4500001	4750000	1	4741905	4745424
03i	245646	245805	4500001	4750000	1	4745646	4745805
03i	246971	247197	4500001	4750000	1	4746971	4747197
03j	8208	24291	4750001	5000000	1	4758208	4774291
03j	8208	15120	4750001	5000000	1	4758208	4765120
03j	8208	22938	4750001	5000000	1	4758208	4772938
03j	8208	122597	4750001	5000000	1	4758208	4872597
03j	8688	16104	4750001	5000000	1	4758688	4766104
03j	8704	19188	4750001	5000000	1	4758704	4769188
03j	8917	8963	4750001	5000000	1	4758917	4758963
03j	12432	13318	4750001	5000000	1	4762432	4763318
03j	13423	30945	4750001	5000000	1	4763423	4780945
03j	13423	21420	4750001	5000000	1	4763423	4771420
03j	15987	16326	4750001	5000000	1	4765987	4766326
03j	16026	16330	4750001	5000000	1	4766026	4766330
03j	17076	17235	4750001	5000000	1	4767076	4767235
03j	20523	21138	4750001	5000000	1	4770523	4771138
03j	21138	42247	4750001	5000000	1	4771138	4792247
03j	21750	21789	4750001	5000000	1	4771750	4771789
03j	22290	22422	4750001	5000000	1	4772290	4772422
03j	23693	23738	4750001	5000000	1	4773693	4773738
03j	24453	25270	4750001	5000000	1	4774453	4775270
03j	24453	24931	4750001	5000000	1	4774453	4774931
03j	24453	37148	4750001	5000000	1	4774453	4787148
03j	25784	29163	4750001	5000000	1	4775784	4779163
03j	29163	39672	4750001	5000000	1	4779163	4789672
03j	29499	30073	4750001	5000000	1	4779499	4780073
03j	30538	49221	4750001	5000000	1	4780538	4799221
03j	30538	31201	4750001	5000000	1	4780538	4781201
03j	30939	31136	4750001	5000000	1	4780939	4781136
03j	30939	31094	4750001	5000000	1	4780939	4781094
03j	34447	34581	4750001	5000000	1	4784447	4784581
03j	36048	44160	4750001	5000000	1	4786048	4794160
03j	36048	36746	4750001	5000000	1	4786048	4786746
03j	36048	40170	4750001	5000000	1	4786048	4790170
03j	38118	38123	4750001	5000000	1	4788118	4788123
03j	39672	63897	4750001	5000000	1	4789672	4813897
03j	39672	48746	4750001	5000000	1	4789672	4798746
03j	42241	42299	4750001	5000000	1	4792241	4792299
03j	42241	42385	4750001	5000000	1	4792241	4792385
03j	42241	52028	4750001	5000000	1	4792241	4802028
03j	42364	42385	4750001	5000000	1	4792364	4792385
03j	44063	45179	4750001	5000000	1	4794063	4795179
03j	44541	45846	4750001	5000000	1	4794541	4795846
03j	44677	45389	4750001	5000000	1	4794677	4795389
03j	45446	49221	4750001	5000000	1	4795446	4799221
03j	45895	60888	4750001	5000000	1	4795895	4810888
03j	46263	48745	4750001	5000000	1	4796263	4798745
03j	46326	46810	4750001	5000000	1	4796326	4796810
03j	46415	46416	4750001	5000000	1	4796415	4796416
03j	48745	50106	4750001	5000000	1	4798745	4800106
03j	48745	48746	4750001	5000000	1	4798745	4798746
03j	48940	49221	4750001	5000000	1	4798940	4799221
03j	48943	49099	4750001	5000000	1	4798943	4799099
03j	48989	76851	4750001	5000000	1	4798989	4826851
03j	51736	51901	4750001	5000000	1	4801736	4801901
03j	53190	53349	4750001	5000000	1	4803190	4803349
03j	54583	54640	4750001	5000000	1	4804583	4804640
03j	54642	54643	4750001	5000000	1	4804642	4804643
03j	57476	62709	4750001	5000000	1	4807476	4812709
03j	60888	67902	4750001	5000000	1	4810888	4817902
03j	60888	76526	4750001	5000000	1	4810888	4826526
03j	62337	62709	4750001	5000000	1	4812337	4812709
03j	62337	63469	4750001	5000000	1	4812337	4813469
03j	62595	62633	4750001	5000000	1	4812595	4812633
03j	63893	63897	4750001	5000000	1	4813893	4813897
03j	63893	75171	4750001	5000000	1	4813893	4825171
03j	64944	65576	4750001	5000000	1	4814944	4815576
03j	65363	76807	4750001	5000000	1	4815363	4826807
03j	65916	67902	4750001	5000000	1	4815916	4817902
03j	66021	71653	4750001	5000000	1	4816021	4821653
03j	66128	66224	4750001	5000000	1	4816128	4816224
03j	67902	76526	4750001	5000000	1	4817902	4826526
03j	69441	71663	4750001	5000000	1	4819441	4821663
03j	69630	69991	4750001	5000000	1	4819630	4819991
03j	69991	73427	4750001	5000000	1	4819991	4823427
03j	71104	71254	4750001	5000000	1	4821104	4821254
03j	71104	73427	4750001	5000000	1	4821104	4823427
03j	71409	71882	4750001	5000000	1	4821409	4821882
03j	71595	71663	4750001	5000000	1	4821595	4821663
03j	71653	71663	4750001	5000000	1	4821653	4821663
03j	71852	73427	4750001	5000000	1	4821852	4823427
03j	72377	72577	4750001	5000000	1	4822377	4822577
03j	72377	76795	4750001	5000000	1	4822377	4826795
03j	73388	73427	4750001	5000000	1	4823388	4823427
03j	74484	75171	4750001	5000000	1	4824484	4825171
03j	74508	74675	4750001	5000000	1	4824508	4824675
03j	74675	74714	4750001	5000000	1	4824675	4824714
03j	75158	77750	4750001	5000000	1	4825158	4827750
03j	75761	86464	4750001	5000000	1	4825761	4836464
03j	75761	75901	4750001	5000000	1	4825761	4825901
03j	75901	78715	4750001	5000000	1	4825901	4828715
03j	76504	76526	4750001	5000000	1	4826504	4826526
03j	76742	76807	4750001	5000000	1	4826742	4826807
03j	77259	77262	4750001	5000000	1	4827259	4827262
03j	77317	77333	4750001	5000000	1	4827317	4827333
03j	78509	78642	4750001	5000000	1	4828509	4828642
03j	78572	79739	4750001	5000000	1	4828572	4829739
03j	79409	82759	4750001	5000000	1	4829409	4832759
03j	79556	84105	4750001	5000000	1	4829556	4834105
03j	79580	84048	4750001	5000000	1	4829580	4834048
03j	79750	79756	4750001	5000000	1	4829750	4829756
03j	80032	80065	4750001	5000000	1	4830032	4830065
03j	81651	82954	4750001	5000000	1	4831651	4832954
03j	82759	82930	4750001	5000000	1	4832759	4832930
03j	82976	83000	4750001	5000000	1	4832976	4833000
03j	83186	84228	4750001	5000000	1	4833186	4834228
03j	83713	84228	4750001	5000000	1	4833713	4834228
03j	84956	86464	4750001	5000000	1	4834956	4836464
03j	86464	90697	4750001	5000000	1	4836464	4840697
03j	86512	86547	4750001	5000000	1	4836512	4836547
03j	86512	92103	4750001	5000000	1	4836512	4842103
03j	87572	88647	4750001	5000000	1	4837572	4838647
03j	87572	87581	4750001	5000000	1	4837572	4837581
03j	89593	95748	4750001	5000000	1	4839593	4845748
03j	89593	89624	4750001	5000000	1	4839593	4839624
03j	89612	89624	4750001	5000000	1	4839612	4839624
03j	90653	90697	4750001	5000000	1	4840653	4840697
03j	90825	93064	4750001	5000000	1	4840825	4843064
03j	92863	101029	4750001	5000000	1	4842863	4851029
03j	92863	93349	4750001	5000000	1	4842863	4843349
03j	92863	93754	4750001	5000000	1	4842863	4843754
03j	93349	99056	4750001	5000000	1	4843349	4849056
03j	95576	95589	4750001	5000000	1	4845576	4845589
03j	95667	95686	4750001	5000000	1	4845667	4845686
03j	95743	95748	4750001	5000000	1	4845743	4845748
03j	97388	97686	4750001	5000000	1	4847388	4847686
03j	97469	100857	4750001	5000000	1	4847469	4850857
03j	98842	99056	4750001	5000000	1	4848842	4849056
03j	99892	99894	4750001	5000000	1	4849892	4849894
03j	100796	103307	4750001	5000000	1	4850796	4853307
03j	101727	115090	4750001	5000000	1	4851727	4865090
03j	101727	102228	4750001	5000000	1	4851727	4852228
03j	102378	103307	4750001	5000000	1	4852378	4853307
03j	102812	103366	4750001	5000000	1	4852812	4853366
03j	102846	114905	4750001	5000000	1	4852846	4864905
03j	102846	107158	4750001	5000000	1	4852846	4857158
03j	105309	106833	4750001	5000000	1	4855309	4856833
03j	105330	105342	4750001	5000000	1	4855330	4855342
03j	105471	106860	4750001	5000000	1	4855471	4856860
03j	105978	105981	4750001	5000000	1	4855978	4855981
03j	106807	106833	4750001	5000000	1	4856807	4856833
03j	106807	107249	4750001	5000000	1	4856807	4857249
03j	107158	108757	4750001	5000000	1	4857158	4858757
03j	107158	114905	4750001	5000000	1	4857158	4864905
03j	108122	109265	4750001	5000000	1	4858122	4859265
03j	110367	133626	4750001	5000000	1	4860367	4883626
03j	110367	111815	4750001	5000000	1	4860367	4861815
03j	110799	111004	4750001	5000000	1	4860799	4861004
03j	112071	115090	4750001	5000000	1	4862071	4865090
03j	116141	117215	4750001	5000000	1	4866141	4867215
03j	116927	121279	4750001	5000000	1	4866927	4871279
03j	117398	132695	4750001	5000000	1	4867398	4882695
03j	117875	141346	4750001	5000000	1	4867875	4891346
03j	119026	122597	4750001	5000000	1	4869026	4872597
03j	119785	121425	4750001	5000000	1	4869785	4871425
03j	119808	119825	4750001	5000000	1	4869808	4869825
03j	121021	126820	4750001	5000000	1	4871021	4876820
03j	123297	129508	4750001	5000000	1	4873297	4879508
03j	123297	124636	4750001	5000000	1	4873297	4874636
03j	124084	125466	4750001	5000000	1	4874084	4875466
03j	125195	125456	4750001	5000000	1	4875195	4875456
03j	128683	133626	4750001	5000000	1	4878683	4883626
03j	129268	129397	4750001	5000000	1	4879268	4879397
03j	129508	131301	4750001	5000000	1	4879508	4881301
03j	130528	132695	4750001	5000000	1	4880528	4882695
03j	132695	133626	4750001	5000000	1	4882695	4883626
03j	134714	139266	4750001	5000000	1	4884714	4889266
03j	134714	135109	4750001	5000000	1	4884714	4885109
03j	134746	137004	4750001	5000000	1	4884746	4887004
03j	134774	136363	4750001	5000000	1	4884774	4886363
03j	135165	139908	4750001	5000000	1	4885165	4889908
03j	135165	135798	4750001	5000000	1	4885165	4885798
03j	137004	139908	4750001	5000000	1	4887004	4889908
03j	137077	137103	4750001	5000000	1	4887077	4887103
03j	137102	137103	4750001	5000000	1	4887102	4887103
03j	137258	138917	4750001	5000000	1	4887258	4888917
