SubRegion	GC_Beg	GC_End	ST_Beg	ST_End	ST_Ori	ABeg	AEnd
04d	244160	244322	7500001	7750000	1	7744160	7744322
04d	244211	244252	7500001	7750000	1	7744211	7744252
04d	244322	244526	7500001	7750000	1	7744322	7744526
04d	246664	247812	7500001	7750000	1	7746664	7747812
04d	246664	247821	7500001	7750000	1	7746664	7747821
04d	246664	247192	7500001	7750000	1	7746664	7747192
04d	246664	247005	7500001	7750000	1	7746664	7747005
04d	247186	247812	7500001	7750000	1	7747186	7747812
04d	247452	247454	7500001	7750000	1	7747452	7747454
04d	247718	247812	7500001	7750000	1	7747718	7747812
04d	248040	248801	7500001	7750000	1	7748040	7748801
04d	248040	248053	7500001	7750000	1	7748040	7748053
04d	248949	248954	7500001	7750000	1	7748949	7748954
04d	249274	249495	7500001	7750000	1	7749274	7749495
04d	249536	249894	7500001	7750000	1	7749536	7749894
04d	249882	249894	7500001	7750000	1	7749882	7749894
04d	249882	249919	7500001	7750000	1	7749882	7749919
04e	206	1387	7750001	8027223	1	7750206	7751387
04e	1253	1387	7750001	8027223	1	7751253	7751387
04e	3602	3696	7750001	8027223	1	7753602	7753696
04e	3964	3982	7750001	8027223	1	7753964	7753982
04e	7966	8467	7750001	8027223	1	7757966	7758467
04e	8278	8281	7750001	8027223	1	7758278	7758281
04e	8278	8594	7750001	8027223	1	7758278	7758594
04e	9251	9262	7750001	8027223	1	7759251	7759262
04e	9643	9835	7750001	8027223	1	7759643	7759835
04e	9835	9919	7750001	8027223	1	7759835	7759919
04e	11334	11596	7750001	8027223	1	7761334	7761596
04e	11526	11596	7750001	8027223	1	7761526	7761596
04e	13659	13994	7750001	8027223	1	7763659	7763994
04e	13659	15860	7750001	8027223	1	7763659	7765860
04e	13994	14515	7750001	8027223	1	7763994	7764515
04e	14487	15046	7750001	8027223	1	7764487	7765046
04e	14487	15564	7750001	8027223	1	7764487	7765564
04e	14487	14811	7750001	8027223	1	7764487	7764811
04e	15046	15564	7750001	8027223	1	7765046	7765564
04e	15174	15396	7750001	8027223	1	7765174	7765396
04e	15396	15698	7750001	8027223	1	7765396	7765698
04e	15844	15951	7750001	8027223	1	7765844	7765951
04e	15876	15951	7750001	8027223	1	7765876	7765951
04e	17902	18090	7750001	8027223	1	7767902	7768090
04e	17902	19140	7750001	8027223	1	7767902	7769140
04e	19143	19146	7750001	8027223	1	7769143	7769146
04e	19779	19868	7750001	8027223	1	7769779	7769868
04e	20069	21013	7750001	8027223	1	7770069	7771013
04e	20607	20904	7750001	8027223	1	7770607	7770904
04e	21262	21418	7750001	8027223	1	7771262	7771418
04e	25204	30836	7750001	8027223	1	7775204	7780836
04e	25430	25551	7750001	8027223	1	7775430	7775551
04e	28600	28996	7750001	8027223	1	7778600	7778996
04e	28746	28775	7750001	8027223	1	7778746	7778775
04e	28788	29493	7750001	8027223	1	7778788	7779493
04e	28788	29104	7750001	8027223	1	7778788	7779104
04e	28788	28996	7750001	8027223	1	7778788	7778996
04e	29493	29494	7750001	8027223	1	7779493	7779494
04e	43146	44509	7750001	8027223	1	7793146	7794509
04e	45066	45444	7750001	8027223	1	7795066	7795444
04e	45066	45295	7750001	8027223	1	7795066	7795295
04e	45529	46557	7750001	8027223	1	7795529	7796557
04e	45529	46083	7750001	8027223	1	7795529	7796083
04e	45529	45738	7750001	8027223	1	7795529	7795738
04e	45553	45738	7750001	8027223	1	7795553	7795738
04e	46083	46090	7750001	8027223	1	7796083	7796090
04e	46523	46557	7750001	8027223	1	7796523	7796557
04e	46549	46557	7750001	8027223	1	7796549	7796557
04e	46622	46650	7750001	8027223	1	7796622	7796650
04e	46818	49350	7750001	8027223	1	7796818	7799350
04e	46982	47429	7750001	8027223	1	7796982	7797429
04e	47867	48035	7750001	8027223	1	7797867	7798035
04e	47991	48360	7750001	8027223	1	7797991	7798360
04e	47991	48100	7750001	8027223	1	7797991	7798100
04e	48035	48360	7750001	8027223	1	7798035	7798360
04e	48260	48360	7750001	8027223	1	7798260	7798360
04e	48944	49238	7750001	8027223	1	7798944	7799238
04e	50855	50870	7750001	8027223	1	7800855	7800870
04e	51456	51844	7750001	8027223	1	7801456	7801844
04e	51703	51844	7750001	8027223	1	7801703	7801844
04e	52429	60572	7750001	8027223	1	7802429	7810572
04e	52429	52700	7750001	8027223	1	7802429	7802700
04e	52698	52788	7750001	8027223	1	7802698	7802788
04e	52698	52700	7750001	8027223	1	7802698	7802700
04e	52782	53203	7750001	8027223	1	7802782	7803203
04e	52782	52788	7750001	8027223	1	7802782	7802788
04e	52782	53065	7750001	8027223	1	7802782	7803065
04e	53004	53203	7750001	8027223	1	7803004	7803203
04e	54231	54381	7750001	8027223	1	7804231	7804381
04e	57964	58548	7750001	8027223	1	7807964	7808548
04e	59808	60572	7750001	8027223	1	7809808	7810572
04e	59808	59909	7750001	8027223	1	7809808	7809909
04e	59808	60710	7750001	8027223	1	7809808	7810710
04e	59808	59935	7750001	8027223	1	7809808	7809935
04e	59935	60572	7750001	8027223	1	7809935	7810572
04e	60520	60710	7750001	8027223	1	7810520	7810710
04e	61020	61026	7750001	8027223	1	7811020	7811026
04e	62648	64238	7750001	8027223	1	7812648	7814238
04e	64203	64238	7750001	8027223	1	7814203	7814238
04e	65838	66615	7750001	8027223	1	7815838	7816615
04e	68884	68890	7750001	8027223	1	7818884	7818890
04e	70876	71010	7750001	8027223	1	7820876	7821010
04e	70876	71465	7750001	8027223	1	7820876	7821465
04e	72813	72861	7750001	8027223	1	7822813	7822861
04e	76258	76396	7750001	8027223	1	7826258	7826396
04e	76258	76354	7750001	8027223	1	7826258	7826354
04e	76639	77253	7750001	8027223	1	7826639	7827253
04e	76639	76828	7750001	8027223	1	7826639	7826828
04e	76639	76640	7750001	8027223	1	7826639	7826640
04e	77935	89999	7750001	8027223	1	7827935	7839999
04e	77935	78108	7750001	8027223	1	7827935	7828108
04e	78066	78108	7750001	8027223	1	7828066	7828108
04e	80600	88897	7750001	8027223	1	7830600	7838897
04e	80606	80657	7750001	8027223	1	7830606	7830657
04e	80819	80829	7750001	8027223	1	7830819	7830829
04e	80829	80889	7750001	8027223	1	7830829	7830889
04e	81026	81220	7750001	8027223	1	7831026	7831220
04e	81780	82004	7750001	8027223	1	7831780	7832004
04e	82282	82315	7750001	8027223	1	7832282	7832315
04e	82552	82671	7750001	8027223	1	7832552	7832671
04e	83068	83639	7750001	8027223	1	7833068	7833639
04e	83068	84747	7750001	8027223	1	7833068	7834747
04e	83251	83310	7750001	8027223	1	7833251	7833310
04e	83478	83639	7750001	8027223	1	7833478	7833639
04e	84262	84747	7750001	8027223	1	7834262	7834747
04e	84556	84747	7750001	8027223	1	7834556	7834747
04e	84983	85001	7750001	8027223	1	7834983	7835001
04e	84983	85381	7750001	8027223	1	7834983	7835381
04e	85376	85462	7750001	8027223	1	7835376	7835462
04e	86193	86700	7750001	8027223	1	7836193	7836700
04e	86416	87770	7750001	8027223	1	7836416	7837770
04e	86416	86724	7750001	8027223	1	7836416	7836724
04e	87024	87388	7750001	8027223	1	7837024	7837388
04e	87132	87196	7750001	8027223	1	7837132	7837196
04e	87342	87388	7750001	8027223	1	7837342	7837388
04e	87582	87617	7750001	8027223	1	7837582	7837617
04e	87700	87749	7750001	8027223	1	7837700	7837749
04e	87906	88267	7750001	8027223	1	7837906	7838267
04e	88078	88082	7750001	8027223	1	7838078	7838082
04e	88183	88267	7750001	8027223	1	7838183	7838267
04e	88674	88693	7750001	8027223	1	7838674	7838693
04e	88879	88897	7750001	8027223	1	7838879	7838897
04e	88879	89038	7750001	8027223	1	7838879	7839038
04e	90794	91111	7750001	8027223	1	7840794	7841111
04e	93244	93417	7750001	8027223	1	7843244	7843417
04e	98364	99011	7750001	8027223	1	7848364	7849011
04e	98364	98546	7750001	8027223	1	7848364	7848546
04e	99672	99675	7750001	8027223	1	7849672	7849675
04e	102062	102114	7750001	8027223	1	7852062	7852114
04e	124427	124544	7750001	8027223	1	7874427	7874544
04e	124492	124605	7750001	8027223	1	7874492	7874605
04e	124492	124618	7750001	8027223	1	7874492	7874618
04e	124549	124618	7750001	8027223	1	7874549	7874618
04e	125611	125956	7750001	8027223	1	7875611	7875956
04e	125611	125695	7750001	8027223	1	7875611	7875695
04e	125894	125956	7750001	8027223	1	7875894	7875956
04e	136002	136003	7750001	8027223	1	7886002	7886003
04e	139097	139215	7750001	8027223	1	7889097	7889215
04e	139203	139215	7750001	8027223	1	7889203	7889215
04e	148683	148684	7750001	8027223	1	7898683	7898684
04e	152885	153264	7750001	8027223	1	7902885	7903264
04e	152885	152922	7750001	8027223	1	7902885	7902922
04e	153010	162645	7750001	8027223	1	7903010	7912645
04e	153071	153264	7750001	8027223	1	7903071	7903264
04e	153260	153264	7750001	8027223	1	7903260	7903264
04e	154460	158369	7750001	8027223	1	7904460	7908369
04e	154460	154544	7750001	8027223	1	7904460	7904544
04e	154643	154707	7750001	8027223	1	7904643	7904707
04e	154949	155031	7750001	8027223	1	7904949	7905031
04e	155031	155049	7750001	8027223	1	7905031	7905049
04e	156041	156045	7750001	8027223	1	7906041	7906045
04e	156336	156343	7750001	8027223	1	7906336	7906343
04e	156909	156934	7750001	8027223	1	7906909	7906934
04e	157586	158158	7750001	8027223	1	7907586	7908158
04e	158158	158171	7750001	8027223	1	7908158	7908171
04e	158163	158171	7750001	8027223	1	7908163	7908171
04e	159094	162070	7750001	8027223	1	7909094	7912070
04e	159094	159145	7750001	8027223	1	7909094	7909145
04e	159663	159699	7750001	8027223	1	7909663	7909699
04e	159699	160002	7750001	8027223	1	7909699	7910002
04e	160475	160507	7750001	8027223	1	7910475	7910507
04e	160771	160964	7750001	8027223	1	7910771	7910964
04e	160860	160900	7750001	8027223	1	7910860	7910900
04e	160900	160964	7750001	8027223	1	7910900	7910964
04e	162070	162322	7750001	8027223	1	7912070	7912322
04e	162070	162082	7750001	8027223	1	7912070	7912082
04e	171831	179223	7750001	8027223	1	7921831	7929223
04e	176346	176430	7750001	8027223	1	7926346	7926430
04e	179377	179825	7750001	8027223	1	7929377	7929825
04e	179442	180269	7750001	8027223	1	7929442	7930269
04e	179660	179705	7750001	8027223	1	7929660	7929705
04e	179663	179705	7750001	8027223	1	7929663	7929705
04e	179784	179812	7750001	8027223	1	7929784	7929812
04e	179835	179862	7750001	8027223	1	7929835	7929862
04e	179862	180225	7750001	8027223	1	7929862	7930225
04e	180048	180050	7750001	8027223	1	7930048	7930050
04e	180225	180269	7750001	8027223	1	7930225	7930269
04e	182354	186240	7750001	8027223	1	7932354	7936240
04e	183594	183729	7750001	8027223	1	7933594	7933729
04e	184254	184536	7750001	8027223	1	7934254	7934536
04e	184710	185568	7750001	8027223	1	7934710	7935568
04e	184710	186240	7750001	8027223	1	7934710	7936240
04e	184710	185553	7750001	8027223	1	7934710	7935553
04e	186219	186240	7750001	8027223	1	7936219	7936240
04e	188661	191836	7750001	8027223	1	7938661	7941836
04e	188661	188665	7750001	8027223	1	7938661	7938665
04e	188676	191836	7750001	8027223	1	7938676	7941836
04e	191585	191599	7750001	8027223	1	7941585	7941599
04e	191585	191899	7750001	8027223	1	7941585	7941899
04e	191597	191899	7750001	8027223	1	7941597	7941899
04e	193841	194516	7750001	8027223	1	7943841	7944516
04e	193993	194710	7750001	8027223	1	7943993	7944710
04e	194687	196218	7750001	8027223	1	7944687	7946218
04e	194687	194710	7750001	8027223	1	7944687	7944710
04e	195074	195108	7750001	8027223	1	7945074	7945108
04e	195085	195267	7750001	8027223	1	7945085	7945267
04e	195182	195267	7750001	8027223	1	7945182	7945267
04e	195182	195522	7750001	8027223	1	7945182	7945522
04e	195220	195267	7750001	8027223	1	7945220	7945267
04e	195519	195522	7750001	8027223	1	7945519	7945522
04e	196192	196218	7750001	8027223	1	7946192	7946218
04e	200980	201851	7750001	8027223	1	7950980	7951851
04e	201158	201487	7750001	8027223	1	7951158	7951487
04e	201312	201427	7750001	8027223	1	7951312	7951427
04e	202333	202396	7750001	8027223	1	7952333	7952396
04e	202381	204976	7750001	8027223	1	7952381	7954976
04e	202949	203052	7750001	8027223	1	7952949	7953052
04e	203035	203052	7750001	8027223	1	7953035	7953052
04e	203274	203436	7750001	8027223	1	7953274	7953436
04e	203284	203513	7750001	8027223	1	7953284	7953513
04e	203425	204146	7750001	8027223	1	7953425	7954146
04e	203505	203513	7750001	8027223	1	7953505	7953513
04e	203785	204146	7750001	8027223	1	7953785	7954146
04e	204116	204616	7750001	8027223	1	7954116	7954616
04e	204146	204976	7750001	8027223	1	7954146	7954976
04e	204404	204976	7750001	8027223	1	7954404	7954976
04e	205302	206346	7750001	8027223	1	7955302	7956346
04e	205302	205369	7750001	8027223	1	7955302	7955369
04e	205302	205644	7750001	8027223	1	7955302	7955644
04e	205608	205644	7750001	8027223	1	7955608	7955644
04e	206126	206346	7750001	8027223	1	7956126	7956346
04e	206226	206346	7750001	8027223	1	7956226	7956346
04e	211117	211118	7750001	8027223	1	7961117	7961118
04e	211267	211499	7750001	8027223	1	7961267	7961499
04e	211267	211483	7750001	8027223	1	7961267	7961483
04e	216953	216971	7750001	8027223	1	7966953	7966971
04e	217198	217414	7750001	8027223	1	7967198	7967414
04e	217414	217453	7750001	8027223	1	7967414	7967453
04e	218031	218040	7750001	8027223	1	7968031	7968040
04e	219540	220764	7750001	8027223	1	7969540	7970764
04e	220527	220764	7750001	8027223	1	7970527	7970764
04e	220532	220575	7750001	8027223	1	7970532	7970575
04e	222348	222376	7750001	8027223	1	7972348	7972376
04e	222363	222618	7750001	8027223	1	7972363	7972618
04e	224821	224860	7750001	8027223	1	7974821	7974860
04e	227779	228585	7750001	8027223	1	7977779	7978585
04e	227779	233228	7750001	8027223	1	7977779	7983228
04e	227779	227792	7750001	8027223	1	7977779	7977792
04e	229198	236990	7750001	8027223	1	7979198	7986990
04e	230064	230102	7750001	8027223	1	7980064	7980102
04e	230102	230657	7750001	8027223	1	7980102	7980657
04e	230102	230547	7750001	8027223	1	7980102	7980547
04e	230538	230547	7750001	8027223	1	7980538	7980547
04e	231070	231355	7750001	8027223	1	7981070	7981355
04e	233912	233924	7750001	8027223	1	7983912	7983924
04e	234303	234308	7750001	8027223	1	7984303	7984308
04e	234382	234444	7750001	8027223	1	7984382	7984444
04e	234558	234929	7750001	8027223	1	7984558	7984929
04e	234880	234933	7750001	8027223	1	7984880	7984933
04e	235804	236990	7750001	8027223	1	7985804	7986990
04e	235804	235837	7750001	8027223	1	7985804	7985837
04e	235837	235889	7750001	8027223	1	7985837	7985889
04e	236474	236674	7750001	8027223	1	7986474	7986674
04e	236578	236705	7750001	8027223	1	7986578	7986705
04e	236652	236705	7750001	8027223	1	7986652	7986705
04e	236705	236717	7750001	8027223	1	7986705	7986717
04e	236717	236954	7750001	8027223	1	7986717	7986954
04e	236888	236954	7750001	8027223	1	7986888	7986954
04e	236888	236990	7750001	8027223	1	7986888	7986990
04e	236985	236990	7750001	8027223	1	7986985	7986990
04e	237018	237021	7750001	8027223	1	7987018	7987021
04e	237205	237236	7750001	8027223	1	7987205	7987236
04e	240902	241243	7750001	8027223	1	7990902	7991243
04e	240934	241243	7750001	8027223	1	7990934	7991243
04e	246723	246724	7750001	8027223	1	7996723	7996724
04e	248703	248774	7750001	8027223	1	7998703	7998774
04e	248738	248774	7750001	8027223	1	7998738	7998774
04e	252862	253013	7750001	8027223	1	8002862	8003013
04e	259591	259692	7750001	8027223	1	8009591	8009692
04e	260913	274101	7750001	8027223	1	8010913	8024101
04e	261090	263185	7750001	8027223	1	8011090	8013185
04e	261090	261105	7750001	8027223	1	8011090	8011105
04e	261937	262472	7750001	8027223	1	8011937	8012472
04e	262038	263185	7750001	8027223	1	8012038	8013185
04e	263237	263299	7750001	8027223	1	8013237	8013299
04e	264177	269819	7750001	8027223	1	8014177	8019819
04e	270074	270104	7750001	8027223	1	8020074	8020104
04e	270095	270104	7750001	8027223	1	8020095	8020104
04e	271235	271286	7750001	8027223	1	8021235	8021286
04e	271256	271260	7750001	8027223	1	8021256	8021260
04e	271668	272310	7750001	8027223	1	8021668	8022310
04e	272306	272310	7750001	8027223	1	8022306	8022310
04e	273334	273362	7750001	8027223	1	8023334	8023362
04e	273541	274649	7750001	8027223	1	8023541	8024649
04e	273734	273756	7750001	8027223	1	8023734	8023756
04e	274101	274607	7750001	8027223	1	8024101	8024607
04e	274206	274352	7750001	8027223	1	8024206	8024352
04e	274206	274210	7750001	8027223	1	8024206	8024210
04e	276354	276723	7750001	8027223	1	8026354	8026723
05a	488	2645	8027224	8250000	1	8027711	8029868
05a	2602	4707	8027224	8250000	1	8029825	8031930
05a	2602	2635	8027224	8250000	1	8029825	8029858
05a	2602	2645	8027224	8250000	1	8029825	8029868
05a	3781	40781	8027224	8250000	1	8031004	8068004
05a	3993	4127	8027224	8250000	1	8031216	8031350
05a	4000	4005	8027224	8250000	1	8031223	8031228
05a	5777	5968	8027224	8250000	1	8033000	8033191
05a	7244	7272	8027224	8250000	1	8034467	8034495
05a	7729	25142	8027224	8250000	1	8034952	8052365
05a	34191	34192	8027224	8250000	1	8061414	8061415
05a	35372	37013	8027224	8250000	1	8062595	8064236
05a	44988	45012	8027224	8250000	1	8072211	8072235
05a	47280	47417	8027224	8250000	1	8074503	8074640
05a	53400	53412	8027224	8250000	1	8080623	8080635
05a	53400	53706	8027224	8250000	1	8080623	8080929
05a	53400	53700	8027224	8250000	1	8080623	8080923
05a	53700	53706	8027224	8250000	1	8080923	8080929
05a	54524	54525	8027224	8250000	1	8081747	8081748
05a	54829	54833	8027224	8250000	1	8082052	8082056
05a	55360	55383	8027224	8250000	1	8082583	8082606
05a	56208	56598	8027224	8250000	1	8083431	8083821
05a	56481	56598	8027224	8250000	1	8083704	8083821
05a	56481	57361	8027224	8250000	1	8083704	8084584
05a	56597	56598	8027224	8250000	1	8083820	8083821
05a	58737	59020	8027224	8250000	1	8085960	8086243
05a	58737	58759	8027224	8250000	1	8085960	8085982
05a	59084	59556	8027224	8250000	1	8086307	8086779
05a	59309	59556	8027224	8250000	1	8086532	8086779
05a	59532	59556	8027224	8250000	1	8086755	8086779
05a	65146	65197	8027224	8250000	1	8092369	8092420
05a	65146	65161	8027224	8250000	1	8092369	8092384
05a	66958	67042	8027224	8250000	1	8094181	8094265
05a	68278	68362	8027224	8250000	1	8095501	8095585
05a	70006	70136	8027224	8250000	1	8097229	8097359
05a	70136	70290	8027224	8250000	1	8097359	8097513
05a	70136	70302	8027224	8250000	1	8097359	8097525
05a	70272	70302	8027224	8250000	1	8097495	8097525
05a	71822	71828	8027224	8250000	1	8099045	8099051
05a	74829	75014	8027224	8250000	1	8102052	8102237
05a	74829	75017	8027224	8250000	1	8102052	8102240
05a	77964	78053	8027224	8250000	1	8105187	8105276
05a	116555	116977	8027224	8250000	1	8143778	8144200
05a	116555	116693	8027224	8250000	1	8143778	8143916
05a	125013	126925	8027224	8250000	1	8152236	8154148
05a	125013	125120	8027224	8250000	1	8152236	8152343
05a	125023	125035	8027224	8250000	1	8152246	8152258
05a	125632	125743	8027224	8250000	1	8152855	8152966
05a	126196	126217	8027224	8250000	1	8153419	8153440
05a	137280	137310	8027224	8250000	1	8164503	8164533
05a	137280	137290	8027224	8250000	1	8164503	8164513
05a	137280	137308	8027224	8250000	1	8164503	8164531
05a	137777	137789	8027224	8250000	1	8165000	8165012
05a	142183	142308	8027224	8250000	1	8169406	8169531
05a	142183	142228	8027224	8250000	1	8169406	8169451
05a	145458	145525	8027224	8250000	1	8172681	8172748
05a	161376	161380	8027224	8250000	1	8188599	8188603
05a	161376	163606	8027224	8250000	1	8188599	8190829
05a	163605	163670	8027224	8250000	1	8190828	8190893
05a	163606	163670	8027224	8250000	1	8190829	8190893
05a	163670	164936	8027224	8250000	1	8190893	8192159
05a	164773	164845	8027224	8250000	1	8191996	8192068
05a	164933	164936	8027224	8250000	1	8192156	8192159
05a	165023	165026	8027224	8250000	1	8192246	8192249
05a	166759	166760	8027224	8250000	1	8193982	8193983
05a	166834	166837	8027224	8250000	1	8194057	8194060
05a	167602	167622	8027224	8250000	1	8194825	8194845
05a	168111	168444	8027224	8250000	1	8195334	8195667
05a	168178	168181	8027224	8250000	1	8195401	8195404
05a	168908	168909	8027224	8250000	1	8196131	8196132
05a	171104	172068	8027224	8250000	1	8198327	8199291
05a	172025	172068	8027224	8250000	1	8199248	8199291
05a	172025	172026	8027224	8250000	1	8199248	8199249
05a	173738	173757	8027224	8250000	1	8200961	8200980
05a	173802	173834	8027224	8250000	1	8201025	8201057
05a	175180	175211	8027224	8250000	1	8202403	8202434
05a	175565	175624	8027224	8250000	1	8202788	8202847
05a	176777	176800	8027224	8250000	1	8204000	8204023
05a	177596	177754	8027224	8250000	1	8204819	8204977
05a	177754	178008	8027224	8250000	1	8204977	8205231
05a	179407	179533	8027224	8250000	1	8206630	8206756
05a	179510	179560	8027224	8250000	1	8206733	8206783
05a	179549	179560	8027224	8250000	1	8206772	8206783
05a	180477	180839	8027224	8250000	1	8207700	8208062
05a	183733	183809	8027224	8250000	1	8210956	8211032
05a	185630	186687	8027224	8250000	1	8212853	8213910
05a	186513	186568	8027224	8250000	1	8213736	8213791
05a	186686	186687	8027224	8250000	1	8213909	8213910
05a	186760	186935	8027224	8250000	1	8213983	8214158
05a	186817	186935	8027224	8250000	1	8214040	8214158
05a	191465	191772	8027224	8250000	1	8218688	8218995
05a	191466	191772	8027224	8250000	1	8218689	8218995
05a	193373	193383	8027224	8250000	1	8220596	8220606
05a	194530	195878	8027224	8250000	1	8221753	8223101
05a	199341	199360	8027224	8250000	1	8226564	8226583
05a	199341	199635	8027224	8250000	1	8226564	8226858
05a	199538	199731	8027224	8250000	1	8226761	8226954
05a	199538	199567	8027224	8250000	1	8226761	8226790
05a	199544	199567	8027224	8250000	1	8226767	8226790
05a	199544	199635	8027224	8250000	1	8226767	8226858
05a	200719	201071	8027224	8250000	1	8227942	8228294
05a	200930	201071	8027224	8250000	1	8228153	8228294
05a	203436	212092	8027224	8250000	1	8230659	8239315
05a	203436	203697	8027224	8250000	1	8230659	8230920
05a	203472	204410	8027224	8250000	1	8230695	8231633
05a	203472	204656	8027224	8250000	1	8230695	8231879
05a	203692	203697	8027224	8250000	1	8230915	8230920
05a	203925	204097	8027224	8250000	1	8231148	8231320
05a	205099	208009	8027224	8250000	1	8232322	8235232
05a	206493	206999	8027224	8250000	1	8233716	8234222
05a	207176	208009	8027224	8250000	1	8234399	8235232
05a	207675	207881	8027224	8250000	1	8234898	8235104
05a	207675	207894	8027224	8250000	1	8234898	8235117
05a	209139	212092	8027224	8250000	1	8236362	8239315
05a	210010	210364	8027224	8250000	1	8237233	8237587
05a	210109	210364	8027224	8250000	1	8237332	8237587
05a	210853	212092	8027224	8250000	1	8238076	8239315
05a	211199	211963	8027224	8250000	1	8238422	8239186
05a	211963	212092	8027224	8250000	1	8239186	8239315
05a	213027	214036	8027224	8250000	1	8240250	8241259
05a	213027	213028	8027224	8250000	1	8240250	8240251
05a	216037	216097	8027224	8250000	1	8243260	8243320
05a	219996	220212	8027224	8250000	1	8247219	8247435
05a	221337	222139	8027224	8250000	1	8248560	8249362
05b	3384	4228	8250001	8500000	1	8253384	8254228
05b	3535	3597	8250001	8500000	1	8253535	8253597
05b	3535	3540	8250001	8500000	1	8253535	8253540
05b	3962	3971	8250001	8500000	1	8253962	8253971
05b	4195	4228	8250001	8500000	1	8254195	8254228
05b	8982	20185	8250001	8500000	1	8258982	8270185
05b	16078	16825	8250001	8500000	1	8266078	8266825
05b	19430	20185	8250001	8500000	1	8269430	8270185
05b	19430	19879	8250001	8500000	1	8269430	8269879
05b	19450	19452	8250001	8500000	1	8269450	8269452
05b	19620	20144	8250001	8500000	1	8269620	8270144
05b	21820	21939	8250001	8500000	1	8271820	8271939
05b	21939	24489	8250001	8500000	1	8271939	8274489
05b	23927	25121	8250001	8500000	1	8273927	8275121
05b	23927	25609	8250001	8500000	1	8273927	8275609
05b	24104	24118	8250001	8500000	1	8274104	8274118
05b	24260	24265	8250001	8500000	1	8274260	8274265
05b	24473	25121	8250001	8500000	1	8274473	8275121
05b	25032	25071	8250001	8500000	1	8275032	8275071
05b	25403	26075	8250001	8500000	1	8275403	8276075
05b	25403	25642	8250001	8500000	1	8275403	8275642
05b	25475	26075	8250001	8500000	1	8275475	8276075
05b	26054	26075	8250001	8500000	1	8276054	8276075
05b	28678	28739	8250001	8500000	1	8278678	8278739
05b	31955	32049	8250001	8500000	1	8281955	8282049
05b	32030	32049	8250001	8500000	1	8282030	8282049
05b	35673	35755	8250001	8500000	1	8285673	8285755
05b	38017	38084	8250001	8500000	1	8288017	8288084
05b	38017	38064	8250001	8500000	1	8288017	8288064
05b	38064	38084	8250001	8500000	1	8288064	8288084
05b	41161	41184	8250001	8500000	1	8291161	8291184
05b	46092	46528	8250001	8500000	1	8296092	8296528
05b	46155	46448	8250001	8500000	1	8296155	8296448
05b	46770	47075	8250001	8500000	1	8296770	8297075
05b	47461	47463	8250001	8500000	1	8297461	8297463
05b	47638	47641	8250001	8500000	1	8297638	8297641
05b	52277	52281	8250001	8500000	1	8302277	8302281
05b	52278	52281	8250001	8500000	1	8302278	8302281
05b	58235	59458	8250001	8500000	1	8308235	8309458
05b	58611	58836	8250001	8500000	1	8308611	8308836
05b	59421	59458	8250001	8500000	1	8309421	8309458
05b	60709	63687	8250001	8500000	1	8310709	8313687
05b	66669	67823	8250001	8500000	1	8316669	8317823
05b	67098	70338	8250001	8500000	1	8317098	8320338
05b	67098	67101	8250001	8500000	1	8317098	8317101
05b	67655	67823	8250001	8500000	1	8317655	8317823
05b	67748	67823	8250001	8500000	1	8317748	8317823
05b	67800	67823	8250001	8500000	1	8317800	8317823
05b	73421	73424	8250001	8500000	1	8323421	8323424
05b	75965	75970	8250001	8500000	1	8325965	8325970
05b	76010	80290	8250001	8500000	1	8326010	8330290
05b	76151	76219	8250001	8500000	1	8326151	8326219
05b	76175	76219	8250001	8500000	1	8326175	8326219
05b	78273	78350	8250001	8500000	1	8328273	8328350
05b	78636	78651	8250001	8500000	1	8328636	8328651
05b	78636	78711	8250001	8500000	1	8328636	8328711
05b	78872	78904	8250001	8500000	1	8328872	8328904
05b	79057	79199	8250001	8500000	1	8329057	8329199
05b	79199	79568	8250001	8500000	1	8329199	8329568
05b	79436	79607	8250001	8500000	1	8329436	8329607
05b	79559	79568	8250001	8500000	1	8329559	8329568
05b	82515	83854	8250001	8500000	1	8332515	8333854
05b	82921	83258	8250001	8500000	1	8332921	8333258
05b	82921	83042	8250001	8500000	1	8332921	8333042
05b	82921	82922	8250001	8500000	1	8332921	8332922
05b	82965	83042	8250001	8500000	1	8332965	8333042
05b	83658	83664	8250001	8500000	1	8333658	8333664
05b	83756	83803	8250001	8500000	1	8333756	8333803
05b	83756	83854	8250001	8500000	1	8333756	8333854
05b	83756	83770	8250001	8500000	1	8333756	8333770
05b	83780	83803	8250001	8500000	1	8333780	8333803
05b	89975	90097	8250001	8500000	1	8339975	8340097
05b	89975	90038	8250001	8500000	1	8339975	8340038
05b	89975	89988	8250001	8500000	1	8339975	8339988
05b	90013	90038	8250001	8500000	1	8340013	8340038
05b	90184	90980	8250001	8500000	1	8340184	8340980
05b	90184	90567	8250001	8500000	1	8340184	8340567
05b	90416	90980	8250001	8500000	1	8340416	8340980
05b	90416	90567	8250001	8500000	1	8340416	8340567
05b	90564	90567	8250001	8500000	1	8340564	8340567
05b	90596	90630	8250001	8500000	1	8340596	8340630
05b	90596	90961	8250001	8500000	1	8340596	8340961
05b	90931	90961	8250001	8500000	1	8340931	8340961
05b	109773	110695	8250001	8500000	1	8359773	8360695
05b	109773	110306	8250001	8500000	1	8359773	8360306
05b	110053	110061	8250001	8500000	1	8360053	8360061
