"","Tract","freq"
"27830","03q_AR_DM1050_ 16694_16744",1
"27831","03q_AR_DM1050_ 170715_170791",4
"27832","03q_AR_DM1050_ 196743_196761",3
"27833","03q_AR_DM1050_ 196743_196856",1
"27834","03q_AR_DM1050_ 20019_20020",2
"27835","03q_AR_DM1050_ 203713_203716",2
"27836","03q_AR_DM1050_ 214798_214825",2
"27837","03q_AR_DM1050_ 214798_214941",1
"27838","03q_AR_DM1050_ 229818_229819",1
"27839","03q_AR_DM1050_ 240282_242698",1
"27840","03q_AR_DM1050_ 240539_240562",2
"27841","03q_AR_DM1050_ 250910_250936",3
"27842","03q_AR_DM1050_ 250910_250955",1
"27843","03q_AR_DM1050_ 260224_260341",2
"27844","03q_AR_DM1050_ 260308_260334",1
"27845","03q_AR_DM1050_ 260334_260341",1
"27846","03q_AR_DM1050_ 260566_260946",1
"27847","03q_AR_DM1050_ 260566_260996",1
"27848","03q_AR_DM1050_ 260718_260946",1
"27849","03q_AR_DM1050_ 262256_262277",2
"27850","03q_AR_DM1050_ 263719_266219",1
"27851","03q_AR_DM1050_ 263758_263759",3
"27852","03q_AR_DM1050_ 292501_292578",1
"27853","03q_AR_DM1050_ 293371_293373",1
"27854","03q_AR_DM1050_ 36691_36722",1
"27855","03q_AR_DM1050_ 38107_39563",1
"27856","03q_AR_DM1050_ 38699_38902",2
"27857","03q_AR_DM1050_ 38901_38902",1
"27858","03q_AR_DM1050_ 39732_39745",1
"27859","03q_AR_DM1050_ 39732_39760",2
"27860","03q_AR_DM1050_ 39755_39760",1
"27861","03q_AR_DM1050_ 41427_42014",1
"27862","03q_AR_DM1050_ 49792_49832",3
"27863","03q_AR_DM1050_ 49792_50244",1
"27864","03q_AR_DM1050_ 90144_90173",1
"27865","03q_AR_DM1056_ 108486_108610",1
"27866","03q_AR_DM1056_ 125011_125018",2
"27867","03q_AR_DM1056_ 128238_128883",1
"27868","03q_AR_DM1056_ 128638_131207",1
"27869","03q_AR_DM1056_ 128638_132671",1
"27870","03q_AR_DM1056_ 128960_129404",2
"27871","03q_AR_DM1056_ 129097_129460",1
"27872","03q_AR_DM1056_ 130627_131207",2
"27873","03q_AR_DM1056_ 13077_13332",1
"27874","03q_AR_DM1056_ 130991_131207",1
"27875","03q_AR_DM1056_ 13327_13332",2
"27876","03q_AR_DM1056_ 15661_15697",1
"27877","03q_AR_DM1056_ 164880_166532",2
"27878","03q_AR_DM1056_ 165070_165338",1
"27879","03q_AR_DM1056_ 165263_165338",1
"27880","03q_AR_DM1056_ 165699_165776",1
"27881","03q_AR_DM1056_ 166192_166471",1
"27882","03q_AR_DM1056_ 166471_166532",1
"27883","03q_AR_DM1056_ 17316_17319",1
"27884","03q_AR_DM1056_ 174145_174315",1
"27885","03q_AR_DM1056_ 194579_195372",1
"27886","03q_AR_DM1056_ 194579_195938",1
"27887","03q_AR_DM1056_ 194579_196003",1
"27888","03q_AR_DM1056_ 194628_194695",1
"27889","03q_AR_DM1056_ 203930_203950",1
"27890","03q_AR_DM1056_ 203930_204133",2
"27891","03q_AR_DM1056_ 246781_246788",2
"27892","03q_AR_DM1056_ 253202_253324",1
"27893","03q_AR_DM1056_ 269294_269406",1
"27894","03q_AR_DM1056_ 27216_27526",1
"27895","03q_AR_DM1056_ 27450_27526",1
"27896","03q_AR_DM1056_ 27450_27527",1
"27897","03q_AR_DM1056_ 27450_27754",1
"27898","03q_AR_DM1056_ 293183_293184",1
"27899","03q_AR_DM1056_ 29866_29889",1
"27900","03q_AR_DM1056_ 310625_310633",1
"27901","03q_AR_DM1056_ 317263_317960",1
"27902","03q_AR_DM1056_ 74593_76083",1
"27903","03q_AR_DM1056_ 74738_76216",1
"27904","03q_AR_DM1056_ 74989_75046",1
"27905","03q_AR_DM1056_ 75743_76083",1
"27906","03q_AR_DM1056_ 9017_9305",1
"27907","03q_AR_DM1056_ 9211_9305",1
"27908","03q_AR_DM1088_ 103090_103130",2
"27909","03q_AR_DM1088_ 108357_108866",1
"27910","03q_AR_DM1088_ 108621_108790",1
"27911","03q_AR_DM1088_ 165447_168375",1
"27912","03q_AR_DM1088_ 182907_183221",1
"27913","03q_AR_DM1088_ 182973_183221",2
"27914","03q_AR_DM1088_ 20019_20020",2
"27915","03q_AR_DM1088_ 21673_21725",1
"27916","03q_AR_DM1088_ 219180_219318",1
"27917","03q_AR_DM1088_ 227792_227803",3
"27918","03q_AR_DM1088_ 227792_227822",1
"27919","03q_AR_DM1088_ 236289_236518",3
"27920","03q_AR_DM1088_ 236289_236545",1
"27921","03q_AR_DM1088_ 236535_236545",3
"27922","03q_AR_DM1088_ 255423_255458",1
"27923","03q_AR_DM1088_ 262324_262325",3
"27924","03q_AR_DM1088_ 264436_265242",1
"27925","03q_AR_DM1088_ 265240_265242",2
"27926","03q_AR_DM1088_ 29356_35080",1
"27927","03q_AR_DM1088_ 303576_303657",2
"27928","03q_AR_DM1088_ 306069_306082",1
"27929","03q_AR_DM1088_ 306585_306639",1
"27930","03q_AR_DM1088_ 309006_310767",1
"27931","03q_AR_DM1088_ 309779_310767",1
"27932","03q_AR_DM1088_ 310483_310767",1
"27933","03q_AR_DM1088_ 312229_312903",3
"27934","03q_AR_DM1088_ 312498_312903",1
"27935","03q_AR_DM1088_ 35907_37718",1
"27936","03q_AR_DM1088_ 58683_58943",1
"27937","03q_AR_DM1088_ 62118_62436",1
"27938","03q_AR_DM1088_ 79128_79131",4
"27939","03q_AR_DM1088_ 84407_84460",3
"27940","03q_AR_KB635_ 134237_134966",1
"27941","03q_AR_KB635_ 139936_140714",1
"27942","03q_AR_KB635_ 140613_140714",1
"27943","03q_AR_KB635_ 151428_154114",1
"27944","03q_AR_KB635_ 151575_153136",1
"27945","03q_AR_KB635_ 151575_155559",1
"27946","03q_AR_KB635_ 152586_152600",1
"27947","03q_AR_KB635_ 152736_152760",1
"27948","03q_AR_KB635_ 153136_155371",1
"27949","03q_AR_KB635_ 154099_155110",1
"27950","03q_AR_KB635_ 154897_155559",1
"27951","03q_AR_KB635_ 155409_155559",1
"27952","03q_AR_KB635_ 155419_155559",1
"27953","03q_AR_KB635_ 179473_179786",1
"27954","03q_AR_KB635_ 179519_179786",3
"27955","03q_AR_KB635_ 193885_193889",4
"27956","03q_AR_KB635_ 203841_203878",1
"27957","03q_AR_KB635_ 203878_203891",1
"27958","03q_AR_KB635_ 211326_211328",1
"27959","03q_AR_KB635_ 211326_211368",3
"27960","03q_AR_KB635_ 222613_222644",1
"27961","03q_AR_KB635_ 232967_232970",4
"27962","03q_AR_KB635_ 238720_238760",1
"27963","03q_AR_KB635_ 262324_262325",2
"27964","03q_AR_KB635_ 262324_262358",1
"27965","03q_AR_KB635_ 266640_268198",1
"27966","03q_AR_KB635_ 292534_292701",1
"27967","03q_AR_KB635_ 306527_306660",1
"27968","03q_AR_KB635_ 306660_306846",1
"27969","03q_AR_KB635_ 310277_310280",3
"27970","03q_AR_KB635_ 310277_310489",1
"27971","03q_AR_KB635_ 71946_73415",1
"27972","03q_AR_KB635_ 750_840",1
"27973","03q_AR_KB635_ 825_840",1
"27974","03q_AR_KB635_ 97817_97838",1
"27975","03q_AR_KB652_ 104331_104650",1
"27976","03q_AR_KB652_ 104331_104748",3
"27977","03q_AR_KB652_ 110277_111572",1
"27978","03q_AR_KB652_ 120283_120333",1
"27979","03q_AR_KB652_ 134237_134966",1
"27980","03q_AR_KB652_ 16237_16248",1
"27981","03q_AR_KB652_ 17316_17319",1
"27982","03q_AR_KB652_ 182543_182557",1
"27983","03q_AR_KB652_ 182543_188626",1
"27984","03q_AR_KB652_ 20694_20812",1
"27985","03q_AR_KB652_ 20783_20855",1
"27986","03q_AR_KB652_ 20783_21509",1
"27987","03q_AR_KB652_ 21459_21509",1
"27988","03q_AR_KB652_ 236096_236099",4
"27989","03q_AR_KB652_ 249282_249470",2
"27990","03q_AR_KB652_ 249282_249552",1
"27991","03q_AR_KB652_ 249450_249470",1
"27992","03q_AR_KB652_ 250805_253273",1
"27993","03q_AR_KB652_ 272180_272248",1
"27994","03q_AR_KB652_ 28786_28801",1
"27995","03q_AR_KB652_ 293152_293163",1
"27996","03q_AR_KB652_ 300727_300757",1
"27997","03q_AR_KB652_ 300727_300817",1
"27998","03q_AR_KB652_ 300727_300820",1
"27999","03q_AR_KB652_ 300757_300820",1
"28000","03q_AR_KB652_ 310277_310280",3
"28001","03q_AR_KB652_ 310277_310489",1
"28002","03q_AR_KB652_ 313376_313415",1
"28003","03q_AR_KB652_ 313376_313436",4
"28004","03q_AR_KB652_ 314005_314455",2
"28005","03q_AR_KB652_ 314152_314455",1
"28006","03q_AR_KB652_ 314191_314455",1
"28007","03q_AR_KB652_ 36625_36805",1
"28008","03q_AR_KB652_ 4199_4475",1
"28009","03q_AR_KB652_ 4199_4736",1
"28010","03q_AR_KB652_ 4351_4736",1
"28011","03q_AR_KB652_ 4453_4475",1
"28012","03q_AR_KB652_ 4592_4736",2
"28013","03q_AR_KB652_ 53995_54114",1
"28014","03q_AR_KB652_ 54114_54207",1
"28015","03q_AR_KB652_ 54114_54248",1
"28016","03q_AR_KB652_ 56272_59026",1
"28017","03q_AR_KB652_ 5718_5796",4
"28018","03q_AR_KB652_ 5786_5796",1
"28019","03q_AR_KB652_ 59026_59152",2
"28020","03q_AR_KB652_ 70811_71917",4
"28021","03q_AR_KB652_ 83154_84272",1
"28022","03q_AR_KB754_ 15241_16156",1
"28023","03q_AR_KB754_ 159720_165038",1
"28024","03q_AR_KB754_ 173291_174001",3
"28025","03q_AR_KB754_ 173384_173532",1
"28026","03q_AR_KB754_ 204023_204044",1
"28027","03q_AR_KB754_ 204124_204343",1
"28028","03q_AR_KB754_ 208180_208251",1
"28029","03q_AR_KB754_ 208975_209014",3
"28030","03q_AR_KB754_ 229289_229818",1
"28031","03q_AR_KB754_ 243791_243795",5
"28032","03q_AR_KB754_ 248770_248870",2
"28033","03q_AR_KB754_ 248867_248870",3
"28034","03q_AR_KB754_ 262489_262585",3
"28035","03q_AR_KB754_ 268759_269406",1
"28036","03q_AR_KB754_ 29284_29917",1
"28037","03q_AR_KB754_ 298361_298410",1
"28038","03q_AR_KB754_ 301444_301892",1
"28039","03q_AR_KB754_ 301444_303657",1
"28040","03q_AR_KB754_ 301719_302899",1
"28041","03q_AR_KB754_ 302405_302899",1
"28042","03q_AR_KB754_ 303125_303312",1
"28043","03q_AR_KB754_ 303125_303765",1
"28044","03q_AR_KB754_ 303567_303657",1
"28045","03q_AR_KB754_ 305438_305443",1
"28046","03q_AR_KB754_ 305438_305453",3
"28047","03q_AR_KB754_ 305438_306082",1
"28048","03q_AR_KB754_ 308336_308502",1
"28049","03q_AR_KB754_ 75603_75653",1
"28050","03q_AR_KB754_ 75603_77402",2
"28051","03q_AR_KB754_ 80173_80251",1
"28052","03q_AR_KB754_ 86064_87176",1
"28053","03q_AR_KB754_ 86917_87176",1
"28054","03q_AR_KB754_ 87089_87176",2
"28055","03q_AR_KB754_ 87172_87913",1
"28056","03q_AR_KB819_ 11716_11724",1
"28057","03q_AR_KB819_ 11716_11750",1
"28058","03q_AR_KB819_ 11716_12595",1
"28059","03q_AR_KB819_ 11735_11750",1
"28060","03q_AR_KB819_ 117681_117834",3
"28061","03q_AR_KB819_ 117681_130475",1
"28062","03q_AR_KB819_ 117821_117834",1
"28063","03q_AR_KB819_ 118101_118128",2
"28064","03q_AR_KB819_ 118124_120162",1
"28065","03q_AR_KB819_ 12466_12595",1
"28066","03q_AR_KB819_ 12466_12987",1
"28067","03q_AR_KB819_ 125011_125018",2
"28068","03q_AR_KB819_ 12808_13267",2
"28069","03q_AR_KB819_ 12813_13267",1
"28070","03q_AR_KB819_ 129713_129725",1
"28071","03q_AR_KB819_ 129713_130475",1
"28072","03q_AR_KB819_ 129989_130001",1
"28073","03q_AR_KB819_ 130457_130475",1
"28074","03q_AR_KB819_ 195511_195720",1
"28075","03q_AR_KB819_ 19945_20656",1
"28076","03q_AR_KB819_ 20656_20788",1
"28077","03q_AR_KB819_ 20656_20855",1
"28078","03q_AR_KB819_ 20708_20709",1
"28079","03q_AR_KB819_ 20844_20855",1
"28080","03q_AR_KB819_ 21880_21924",1
"28081","03q_AR_KB819_ 25032_25687",1
"28082","03q_AR_KB819_ 25579_25687",1
"28083","03q_AR_KB819_ 256130_256260",1
"28084","03q_AR_KB819_ 256222_256260",1
"28085","03q_AR_KB819_ 27526_27527",2
"28086","03q_AR_KB819_ 27526_27776",1
"28087","03q_AR_KB819_ 27526_28660",1
"28088","03q_AR_KB819_ 28650_28660",1
"28089","03q_AR_KB819_ 291875_291877",1
"28090","03q_AR_KB819_ 300231_300295",2
"28091","03q_AR_KB819_ 300231_300349",1
"28092","03q_AR_KB819_ 38903_39467",1
"28093","03q_AR_KB819_ 39244_39353",1
"28094","03q_AR_KB819_ 39244_39441",3
"28095","03q_AR_KB819_ 42002_42003",2
"28096","03q_AR_KB819_ 44498_44500",4
"28097","03q_AR_KB819_ 44805_45082",1
"28098","03q_AR_KB819_ 57567_59673",1
"28099","03q_AR_KB819_ 58683_58943",1
"28100","03q_AR_KB819_ 59603_59673",1
"28101","03q_AR_KB819_ 59637_59673",1
"28102","03q_AR_KB820_ 107919_107940",3
"28103","03q_AR_KB820_ 108609_108610",1
"28104","03q_AR_KB820_ 11716_11724",1
"28105","03q_AR_KB820_ 11716_11750",1
"28106","03q_AR_KB820_ 11716_12595",1
"28107","03q_AR_KB820_ 11735_11750",1
"28108","03q_AR_KB820_ 12466_12595",1
"28109","03q_AR_KB820_ 129713_129725",2
"28110","03q_AR_KB820_ 142880_145724",1
"28111","03q_AR_KB820_ 195682_195822",1
"28112","03q_AR_KB820_ 204124_204343",1
"28113","03q_AR_KB820_ 206448_206708",1
"28114","03q_AR_KB820_ 211216_211454",2
"28115","03q_AR_KB820_ 211326_211328",1
"28116","03q_AR_KB820_ 211326_211368",1
"28117","03q_AR_KB820_ 218691_218932",2
"28118","03q_AR_KB820_ 218691_218999",2
"28119","03q_AR_KB820_ 21895_21918",2
"28120","03q_AR_KB820_ 220239_220245",1
"28121","03q_AR_KB820_ 230287_230383",1
"28122","03q_AR_KB820_ 25020_25107",1
"28123","03q_AR_KB820_ 253273_253319",1
"28124","03q_AR_KB820_ 25654_25687",2
"28125","03q_AR_KB820_ 260993_260996",1
"28126","03q_AR_KB820_ 264279_264291",1
"28127","03q_AR_KB820_ 265240_265242",2
"28128","03q_AR_KB820_ 28767_29086",1
"28129","03q_AR_KB820_ 28903_29086",1
"28130","03q_AR_KB820_ 54271_54758",1
"28131","03q_AR_KB820_ 68056_69022",1
"28132","03q_AR_KB820_ 68056_69224",1
"28133","03q_AR_KB820_ 69022_69224",2
"28134","03q_AR_KB820_ 72130_74924",1
"28135","03q_AR_KB820_ 72414_72433",2
"28136","03q_AR_KB820_ 74889_74924",1
"28137","03q_AR_KB820_ 83200_83205",1
"28138","03q_AR_KB820_ 84125_84911",1
"28139","03q_AR_KB820_ 84735_84911",2
"28140","03q_AR_KB820_ 98799_98860",1
"28141","03q_AR_KB827_ 102070_102123",1
"28142","03q_AR_KB827_ 137235_137571",1
"28143","03q_AR_KB827_ 15955_16248",1
"28144","03q_AR_KB827_ 16050_16248",1
"28145","03q_AR_KB827_ 167581_167585",4
"28146","03q_AR_KB827_ 17534_17540",1
"28147","03q_AR_KB827_ 17534_17558",3
"28148","03q_AR_KB827_ 181526_181551",1
"28149","03q_AR_KB827_ 213393_213581",1
"28150","03q_AR_KB827_ 218119_218421",1
"28151","03q_AR_KB827_ 218421_218475",1
"28152","03q_AR_KB827_ 242228_242569",1
"28153","03q_AR_KB827_ 242228_242820",2
"28154","03q_AR_KB827_ 250805_253885",1
"28155","03q_AR_KB827_ 293183_293184",1
"28156","03q_AR_KB827_ 312297_312307",2
"28157","03q_AR_KB827_ 316235_316245",1
"28158","03q_AR_KB827_ 89500_89508",1
"28159","03q_AR_KB827_ 89500_90110",1
"28160","03q_AR_KB827_ 90109_90144",1
"28161","03q_AR_KB945_ 114920_115628",1
"28162","03q_AR_KB945_ 114940_114956",1
"28163","03q_AR_KB945_ 114940_115108",2
"28164","03q_AR_KB945_ 114970_115108",1
"28165","03q_AR_KB945_ 140610_140645",1
"28166","03q_AR_KB945_ 174145_174315",1
"28167","03q_AR_KB945_ 183039_183060",1
"28168","03q_AR_KB945_ 191313_192744",1
"28169","03q_AR_KB945_ 191391_192744",1
"28170","03q_AR_KB945_ 191589_192036",1
"28171","03q_AR_KB945_ 191589_192744",1
"28172","03q_AR_KB945_ 191589_193576",1
"28173","03q_AR_KB945_ 194182_194804",2
"28174","03q_AR_KB945_ 194255_194804",1
"28175","03q_AR_KB945_ 194628_194695",1
"28176","03q_AR_KB945_ 195372_195938",1
"28177","03q_AR_KB945_ 195849_195938",1
"28178","03q_AR_KB945_ 208994_209063",1
"28179","03q_AR_KB945_ 208995_209063",1
"28180","03q_AR_KB945_ 209029_209063",1
"28181","03q_AR_KB945_ 215952_215960",1
"28182","03q_AR_KB945_ 215952_216451",1
"28183","03q_AR_KB945_ 216338_216353",2
"28184","03q_AR_KB945_ 238702_238736",3
"28185","03q_AR_KB945_ 247742_247828",3
"28186","03q_AR_KB945_ 248728_248870",1
"28187","03q_AR_KB945_ 248770_248870",1
"28188","03q_AR_KB945_ 248867_248870",3
"28189","03q_AR_KB945_ 252937_252941",2
"28190","03q_AR_KB945_ 25897_26978",1
"28191","03q_AR_KB945_ 26213_26434",1
"28192","03q_AR_KB945_ 26213_26978",1
"28193","03q_AR_KB945_ 262470_263720",1
"28194","03q_AR_KB945_ 263758_263759",3
"28195","03q_AR_KB945_ 26491_26658",1
"28196","03q_AR_KB945_ 26506_27908",1
"28197","03q_AR_KB945_ 26548_26838",1
"28198","03q_AR_KB945_ 266978_267206",2
"28199","03q_AR_KB945_ 266978_267277",1
"28200","03q_AR_KB945_ 297633_301744",1
"28201","03q_AR_KB945_ 302405_302419",3
"28202","03q_AR_KB945_ 304291_304577",1
"28203","03q_AR_KB945_ 304291_304708",1
"28204","03q_AR_KB945_ 304577_304708",1
"28205","03q_AR_KB945_ 307564_307699",1
"28206","03q_AR_KB945_ 308637_309155",1
"28207","03q_AR_KB945_ 311377_312771",1
"28208","03q_AR_KB945_ 311377_313175",2
"28209","03q_AR_KB945_ 311377_313334",1
"28210","03q_AR_KB945_ 311470_312229",1
"28211","03q_AR_KB945_ 312498_312741",1
"28212","03q_AR_KB945_ 34543_34548",4
"28213","03q_AR_KB945_ 46618_46954",2
"28214","03q_AR_KB945_ 51312_51358",2
"28215","03q_AR_KB945_ 51344_51358",3
"28216","03q_AR_KB945_ 52153_52306",3
"28217","03q_AR_KB945_ 52265_52306",1
"28218","03q_AR_KB945_ 56272_57487",1
"28219","03q_AR_KB945_ 61270_61462",2
"28220","03q_AR_KB945_ 61425_61462",2
"28221","03q_AR_MSH126_ 13723_13949",2
"28222","03q_AR_MSH126_ 137235_137571",1
"28223","03q_AR_MSH126_ 13892_13949",2
"28224","03q_AR_MSH126_ 165130_165183",1
"28225","03q_AR_MSH126_ 186193_189372",1
"28226","03q_AR_MSH126_ 188311_188890",1
"28227","03q_AR_MSH126_ 189337_189372",1
"28228","03q_AR_MSH126_ 19037_19945",1
"28229","03q_AR_MSH126_ 19037_20035",1
"28230","03q_AR_MSH126_ 206448_206472",1
"28231","03q_AR_MSH126_ 208994_209029",1
"28232","03q_AR_MSH126_ 209340_209352",1
"28233","03q_AR_MSH126_ 25020_25107",1
"28234","03q_AR_MSH126_ 256130_256260",1
"28235","03q_AR_MSH126_ 256222_256260",1
"28236","03q_AR_MSH126_ 291875_291877",1
"28237","03q_AR_MSH126_ 29974_29989",1
"28238","03q_AR_MSH126_ 300231_300295",2
"28239","03q_AR_MSH126_ 300231_300349",1
"28240","03q_AR_MSH126_ 36596_36597",1
"28241","03q_AR_MSH126_ 66727_66751",2
"28242","03q_AR_MSH126_ 66751_66753",1
"28243","03q_AR_MSH126_ 66779_66780",1
"28244","03q_AR_MSH126_ 77112_77402",1
"28245","03q_AR_MSH126_ 96451_96456",1
"28246","03q_AR_MSH51_ 110935_110962",1
"28247","03q_AR_MSH51_ 110937_110962",2
"28248","03q_AR_MSH51_ 1269_1796",2
"28249","03q_AR_MSH51_ 1269_1820",1
"28250","03q_AR_MSH51_ 127580_127987",1
"28251","03q_AR_MSH51_ 127777_128238",1
"28252","03q_AR_MSH51_ 129989_130001",1
"28253","03q_AR_MSH51_ 129989_130475",2
"28254","03q_AR_MSH51_ 130457_130475",1
"28255","03q_AR_MSH51_ 137900_138045",2
"28256","03q_AR_MSH51_ 137949_138045",1
"28257","03q_AR_MSH51_ 1671_1820",1
"28258","03q_AR_MSH51_ 170425_170956",4
"28259","03q_AR_MSH51_ 175908_175992",1
"28260","03q_AR_MSH51_ 175926_175941",1
"28261","03q_AR_MSH51_ 175926_175992",2
"28262","03q_AR_MSH51_ 17926_18278",1
"28263","03q_AR_MSH51_ 18253_18278",2
"28264","03q_AR_MSH51_ 183109_183178",3
"28265","03q_AR_MSH51_ 211331_211959",1
"28266","03q_AR_MSH51_ 21895_21918",2
"28267","03q_AR_MSH51_ 219591_222719",1
"28268","03q_AR_MSH51_ 231528_231531",2
"28269","03q_AR_MSH51_ 23659_23675",1
"28270","03q_AR_MSH51_ 23659_23683",2
"28271","03q_AR_MSH51_ 23665_23670",1
"28272","03q_AR_MSH51_ 249579_252331",1
"28273","03q_AR_MSH51_ 299104_299841",1
"28274","03q_AR_MSH51_ 33953_33954",1
"28275","03q_AR_MSH51_ 82003_82381",1
"28276","03q_AR_MSH51_ 82003_84317",1
"28277","03q_AR_MSH51_ 82003_84322",1
"28278","03q_AR_MSH51_ 82003_86348",1
"28279","03q_AR_MSH51_ 82327_82328",1
"28280","03q_AR_MSH51_ 83496_85446",1
"28281","03q_AR_MSH51_ 83496_86348",1
"28282","03q_AR_MSH51_ 93448_93587",1
"28283","03q_AR_MSH51_ 93468_93587",1
"28284","03q_AR_MSH51_ 93468_93593",1
"28285","03q_AR_MSH51_ 96368_96456",1
"28286","03q_AR_REF_ 100617_100620",1
"28287","03q_AR_REF_ 126601_126707",1
"28288","03q_AR_REF_ 126706_126707",2
"28289","03q_AR_REF_ 142515_143418",1
"28290","03q_AR_REF_ 142515_143865",1
"28291","03q_AR_REF_ 142515_143882",2
"28292","03q_AR_REF_ 143467_143882",1
"28293","03q_AR_REF_ 162581_166532",1
"28294","03q_AR_REF_ 164880_166532",1
"28295","03q_AR_REF_ 165070_165338",1
"28296","03q_AR_REF_ 165263_165338",1
"28297","03q_AR_REF_ 165699_165776",1
"28298","03q_AR_REF_ 166192_166471",1
"28299","03q_AR_REF_ 166471_166532",1
"28300","03q_AR_REF_ 1783_1820",2
"28301","03q_AR_REF_ 1783_1900",1
"28302","03q_AR_REF_ 181526_181551",1
"28303","03q_AR_REF_ 19270_19302",1
"28304","03q_AR_REF_ 19270_19396",1
"28305","03q_AR_REF_ 195682_195822",1
"28306","03q_AR_REF_ 197545_197748",1
"28307","03q_AR_REF_ 197545_197904",2
"28308","03q_AR_REF_ 197545_199476",1
"28309","03q_AR_REF_ 197878_197904",1
"28310","03q_AR_REF_ 198949_198976",3
"28311","03q_AR_REF_ 205719_205801",1
"28312","03q_AR_REF_ 21673_22128",1
"28313","03q_AR_REF_ 222613_225010",1
"28314","03q_AR_REF_ 225001_225007",1
"28315","03q_AR_REF_ 225001_225010",3
"28316","03q_AR_REF_ 231877_234436",1
"28317","03q_AR_REF_ 244065_244066",1
"28318","03q_AR_REF_ 248044_248069",1
"28319","03q_AR_REF_ 256411_256412",5
"28320","03q_AR_REF_ 310767_310804",1
"28321","03q_AR_REF_ 310767_311132",1
"28322","03q_AR_REF_ 310767_311377",2
"28323","03q_AR_REF_ 310804_311377",1
"28324","03q_AR_REF_ 41427_41552",1
"28325","03q_AR_REF_ 44498_44500",4
"28326","03q_AR_REF_ 50158_50173",1
"28327","03q_AR_REF_ 50158_50392",2
"28328","03q_AR_REF_ 53640_58326",1
"28329","03q_AR_REF_ 62560_63592",1
"28330","03q_AR_REF_ 75001_75013",1
"28331","03q_AR_REF_ 75045_75086",1
"28332","03q_AR_REF_ 84322_84801",1
"28333","03q_AR_REF_ 91719_91723",1
"28334","03q_CH_JR198_ 115682_115890",1
"28335","03q_CH_JR198_ 150437_150552",1
"28336","03q_CH_JR198_ 159387_159465",3
"28337","03q_CH_JR198_ 165000_165002",1
"28338","03q_CH_JR198_ 18612_18798",1
"28339","03q_CH_JR198_ 18612_21086",1
"28340","03q_CH_JR198_ 189892_189974",2
"28341","03q_CH_JR198_ 189934_189953",1
"28342","03q_CH_JR198_ 195917_195938",3
"28343","03q_CH_JR198_ 20017_20035",1
"28344","03q_CH_JR198_ 205192_205197",1
"28345","03q_CH_JR198_ 205192_206097",1
"28346","03q_CH_JR198_ 20656_20662",1
"28347","03q_CH_JR198_ 20656_21109",1
"28348","03q_CH_JR198_ 20782_21109",1
"28349","03q_CH_JR198_ 21459_25897",1
"28350","03q_CH_JR198_ 220360_220484",2
"28351","03q_CH_JR198_ 22268_22681",1
"28352","03q_CH_JR198_ 224346_224535",1
"28353","03q_CH_JR198_ 231326_231466",1
"28354","03q_CH_JR198_ 231528_231735",1
"28355","03q_CH_JR198_ 23255_23305",1
"28356","03q_CH_JR198_ 233081_233869",1
"28357","03q_CH_JR198_ 235335_235344",3
"28358","03q_CH_JR198_ 237696_238592",1
"28359","03q_CH_JR198_ 25586_25595",1
"28360","03q_CH_JR198_ 256372_256374",1
"28361","03q_CH_JR198_ 259067_259350",1
"28362","03q_CH_JR198_ 264420_264484",1
"28363","03q_CH_JR198_ 267454_267897",1
"28364","03q_CH_JR198_ 316727_316730",1
"28365","03q_CH_JR198_ 36265_36857",1
"28366","03q_CH_JR198_ 56292_56308",1
"28367","03q_CH_JR198_ 68886_69110",1
"28368","03q_CH_JR198_ 83526_83638",1
"28369","03q_CH_JR198_ 83609_83638",1
"28370","03q_CH_JR198_ 91627_91751",1
"28371","03q_CH_JR198_ 96878_96905",1
"28372","03q_CH_JR198_ 98868_99971",1
"28373","03q_CH_JR198_ 99727_99729",2
"28374","03q_CH_JR20_ 100800_101046",1
"28375","03q_CH_JR20_ 111397_112809",1
"28376","03q_CH_JR20_ 112594_112611",1
"28377","03q_CH_JR20_ 119085_120736",1
"28378","03q_CH_JR20_ 132049_132651",1
"28379","03q_CH_JR20_ 132267_132367",1
"28380","03q_CH_JR20_ 132267_132646",1
"28381","03q_CH_JR20_ 132304_132367",1
"28382","03q_CH_JR20_ 153346_153670",1
"28383","03q_CH_JR20_ 155712_155731",1
"28384","03q_CH_JR20_ 155712_155778",1
"28385","03q_CH_JR20_ 161660_161744",1
"28386","03q_CH_JR20_ 164887_165028",1
"28387","03q_CH_JR20_ 172295_177091",1
"28388","03q_CH_JR20_ 17300_17491",1
"28389","03q_CH_JR20_ 17337_17491",2
"28390","03q_CH_JR20_ 173701_178420",1
"28391","03q_CH_JR20_ 178108_178118",2
"28392","03q_CH_JR20_ 202430_202690",1
"28393","03q_CH_JR20_ 203875_203952",1
"28394","03q_CH_JR20_ 20783_20895",2
"28395","03q_CH_JR20_ 20891_20895",1
"28396","03q_CH_JR20_ 214448_214461",1
"28397","03q_CH_JR20_ 214723_214849",1
"28398","03q_CH_JR20_ 216282_216366",1
"28399","03q_CH_JR20_ 228473_228475",5
"28400","03q_CH_JR20_ 231376_233468",1
"28401","03q_CH_JR20_ 231562_231596",1
"28402","03q_CH_JR20_ 244149_244157",2
"28403","03q_CH_JR20_ 260224_260317",1
"28404","03q_CH_JR20_ 263476_263861",1
"28405","03q_CH_JR20_ 267005_268223",1
"28406","03q_CH_JR20_ 29086_30055",1
