Transcript_ID,Ori,Exon,Pos_Beg,Pos_End
GA24436-RAT,-1,15,4870375,4870620
GA24436-RAT,-1,16,4870857,4870979
GA24436-RAT,-1,17,4871842,4871994
GA24436-RAT,-1,18,4872926,4873026
GA24436-RAT,-1,19,4873097,4873347
GA24436-RAT,-1,20,4873402,4873537
GA24436-RAT,-1,21,4873597,4873685
GA24436-RAT,-1,22,4873746,4874057
GA24436-RAT,-1,23,4877281,4877313
GA24436-RAU,-1,1,4861879,4862023
GA24436-RAU,-1,2,4862082,4862367
GA24436-RAU,-1,3,4863478,4863540
GA24436-RAU,-1,4,4864614,4864721
GA24436-RAU,-1,5,4865577,4865651
GA24436-RAU,-1,6,4865888,4866086
GA24436-RAU,-1,7,4866145,4866381
GA24436-RAU,-1,8,4866450,4868162
GA24436-RAU,-1,9,4868375,4868521
GA24436-RAU,-1,10,4868837,4868938
GA24436-RAU,-1,11,4868993,4869353
GA24436-RAU,-1,12,4869422,4869554
GA24436-RAU,-1,13,4869622,4869786
GA24436-RAU,-1,14,4869975,4870037
GA24436-RAU,-1,15,4870375,4870620
GA24436-RAU,-1,16,4870857,4870979
GA24436-RAU,-1,17,4872926,4873026
GA24436-RAU,-1,18,4873097,4873347
GA24436-RAU,-1,19,4873402,4873537
GA24436-RAU,-1,20,4873597,4873685
GA24436-RAU,-1,21,4873746,4874057
GA24436-RAU,-1,22,4877281,4877313
GA24436-RAV,-1,1,4861879,4862023
GA24436-RAV,-1,2,4862082,4862367
GA24436-RAV,-1,3,4863352,4863540
GA24436-RAV,-1,4,4865888,4866086
GA24436-RAV,-1,5,4866145,4866381
GA24436-RAV,-1,6,4866450,4868162
GA24436-RAV,-1,7,4868375,4868521
GA24436-RAV,-1,8,4868837,4868938
GA24436-RAV,-1,9,4868993,4869353
GA24436-RAV,-1,10,4869422,4869554
GA24436-RAV,-1,11,4869622,4869786
GA24436-RAV,-1,12,4869975,4870037
GA24436-RAV,-1,13,4870375,4870620
GA24436-RAV,-1,14,4870857,4870979
GA24436-RAV,-1,15,4871842,4871994
GA24436-RAV,-1,16,4872926,4873026
GA24436-RAV,-1,17,4873097,4873347
GA24436-RAV,-1,18,4873402,4873537
GA24436-RAV,-1,19,4873597,4873685
GA24436-RAV,-1,20,4873746,4874057
GA24436-RAV,-1,21,4877281,4877313
GA24436-RAW,-1,1,4861879,4862023
GA24436-RAW,-1,2,4862082,4862367
GA24436-RAW,-1,3,4863352,4863540
GA24436-RAW,-1,4,4865577,4865651
GA24436-RAW,-1,5,4865888,4866086
GA24436-RAW,-1,6,4866145,4866381
GA24436-RAW,-1,7,4866450,4868162
GA24436-RAW,-1,8,4868375,4868521
GA24436-RAW,-1,9,4868837,4868938
GA24436-RAW,-1,10,4868993,4869353
GA24436-RAW,-1,11,4869422,4869554
GA24436-RAW,-1,12,4869622,4869786
GA24436-RAW,-1,13,4869975,4870037
GA24436-RAW,-1,14,4870375,4870620
GA24436-RAW,-1,15,4870857,4870979
GA24436-RAW,-1,16,4871842,4871994
GA24436-RAW,-1,17,4872926,4873026
GA24436-RAW,-1,18,4873097,4873347
GA24436-RAW,-1,19,4873402,4873537
GA24436-RAW,-1,20,4873597,4873685
GA24436-RAW,-1,21,4873746,4874057
GA24436-RAW,-1,22,4877281,4877313
GA24436-RAX,-1,1,4861879,4862023
GA24436-RAX,-1,2,4862082,4862367
GA24436-RAX,-1,3,4863352,4863540
GA24436-RAX,-1,4,4865264,4865335
GA24436-RAX,-1,5,4865577,4865651
GA24436-RAX,-1,6,4865888,4866086
GA24436-RAX,-1,7,4866145,4866381
GA24436-RAX,-1,8,4866450,4868165
GA24436-RAX,-1,9,4868375,4868521
GA24436-RAX,-1,10,4868837,4868938
GA24436-RAX,-1,11,4868993,4869353
GA24436-RAX,-1,12,4869422,4869554
GA24436-RAX,-1,13,4869622,4869786
GA24436-RAX,-1,14,4869975,4870037
GA24436-RAX,-1,15,4870375,4870620
GA24436-RAX,-1,16,4870857,4870979
GA24436-RAX,-1,17,4871842,4871994
GA24436-RAX,-1,18,4872926,4873026
GA24436-RAX,-1,19,4873097,4873347
GA24436-RAX,-1,20,4873402,4873537
GA24436-RAX,-1,21,4873597,4873685
GA24436-RAX,-1,22,4873746,4874057
GA24436-RAX,-1,23,4877281,4877313
GA24436-RAY,-1,1,4861879,4862023
GA24436-RAY,-1,2,4862082,4862367
GA24436-RAY,-1,3,4865264,4865335
GA24436-RAY,-1,4,4865888,4866086
GA24436-RAY,-1,5,4866145,4866381
GA24436-RAY,-1,6,4866450,4868162
GA24436-RAY,-1,7,4868837,4868938
GA24436-RAY,-1,8,4868993,4869353
GA24436-RAY,-1,9,4869422,4869554
GA24436-RAY,-1,10,4869622,4869786
GA24436-RAY,-1,11,4869975,4870037
GA24436-RAY,-1,12,4870375,4870620
GA24436-RAY,-1,13,4870857,4870979
GA24436-RAY,-1,14,4871842,4871994
GA24436-RAY,-1,15,4872926,4873026
GA24436-RAY,-1,16,4873097,4873347
GA24436-RAY,-1,17,4873402,4873537
GA24436-RAY,-1,18,4873597,4873685
GA24436-RAY,-1,19,4873746,4874057
GA24436-RAY,-1,20,4877281,4877313
GA24436-RAZ,-1,1,4861879,4862023
GA24436-RAZ,-1,2,4862082,4862367
GA24436-RAZ,-1,3,4864614,4864721
GA24436-RAZ,-1,4,4865888,4866086
GA24436-RAZ,-1,5,4866145,4866381
GA24436-RAZ,-1,6,4866450,4868162
GA24436-RAZ,-1,7,4868837,4868938
GA24436-RAZ,-1,8,4868993,4869353
GA24436-RAZ,-1,9,4869422,4869554
GA24436-RAZ,-1,10,4869622,4869786
GA24436-RAZ,-1,11,4871842,4871994
GA24436-RAZ,-1,12,4872926,4873026
GA24436-RAZ,-1,13,4873097,4873347
GA24436-RAZ,-1,14,4873402,4873537
GA24436-RAZ,-1,15,4873597,4873685
GA24436-RAZ,-1,16,4873746,4874057
GA24436-RAZ,-1,17,4877281,4877313
GA24436-RB ,-1,1,4861879,4862023
GA24436-RB ,-1,2,4862082,4862367
GA24436-RB ,-1,3,4863352,4863546
GA24436-RB ,-1,4,4864614,4864721
GA24436-RB ,-1,5,4865264,4865335
GA24436-RB ,-1,6,4865888,4866086
GA24436-RB ,-1,7,4866145,4866381
GA24436-RB ,-1,8,4866450,4868165
GA24436-RB ,-1,9,4868375,4868521
GA24436-RB ,-1,10,4868837,4868938
GA24436-RB ,-1,11,4868993,4869353
GA24436-RB ,-1,12,4869422,4869554
GA24436-RB ,-1,13,4869622,4869786
GA24436-RB ,-1,14,4869975,4870037
GA24436-RB ,-1,15,4870375,4870620
GA24436-RB ,-1,16,4870857,4870979
GA24436-RB ,-1,17,4871842,4871994
GA24436-RB ,-1,18,4872926,4873026
GA24436-RB ,-1,19,4873097,4873347
GA24436-RB ,-1,20,4873402,4873537
GA24436-RB ,-1,21,4873597,4873685
GA24436-RB ,-1,22,4873746,4874057
GA24436-RB ,-1,23,4877281,4877313
GA24436-RBA,-1,1,4861879,4862023
GA24436-RBA,-1,2,4862082,4862367
GA24436-RBA,-1,3,4863352,4863540
GA24436-RBA,-1,4,4865264,4865335
GA24436-RBA,-1,5,4865888,4866086
GA24436-RBA,-1,6,4866145,4866381
GA24436-RBA,-1,7,4866450,4868165
GA24436-RBA,-1,8,4868375,4868521
GA24436-RBA,-1,9,4868837,4868938
GA24436-RBA,-1,10,4868993,4869353
GA24436-RBA,-1,11,4869422,4869554
GA24436-RBA,-1,12,4869622,4869786
GA24436-RBA,-1,13,4869975,4870037
GA24436-RBA,-1,14,4870375,4870620
GA24436-RBA,-1,15,4870857,4870979
GA24436-RBA,-1,16,4871842,4871994
GA24436-RBA,-1,17,4872926,4873026
GA24436-RBA,-1,18,4873097,4873347
GA24436-RBA,-1,19,4873402,4873537
GA24436-RBA,-1,20,4873597,4873685
GA24436-RBA,-1,21,4873746,4874057
GA24436-RBA,-1,22,4877281,4877313
GA24436-RBB,-1,1,4861879,4862023
GA24436-RBB,-1,2,4862082,4862367
GA24436-RBB,-1,3,4863478,4863546
GA24436-RBB,-1,4,4865264,4865335
GA24436-RBB,-1,5,4865577,4865651
GA24436-RBB,-1,6,4865888,4866086
GA24436-RBB,-1,7,4866145,4866381
GA24436-RBB,-1,8,4866450,4868165
GA24436-RBB,-1,9,4868375,4868521
GA24436-RBB,-1,10,4868837,4868938
GA24436-RBB,-1,11,4868993,4869353
GA24436-RBB,-1,12,4869422,4869554
GA24436-RBB,-1,13,4869622,4869786
GA24436-RBB,-1,14,4869975,4870037
GA24436-RBB,-1,15,4870375,4870620
GA24436-RBB,-1,16,4870857,4870979
GA24436-RBB,-1,17,4871842,4871994
GA24436-RBB,-1,18,4872926,4873026
GA24436-RBB,-1,19,4873097,4873347
GA24436-RBB,-1,20,4873402,4873537
GA24436-RBB,-1,21,4873597,4873685
GA24436-RBB,-1,22,4873746,4874057
GA24436-RBB,-1,23,4877281,4877313
GA24436-RBC,-1,1,4861879,4862023
GA24436-RBC,-1,2,4862082,4862367
GA24436-RBC,-1,3,4865888,4866086
GA24436-RBC,-1,4,4866145,4866381
GA24436-RBC,-1,5,4866450,4868060
GA24436-RBC,-1,6,4868837,4868938
GA24436-RBC,-1,7,4868993,4869353
GA24436-RBC,-1,8,4869422,4869554
GA24436-RBC,-1,9,4869622,4869786
GA24436-RBC,-1,10,4869975,4870037
GA24436-RBC,-1,11,4870375,4870620
GA24436-RBC,-1,12,4870857,4870979
GA24436-RBC,-1,13,4871842,4871994
GA24436-RBC,-1,14,4872926,4873026
GA24436-RBC,-1,15,4873097,4873347
GA24436-RBC,-1,16,4873402,4873537
GA24436-RBC,-1,17,4873597,4873685
GA24436-RBC,-1,18,4873746,4874057
GA24436-RBC,-1,19,4877281,4877313
GA24436-RC ,-1,1,4861879,4862023
GA24436-RC ,-1,2,4862082,4862367
GA24436-RC ,-1,3,4864614,4864721
GA24436-RC ,-1,4,4865264,4865335
GA24436-RC ,-1,5,4865577,4865651
GA24436-RC ,-1,6,4865888,4866086
GA24436-RC ,-1,7,4866145,4866381
GA24436-RC ,-1,8,4866450,4868162
GA24436-RC ,-1,9,4868375,4868521
GA24436-RC ,-1,10,4868837,4868938
GA24436-RC ,-1,11,4868993,4869353
GA24436-RC ,-1,12,4869422,4869554
GA24436-RC ,-1,13,4869622,4869786
GA24436-RC ,-1,14,4869975,4870037
GA24436-RC ,-1,15,4870375,4870620
GA24436-RC ,-1,16,4870857,4870979
GA24436-RC ,-1,17,4872926,4873026
GA24436-RC ,-1,18,4873097,4873347
GA24436-RC ,-1,19,4873402,4873537
GA24436-RC ,-1,20,4873597,4873685
GA24436-RC ,-1,21,4873746,4874057
GA24436-RC ,-1,22,4877281,4877313
GA24436-RD ,-1,1,4861879,4862023
GA24436-RD ,-1,2,4862082,4862367
GA24436-RD ,-1,3,4865577,4865651
GA24436-RD ,-1,4,4865888,4866086
GA24436-RD ,-1,5,4866145,4866381
GA24436-RD ,-1,6,4866450,4868165
GA24436-RD ,-1,7,4868375,4868521
GA24436-RD ,-1,8,4868837,4868938
GA24436-RD ,-1,9,4868993,4869353
GA24436-RD ,-1,10,4869422,4869554
GA24436-RD ,-1,11,4869622,4869786
GA24436-RD ,-1,12,4869975,4870037
GA24436-RD ,-1,13,4870375,4870620
GA24436-RD ,-1,14,4870857,4870979
GA24436-RD ,-1,15,4871842,4871994
GA24436-RD ,-1,16,4872926,4873026
GA24436-RD ,-1,17,4873097,4873347
GA24436-RD ,-1,18,4873402,4873537
GA24436-RD ,-1,19,4873597,4873685
GA24436-RD ,-1,20,4873746,4874057
GA24436-RD ,-1,21,4877281,4877313
GA24436-RE ,-1,1,4861879,4862023
GA24436-RE ,-1,2,4862082,4862367
GA24436-RE ,-1,3,4863352,4863546
GA24436-RE ,-1,4,4864614,4864721
GA24436-RE ,-1,5,4865888,4866086
GA24436-RE ,-1,6,4866145,4866381
GA24436-RE ,-1,7,4866450,4868165
GA24436-RE ,-1,8,4868375,4868521
GA24436-RE ,-1,9,4868837,4868938
GA24436-RE ,-1,10,4868993,4869353
GA24436-RE ,-1,11,4869422,4869554
GA24436-RE ,-1,12,4869622,4869786
GA24436-RE ,-1,13,4869975,4870037
GA24436-RE ,-1,14,4870375,4870620
GA24436-RE ,-1,15,4870857,4870979
GA24436-RE ,-1,16,4871842,4871994
GA24436-RE ,-1,17,4872926,4873026
GA24436-RE ,-1,18,4873097,4873347
GA24436-RE ,-1,19,4873402,4873537
GA24436-RE ,-1,20,4873597,4873685
GA24436-RE ,-1,21,4873746,4874057
GA24436-RE ,-1,22,4877281,4877313
GA24436-RF ,-1,1,4861879,4862023
GA24436-RF ,-1,2,4862082,4862367
GA24436-RF ,-1,3,4863352,4863546
GA24436-RF ,-1,4,4864614,4864721
GA24436-RF ,-1,5,4865264,4865335
GA24436-RF ,-1,6,4865577,4865651
GA24436-RF ,-1,7,4865888,4866086
GA24436-RF ,-1,8,4866145,4866381
GA24436-RF ,-1,9,4866450,4868165
GA24436-RF ,-1,10,4868375,4868521
GA24436-RF ,-1,11,4868837,4868938
GA24436-RF ,-1,12,4868993,4869353
GA24436-RF ,-1,13,4869422,4869554
GA24436-RF ,-1,14,4869622,4869786
GA24436-RF ,-1,15,4872926,4873026
GA24436-RF ,-1,16,4873097,4873347
GA24436-RF ,-1,17,4873402,4873537
GA24436-RF ,-1,18,4873597,4873685
GA24436-RF ,-1,19,4873746,4874057
GA24436-RF ,-1,20,4877281,4877313
GA24436-RG ,-1,1,4861879,4862023
GA24436-RG ,-1,2,4862082,4862367
GA24436-RG ,-1,3,4863478,4863546
GA24436-RG ,-1,4,4864614,4864721
GA24436-RG ,-1,5,4865264,4865335
GA24436-RG ,-1,6,4865577,4865651
GA24436-RG ,-1,7,4865888,4866086
GA24436-RG ,-1,8,4866145,4866381
GA24436-RG ,-1,9,4866450,4868165
GA24436-RG ,-1,10,4868375,4868521
GA24436-RG ,-1,11,4868837,4868938
GA24436-RG ,-1,12,4868993,4869353
GA24436-RG ,-1,13,4869422,4869554
GA24436-RG ,-1,14,4869622,4869786
GA24436-RG ,-1,15,4869975,4870037
GA24436-RG ,-1,16,4870375,4870620
GA24436-RG ,-1,17,4870857,4870979
GA24436-RG ,-1,18,4871842,4871994
GA24436-RG ,-1,19,4872926,4873026
GA24436-RG ,-1,20,4873097,4873347
GA24436-RG ,-1,21,4873402,4873537
GA24436-RG ,-1,22,4873597,4873685
GA24436-RG ,-1,23,4873746,4874057
GA24436-RG ,-1,24,4877281,4877313
GA24436-RH ,-1,1,4861879,4862023
GA24436-RH ,-1,2,4862082,4862367
GA24436-RH ,-1,3,4863352,4863540
GA24436-RH ,-1,4,4865888,4866086
GA24436-RH ,-1,5,4866145,4866381
GA24436-RH ,-1,6,4866450,4868165
GA24436-RH ,-1,7,4868375,4868521
GA24436-RH ,-1,8,4868837,4868938
GA24436-RH ,-1,9,4868993,4869353
GA24436-RH ,-1,10,4869422,4869554
GA24436-RH ,-1,11,4869622,4869786
GA24436-RH ,-1,12,4869975,4870037
GA24436-RH ,-1,13,4870375,4870620
GA24436-RH ,-1,14,4870857,4870979
GA24436-RH ,-1,15,4871842,4871994
GA24436-RH ,-1,16,4872926,4873026
GA24436-RH ,-1,17,4873097,4873347
GA24436-RH ,-1,18,4873402,4873537
GA24436-RH ,-1,19,4873597,4873685
GA24436-RH ,-1,20,4873746,4874057
GA24436-RH ,-1,21,4877281,4877313
GA24436-RI ,-1,1,4861879,4862023
GA24436-RI ,-1,2,4862082,4862367
GA24436-RI ,-1,3,4863478,4863540
GA24436-RI ,-1,4,4865888,4866086
GA24436-RI ,-1,5,4866145,4866381
GA24436-RI ,-1,6,4866450,4868060
GA24436-RI ,-1,7,4868837,4868938
GA24436-RI ,-1,8,4868993,4869353
GA24436-RI ,-1,9,4869422,4869554
GA24436-RI ,-1,10,4869622,4869786
GA24436-RI ,-1,11,4869975,4870037
GA24436-RI ,-1,12,4870375,4870620
GA24436-RI ,-1,13,4870857,4870979
GA24436-RI ,-1,14,4871842,4871994
GA24436-RI ,-1,15,4872926,4873026
GA24436-RI ,-1,16,4873097,4873347
GA24436-RI ,-1,17,4873402,4873537
GA24436-RI ,-1,18,4873597,4873685
GA24436-RI ,-1,19,4873746,4874057
GA24436-RI ,-1,20,4877281,4877313
GA24436-RJ ,-1,1,4861879,4862023
GA24436-RJ ,-1,2,4862082,4862367
GA24436-RJ ,-1,3,4865577,4865651
GA24436-RJ ,-1,4,4865888,4866086
GA24436-RJ ,-1,5,4866145,4866381
GA24436-RJ ,-1,6,4866450,4868162
GA24436-RJ ,-1,7,4868375,4868521
GA24436-RJ ,-1,8,4868837,4868938
GA24436-RJ ,-1,9,4868993,4869353
GA24436-RJ ,-1,10,4869422,4869554
GA24436-RJ ,-1,11,4869622,4869786
GA24436-RJ ,-1,12,4869975,4870037
GA24436-RJ ,-1,13,4870375,4870620
GA24436-RJ ,-1,14,4870857,4870979
GA24436-RJ ,-1,15,4871842,4871994
GA24436-RJ ,-1,16,4872926,4873026
GA24436-RJ ,-1,17,4873097,4873347
GA24436-RJ ,-1,18,4873402,4873537
GA24436-RJ ,-1,19,4873597,4873685
GA24436-RJ ,-1,20,4873746,4874057
GA24436-RJ ,-1,21,4877281,4877313
GA24436-RK ,-1,1,4861879,4862023
GA24436-RK ,-1,2,4862082,4862367
GA24436-RK ,-1,3,4863478,4863540
GA24436-RK ,-1,4,4865888,4866086
GA24436-RK ,-1,5,4866145,4866381
GA24436-RK ,-1,6,4866450,4868165
GA24436-RK ,-1,7,4868375,4868521
GA24436-RK ,-1,8,4868837,4868938
GA24436-RK ,-1,9,4868993,4869353
GA24436-RK ,-1,10,4869422,4869554
GA24436-RK ,-1,11,4869622,4869786
GA24436-RK ,-1,12,4869975,4870037
GA24436-RK ,-1,13,4870375,4870620
GA24436-RK ,-1,14,4870857,4870979
GA24436-RK ,-1,15,4871842,4871994
GA24436-RK ,-1,16,4872926,4873026
GA24436-RK ,-1,17,4873097,4873347
GA24436-RK ,-1,18,4873402,4873537
GA24436-RK ,-1,19,4873597,4873685
GA24436-RK ,-1,20,4873746,4874057
GA24436-RK ,-1,21,4877281,4877313
GA24436-RL ,-1,1,4861879,4862023
GA24436-RL ,-1,2,4862082,4862367
GA24436-RL ,-1,3,4863478,4863540
GA24436-RL ,-1,4,4865264,4865335
GA24436-RL ,-1,5,4865577,4865651
GA24436-RL ,-1,6,4865888,4866086
GA24436-RL ,-1,7,4866145,4866381
GA24436-RL ,-1,8,4866450,4868165
GA24436-RL ,-1,9,4868375,4868521
GA24436-RL ,-1,10,4868837,4868938
GA24436-RL ,-1,11,4868993,4869353
GA24436-RL ,-1,12,4869422,4869554
GA24436-RL ,-1,13,4869622,4869786
GA24436-RL ,-1,14,4869975,4870037
GA24436-RL ,-1,15,4870375,4870620
GA24436-RL ,-1,16,4870857,4870979
GA24436-RL ,-1,17,4871842,4871994
GA24436-RL ,-1,18,4872926,4873026
GA24436-RL ,-1,19,4873097,4873347
GA24436-RL ,-1,20,4873402,4873537
GA24436-RL ,-1,21,4873597,4873685
GA24436-RL ,-1,22,4873746,4874057
GA24436-RL ,-1,23,4877281,4877313
GA24436-RM ,-1,1,4861879,4862023
GA24436-RM ,-1,2,4862082,4862367
GA24436-RM ,-1,3,4863352,4863546
GA24436-RM ,-1,4,4864614,4864721
GA24436-RM ,-1,5,4865577,4865651
GA24436-RM ,-1,6,4865888,4866086
GA24436-RM ,-1,7,4866145,4866381
GA24436-RM ,-1,8,4866450,4868165
GA24436-RM ,-1,9,4868375,4868521
GA24436-RM ,-1,10,4868837,4868938
GA24436-RM ,-1,11,4868993,4869353
GA24436-RM ,-1,12,4869422,4869554
GA24436-RM ,-1,13,4869622,4869786
GA24436-RM ,-1,14,4869975,4870037
GA24436-RM ,-1,15,4870375,4870620
GA24436-RM ,-1,16,4870857,4870979
GA24436-RM ,-1,17,4871842,4871994
GA24436-RM ,-1,18,4872926,4873026
GA24436-RM ,-1,19,4873097,4873347
GA24436-RM ,-1,20,4873402,4873537
GA24436-RM ,-1,21,4873597,4873685
GA24436-RM ,-1,22,4873746,4874057
GA24436-RM ,-1,23,4877281,4877313
GA24436-RN ,-1,1,4861879,4862023
GA24436-RN ,-1,2,4862082,4862367
GA24436-RN ,-1,3,4864614,4864721
GA24436-RN ,-1,4,4865888,4866086
GA24436-RN ,-1,5,4866145,4866381
GA24436-RN ,-1,6,4866450,4868162
GA24436-RN ,-1,7,4868837,4868938
GA24436-RN ,-1,8,4868993,4869353
GA24436-RN ,-1,9,4869422,4869554
GA24436-RN ,-1,10,4869622,4869786
GA24436-RN ,-1,11,4869975,4870037
GA24436-RN ,-1,12,4870375,4870620
GA24436-RN ,-1,13,4870857,4870979
GA24436-RN ,-1,14,4871842,4871994
GA24436-RN ,-1,15,4872926,4873026
GA24436-RN ,-1,16,4873097,4873347
GA24436-RN ,-1,17,4873402,4873537
GA24436-RN ,-1,18,4873597,4873685
GA24436-RN ,-1,19,4873746,4874057
GA24436-RN ,-1,20,4877281,4877313
GA24436-RO ,-1,1,4861879,4862023
GA24436-RO ,-1,2,4862082,4862367
GA24436-RO ,-1,3,4863478,4863540
GA24436-RO ,-1,4,4864614,4864721
GA24436-RO ,-1,5,4865577,4865651
GA24436-RO ,-1,6,4865888,4866086
GA24436-RO ,-1,7,4866145,4866381
GA24436-RO ,-1,8,4866450,4868162
GA24436-RO ,-1,9,4868375,4868521
GA24436-RO ,-1,10,4868837,4868938
GA24436-RO ,-1,11,4868993,4869353
GA24436-RO ,-1,12,4869422,4869554
GA24436-RO ,-1,13,4869622,4869786
GA24436-RO ,-1,14,4869975,4870037
GA24436-RO ,-1,15,4870375,4870620
GA24436-RO ,-1,16,4870857,4870979
GA24436-RO ,-1,17,4871842,4871994
GA24436-RO ,-1,18,4872926,4873026
GA24436-RO ,-1,19,4873097,4873347
GA24436-RO ,-1,20,4873402,4873537
GA24436-RO ,-1,21,4873597,4873685
GA24436-RO ,-1,22,4873746,4874057
GA24436-RO ,-1,23,4877281,4877313
GA24436-RP ,-1,1,4861879,4862023
GA24436-RP ,-1,2,4862082,4862367
GA24436-RP ,-1,3,4863352,4863546
GA24436-RP ,-1,4,4865264,4865335
GA24436-RP ,-1,5,4865577,4865651
GA24436-RP ,-1,6,4865888,4866086
GA24436-RP ,-1,7,4866145,4866381
GA24436-RP ,-1,8,4866450,4868165
GA24436-RP ,-1,9,4868375,4868521
GA24436-RP ,-1,10,4868837,4868938
GA24436-RP ,-1,11,4868993,4869353
GA24436-RP ,-1,12,4869422,4869554
GA24436-RP ,-1,13,4869622,4869786
GA24436-RP ,-1,14,4869975,4870037
GA24436-RP ,-1,15,4870375,4870620
GA24436-RP ,-1,16,4870857,4870979
GA24436-RP ,-1,17,4871842,4871994
GA24436-RP ,-1,18,4872926,4873026
GA24436-RP ,-1,19,4873097,4873347
GA24436-RP ,-1,20,4873402,4873537
GA24436-RP ,-1,21,4873597,4873685
GA24436-RP ,-1,22,4873746,4874057
GA24436-RP ,-1,23,4877281,4877313
GA24436-RQ ,-1,1,4861879,4862023
GA24436-RQ ,-1,2,4862082,4862367
GA24436-RQ ,-1,3,4864614,4864721
GA24436-RQ ,-1,4,4865264,4865335
GA24436-RQ ,-1,5,4865577,4865651
GA24436-RQ ,-1,6,4865888,4866086
GA24436-RQ ,-1,7,4866145,4866381
GA24436-RQ ,-1,8,4866450,4868060
GA24436-RQ ,-1,9,4868375,4868521
GA24436-RQ ,-1,10,4868837,4868938
GA24436-RQ ,-1,11,4868993,4869353
GA24436-RQ ,-1,12,4869422,4869554
GA24436-RQ ,-1,13,4869622,4869786
GA24436-RQ ,-1,14,4869975,4870037
GA24436-RQ ,-1,15,4870375,4870620
GA24436-RQ ,-1,16,4870857,4870979
GA24436-RQ ,-1,17,4871842,4871994
GA24436-RQ ,-1,18,4872926,4873026
GA24436-RQ ,-1,19,4873097,4873347
GA24436-RQ ,-1,20,4873402,4873537
GA24436-RQ ,-1,21,4873597,4873685
GA24436-RQ ,-1,22,4873746,4874057
GA24436-RQ ,-1,23,4877281,4877313
GA24436-RR ,-1,1,4861879,4862023
GA24436-RR ,-1,2,4862082,4862367
GA24436-RR ,-1,3,4865888,4866086
GA24436-RR ,-1,4,4866145,4866381
GA24436-RR ,-1,5,4866450,4868162
GA24436-RR ,-1,6,4868375,4868521
GA24436-RR ,-1,7,4868837,4868938
GA24436-RR ,-1,8,4868993,4869353
GA24436-RR ,-1,9,4869422,4869554
GA24436-RR ,-1,10,4869622,4869786
GA24436-RR ,-1,11,4869975,4870037
GA24436-RR ,-1,12,4870375,4870620
GA24436-RR ,-1,13,4870857,4870979
GA24436-RR ,-1,14,4871842,4871994
GA24436-RR ,-1,15,4872926,4873026
GA24436-RR ,-1,16,4873097,4873347
GA24436-RR ,-1,17,4873402,4873537
GA24436-RR ,-1,18,4873597,4873685
GA24436-RR ,-1,19,4873746,4874057
GA24436-RR ,-1,20,4877281,4877313
GA24436-RS ,-1,1,4861879,4862023
GA24436-RS ,-1,2,4862082,4862367
GA24436-RS ,-1,3,4863352,4863546
GA24436-RS ,-1,4,4864614,4864721
GA24436-RS ,-1,5,4865264,4865335
GA24436-RS ,-1,6,4865577,4865651
GA24436-RS ,-1,7,4865888,4866086
GA24436-RS ,-1,8,4866145,4866381
GA24436-RS ,-1,9,4866450,4868060
GA24436-RS ,-1,10,4868375,4868521
GA24436-RS ,-1,11,4868837,4868938
GA24436-RS ,-1,12,4868993,4869353
GA24436-RS ,-1,13,4869422,4869554
GA24436-RS ,-1,14,4869622,4869786
GA24436-RS ,-1,15,4869975,4870037
GA24436-RS ,-1,16,4870375,4870620
GA24436-RS ,-1,17,4870857,4870979
GA24436-RS ,-1,18,4871842,4871994
GA24436-RS ,-1,19,4872926,4873026
GA24436-RS ,-1,20,4873097,4873347
GA24436-RS ,-1,21,4873402,4873537
GA24436-RS ,-1,22,4873597,4873685
GA24436-RS ,-1,23,4873746,4874057
GA24436-RS ,-1,24,4877281,4877313
GA24436-RV ,-1,1,4861879,4862023
GA24436-RV ,-1,2,4862082,4862367
GA24436-RV ,-1,3,4863352,4863546
GA24436-RV ,-1,4,4864614,4864721
GA24436-RV ,-1,5,4865264,4865335
GA24436-RV ,-1,6,4865577,4865651
GA24436-RV ,-1,7,4865888,4866086
GA24436-RV ,-1,8,4866145,4866381
GA24436-RV ,-1,9,4866450,4868165
GA24436-RV ,-1,10,4868375,4868521
GA24436-RV ,-1,11,4868837,4868938
GA24436-RV ,-1,12,4868993,4869353
GA24436-RV ,-1,13,4869422,4869554
GA24436-RV ,-1,14,4869622,4869786
GA24436-RV ,-1,15,4871842,4871994
GA24436-RV ,-1,16,4872926,4873026
GA24436-RV ,-1,17,4873097,4873347
GA24436-RV ,-1,18,4873402,4873537
GA24436-RV ,-1,19,4873597,4873685
GA24436-RV ,-1,20,4873746,4874057
GA24436-RV ,-1,21,4877281,4877313
GA24436-RW ,-1,1,4861879,4862023
GA24436-RW ,-1,2,4862082,4862367
GA24436-RW ,-1,3,4865264,4865335
GA24436-RW ,-1,4,4865577,4865651
GA24436-RW ,-1,5,4865888,4866086
GA24436-RW ,-1,6,4866145,4866381
GA24436-RW ,-1,7,4866450,4868165
GA24436-RW ,-1,8,4868375,4868521
GA24436-RW ,-1,9,4868837,4868938
GA24436-RW ,-1,10,4868993,4869353
GA24436-RW ,-1,11,4869422,4869554
GA24436-RW ,-1,12,4869622,4869786
GA24436-RW ,-1,13,4869975,4870037
GA24436-RW ,-1,14,4870375,4870620
GA24436-RW ,-1,15,4870857,4870979
GA24436-RW ,-1,16,4871842,4871994
GA24436-RW ,-1,17,4872926,4873026
GA24436-RW ,-1,18,4873097,4873347
GA24436-RW ,-1,19,4873402,4873537
